acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
-3.96,7.11,-6.42,7.18,-0.53,10.03,-1.98,-1.88,41.60,42.49,7.65
-7.43,6.73,-7.11,6.68,-0.68,9.51,-1.77,7.52,41.86,42.25,-40.80
-9.54,6.76,-7.32,7.06,-0.81,10.11,-1.14,1.25,41.86,37.58,-11.54
-8.87,6.85,-7.29,7.04,-0.46,9.95,-1.57,4.39,41.60,40.67,-26.00
-8.26,7.09,-7.55,7.06,-0.46,9.95,-1.40,3.76,41.60,43.27,-23.01
-8.37,7.01,-7.24,7.08,-0.46,10.07,-0.75,0.63,41.60,41.23,-6.15
-7.76,7.02,-7.06,7.23,-0.50,9.83,-1.23,1.25,41.60,40.05,-10.11
-6.88,6.74,-7.78,6.60,-1.49,10.06,-1.02,2.51,41.60,42.62,-21.67
-5.78,6.58,-7.32,6.82,-1.69,10.10,-0.81,6.90,41.60,39.32,-40.36
-6.20,6.91,-7.08,6.97,-0.80,9.99,-0.54,3.13,41.60,42.05,-21.50
-7.46,6.88,-7.16,6.97,-0.76,9.83,-0.39,4.39,41.60,40.72,-27.67
-7.69,6.91,-7.00,7.01,-0.65,9.91,0.35,5.01,41.86,39.96,-29.76
-7.50,6.95,-7.11,7.01,-0.65,9.95,-0.11,1.88,41.60,41.02,-14.28
-6.44,7.39,-6.59,7.40,-0.11,9.87,0.02,1.88,41.60,41.26,-11.43
-6.74,7.31,-6.66,7.29,-0.15,9.91,-0.01,-0.63,41.60,41.44,2.75
-6.11,7.61,-7.34,7.34,-0.15,9.75,0.00,-1.25,40.82,46.24,6.47
-10.03,7.15,-7.57,7.37,-0.19,9.87,0.00,0.00,38.74,40.68,-1.09
-7.89,7.36,-6.43,7.63,-0.15,9.87,0.01,0.00,35.62,36.39,-0.89
-8.25,7.34,-6.12,7.83,-0.15,9.79,-0.01,-0.63,30.94,32.76,2.79
-4.33,7.62,-4.66,8.38,-0.19,9.83,-0.01,-1.25,25.48,27.83,6.18
-2.26,8.23,-3.15,8.95,-0.15,9.91,0.00,-0.63,19.76,19.85,2.75
-0.77,8.86,-2.19,9.25,-0.19,9.87,0.01,1.88,15.60,15.01,-11.84
-1.47,9.07,-2.05,9.40,-0.15,9.91,0.01,1.25,11.18,12.54,-8.07
-0.93,9.23,-1.54,9.54,-0.15,9.91,0.00,1.25,7.28,9.45,-8.08
-0.67,9.46,-0.97,9.68,-0.19,9.91,0.00,0.00,4.68,5.21,-1.10
-1.46,9.37,-0.77,9.68,-0.19,9.83,-0.01,-0.63,1.04,1.89,2.55
-0.47,9.24,-0.11,9.63,-0.19,9.91,0.01,1.25,-2.60,-1.27,-8.27
-0.40,9.13,0.47,9.51,-0.19,9.75,-0.02,-1.88,-7.02,-5.84,9.83
3.33,9.07,2.19,9.58,-0.15,9.83,0.00,-0.63,-11.18,-11.12,2.79
0.03,8.84,1.74,9.30,-0.11,9.87,0.01,1.88,-15.60,-14.79,-11.43
6.16,8.87,4.22,9.40,-0.15,9.87,-0.01,-0.63,-20.28,-20.91,2.76
4.82,8.73,3.73,9.00,-0.11,9.83,0.00,0.00,-24.18,-20.70,-0.64
5.99,8.79,4.56,8.77,-0.23,9.83,0.00,0.63,-27.04,-26.01,-4.97
5.62,8.82,4.58,8.74,-0.19,9.87,-0.02,-2.51,-28.86,-26.79,13.21
5.78,8.71,5.03,8.62,-0.23,9.87,0.02,2.51,-30.16,-30.30,-15.50
5.72,8.67,4.91,8.64,-0.15,9.91,0.00,1.25,-30.16,-28.96,-8.07
6.83,8.77,5.32,8.70,-0.15,9.87,0.01,0.00,-29.64,-29.63,-0.89
6.93,8.78,5.14,8.80,-0.19,9.83,-0.01,-0.63,-28.08,-28.03,2.56
7.04,8.74,4.83,8.98,-0.19,9.87,-0.00,-0.63,-24.70,-24.93,2.56
4.67,8.57,3.88,9.09,-0.19,9.91,-0.01,-1.25,-20.28,-22.23,6.13
4.08,8.53,2.82,9.23,-0.19,9.83,-0.00,-0.63,-15.08,-15.01,2.56
2.67,8.71,1.96,9.46,-0.15,9.79,0.01,-0.63,-9.88,-10.79,2.79
0.34,8.70,0.64,9.52,-0.15,9.87,-0.01,0.00,-4.16,-5.28,-0.88
0.00,8.65,-0.25,9.48,-0.19,9.91,0.00,0.63,1.56,0.88,-4.71
-0.13,8.50,-0.85,9.41,-0.19,9.83,-0.01,-1.88,7.02,5.42,9.76
-1.50,8.84,-1.90,9.34,-0.15,9.83,0.01,1.25,12.22,11.27,-8.14
-4.34,8.75,-3.25,9.16,-0.15,9.83,0.00,1.25,16.12,16.08,-8.14
-3.31,8.95,-3.30,9.17,-0.15,9.95,-0.01,-1.25,18.98,18.77,6.32
-4.93,8.77,-3.99,8.92,-0.19,9.87,0.01,2.51,22.10,21.05,-15.27
-3.65,8.69,-4.16,8.76,-0.15,9.87,-0.01,-1.88,24.96,25.45,9.94
-4.92,8.47,-4.63,8.67,-0.15,9.87,0.00,0.00,27.30,26.48,-0.88
-6.08,8.36,-5.29,8.43,-0.15,9.87,0.00,0.63,29.12,29.74,-4.52
-5.56,8.27,-5.30,8.27,-0.15,9.87,-0.01,-1.88,30.68,31.32,9.95
-5.56,8.19,-5.38,8.19,-0.15,9.91,0.01,0.00,31.98,32.10,-0.87
-5.86,8.15,-5.51,8.15,-0.08,9.87,-0.02,-1.25,33.02,33.00,6.80
-6.97,8.27,-5.73,8.29,0.35,9.83,-0.01,-0.63,33.54,34.49,5.68
-7.02,8.72,-5.33,8.72,1.16,9.88,-0.21,-6.27,33.54,35.03,36.93
-6.37,8.96,-4.60,8.97,1.89,9.68,-0.66,-12.54,31.98,34.81,56.13
-5.57,8.90,-4.07,9.18,1.55,9.96,-1.39,-13.79,29.38,29.61,57.00
-5.22,8.61,-4.13,8.95,0.87,9.44,-1.88,-10.66,25.22,27.59,50.68
-4.83,7.98,-3.85,8.60,0.90,10.00,-1.69,-4.39,20.28,26.67,27.86
-4.06,8.71,-2.98,7.55,-0.46,9.03,-2.43,0.63,15.08,17.04,-6.86
-2.58,8.70,-2.41,9.80,-0.32,10.35,-1.68,4.39,8.32,11.18,-24.47
-0.40,9.13,-1.31,8.65,-1.04,9.03,-2.31,-0.63,2.60,4.46,-2.59
-0.19,9.62,-0.70,10.06,-1.18,10.50,-1.52,59.55,-2.86,-1.41,-80.19
0.17,9.44,0.05,9.64,-1.72,9.94,-1.75,1.88,-8.32,-9.86,-19.93
5.11,9.70,1.37,9.80,0.15,9.84,-1.29,13.79,-12.48,1.03,-54.19
2.58,9.79,1.17,9.95,-1.61,9.78,-0.98,5.64,-14.56,-13.01,-36.54
2.34,9.83,1.84,9.79,-1.07,9.95,0.03,7.52,-15.86,-15.74,-40.83
3.52,9.82,2.16,9.83,-1.15,9.91,-0.27,3.76,-16.64,-16.16,-26.37
3.21,9.70,2.12,9.65,-0.61,9.87,-0.03,3.76,-16.64,-13.68,-23.90
2.95,10.10,1.89,9.60,-1.54,9.82,0.24,5.64,-15.60,-17.97,-36.18
2.38,9.83,1.37,9.88,-1.93,9.98,-0.01,10.03,-13.78,-16.70,-50.16
1.89,9.78,1.02,9.72,-0.76,9.83,0.88,4.39,-10.92,-8.52,-27.66
1.35,9.28,0.49,9.69,-1.23,10.19,1.13,3.76,-7.80,-7.82,-26.09
0.73,9.90,-0.43,9.51,-0.24,10.31,1.40,4.39,-4.16,3.97,-24.17
-0.39,8.65,-0.26,9.33,0.12,9.39,1.06,0.63,-0.52,2.02,-3.10
-0.48,9.39,-0.19,9.33,0.04,9.87,1.64,-3.13,3.12,0.75,17.81
-0.21,9.66,-0.85,9.75,-0.90,9.78,1.59,4.39,5.98,1.12,-28.40
-0.13,9.55,-1.37,9.92,0.59,10.16,0.88,-3.13,9.88,13.67,20.15
-1.01,8.86,-1.07,9.30,0.25,10.23,1.35,-3.13,12.48,7.93,18.29
-2.61,8.86,-3.37,9.20,0.83,9.92,1.20,-1.25,15.86,26.10,11.84
-2.30,9.09,-2.43,9.24,0.27,9.67,1.08,-1.25,18.46,16.50,8.96
-2.91,9.11,-3.43,9.35,-1.64,9.86,0.40,-1.88,21.32,11.62,1.42
-3.92,8.38,-4.31,8.91,0.59,9.71,0.87,-3.76,24.70,29.51,24.11
-4.43,8.48,-4.36,8.72,0.01,10.07,0.75,-3.76,27.56,26.24,20.50
-5.75,8.37,-5.21,8.43,0.08,9.71,0.65,-1.25,30.68,31.13,7.84
-5.68,8.15,-5.43,8.45,0.10,9.71,0.58,0.00,33.02,32.53,0.58
-6.09,8.07,-5.39,8.16,0.16,9.83,0.47,-2.51,34.84,32.99,15.16
-6.25,7.84,-5.98,7.91,0.00,9.87,0.40,-0.00,37.18,36.59,0.02
-5.94,7.81,-5.91,7.87,0.04,9.91,0.32,-1.88,38.74,37.00,10.97
-6.01,7.73,-6.03,7.69,0.12,9.87,0.23,-2.51,39.78,38.93,14.89
-6.55,7.57,-6.38,7.56,0.04,9.79,-0.43,-0.63,41.08,40.10,3.90
-7.54,7.51,-6.81,7.47,0.08,9.83,0.04,-1.88,41.86,41.75,11.28
-4.65,7.42,-6.44,7.38,-0.11,9.87,0.00,-0.63,41.60,43.32,2.97
-4.64,7.43,-6.25,7.38,-0.19,9.91,-0.01,-0.63,41.86,41.81,2.51
-5.56,7.37,-6.44,7.33,-0.19,9.87,0.00,-0.63,41.60,41.68,2.55
-6.31,7.31,-6.64,7.33,-0.15,9.95,0.01,0.00,41.60,41.83,-0.86
-6.50,7.35,-6.64,7.29,-0.15,9.91,-0.01,-0.63,41.60,41.75,2.75
-6.62,7.35,-6.68,7.36,-0.15,9.87,-0.01,-0.63,41.60,41.40,2.75
-6.62,7.31,-6.63,7.36,-0.15,9.91,0.01,0.63,41.60,41.07,-4.49
-6.62,7.35,-6.60,7.33,-0.15,9.91,-0.02,-0.63,41.60,41.11,2.75
-6.89,7.30,-6.66,7.29,-0.15,9.87,0.01,0.00,41.60,41.22,-0.88
-6.70,7.42,-6.56,7.40,0.00,9.95,-0.01,-0.63,41.60,41.35,3.62
-5.71,7.93,-5.95,7.91,0.77,9.88,-0.06,-1.88,41.60,41.82,15.03
-5.33,8.35,-5.50,8.34,1.35,9.92,-0.43,-63.31,41.60,41.49,81.28
-5.38,8.20,-5.76,8.07,0.91,9.92,-0.91,-11.91,41.60,41.58,52.28
-5.56,8.08,-5.69,8.22,1.16,9.76,-1.38,-7.52,41.60,41.58,41.67
-4.37,7.81,-5.93,7.91,0.14,9.67,-1.69,-6.90,41.60,40.10,36.02
-5.42,7.30,-6.45,7.11,0.03,9.83,-1.33,-0.63,41.60,44.30,3.84
-6.89,7.75,-7.10,7.16,0.84,10.16,-1.92,0.00,41.60,50.71,4.74
-7.31,6.88,-6.25,6.78,-0.65,9.91,-1.65,5.64,41.60,37.24,-32.43
-8.31,6.56,-7.06,6.97,-1.71,9.98,-0.92,0.63,41.60,33.07,-13.21
-7.77,7.17,-7.37,7.00,-0.62,9.91,-1.38,3.13,41.60,42.60,-20.74
-7.12,7.04,-6.98,7.09,-0.53,9.99,-1.20,3.76,41.60,41.21,-23.24
-7.17,7.15,-7.18,7.00,-0.65,9.99,-0.54,58.30,41.60,42.18,-80.38
-6.77,6.71,-7.05,6.93,-1.02,9.75,-0.97,2.51,41.60,39.60,-19.88
-7.15,6.40,-7.30,6.45,-1.57,9.66,-0.75,6.90,41.60,39.50,-41.20
-7.30,5.91,-7.92,5.89,-2.35,9.70,-0.36,8.78,41.60,40.53,-48.93
-7.55,6.09,-7.96,6.12,-2.03,10.06,0.26,11.91,41.60,41.50,-54.18
-7.38,5.95,-8.92,5.82,-2.28,9.98,0.82,9.40,41.60,45.86,-49.49
-7.77,6.50,-7.81,6.53,-2.01,10.18,0.88,-44.51,41.60,38.92,76.53
-8.87,6.59,-8.04,7.07,-2.30,9.66,1.87,5.64,41.60,33.42,-39.42
-7.58,7.36,-6.07,6.09,-2.86,9.74,2.07,1.25,41.60,28.03,-22.91
-6.99,6.97,-6.06,7.16,-0.86,8.89,1.66,0.63,41.60,32.80,-9.52
-5.06,8.02,-6.41,8.00,1.54,10.20,2.10,-3.76,41.60,49.42,27.45
-6.45,6.79,-6.10,7.16,0.53,9.31,1.40,-3.13,41.60,42.59,21.50
-5.10,7.31,-5.88,7.21,-0.76,9.63,1.85,-5.64,41.60,36.20,26.88
-8.14,7.42,-6.57,7.86,0.44,9.67,1.22,-57.04,41.86,39.33,80.45
-7.67,7.96,-5.94,7.43,0.69,9.92,1.65,-3.13,41.60,40.17,21.08
-8.05,7.28,-6.63,7.25,-0.62,10.07,1.50,-3.76,41.60,36.61,17.32
-7.32,7.59,-6.33,7.59,0.18,9.67,0.76,-63.31,41.60,39.20,81.34
-7.09,7.52,-6.26,7.63,0.24,9.91,1.22,-4.39,41.60,39.18,25.01
-7.16,7.56,-6.29,7.63,0.23,9.75,1.04,-3.76,41.60,39.30,22.25
-7.05,7.71,-6.18,7.42,0.43,9.68,0.92,-3.13,41.60,41.25,20.20
-7.31,7.59,-6.15,7.56,0.04,9.99,0.81,-1.25,41.86,37.35,7.37
-5.91,8.07,-6.16,8.13,0.86,9.92,0.60,-7.52,41.60,42.43,40.20
-5.84,8.30,-5.04,8.06,1.28,9.88,-0.26,-5.64,41.60,38.15,35.00
-6.48,7.95,-5.83,8.03,1.08,9.76,-0.08,-10.03,41.60,41.09,48.70
-6.21,8.40,-5.46,8.19,1.39,9.80,0.08,-8.15,41.60,40.63,44.22
-6.17,8.36,-5.61,8.33,1.43,9.60,-0.93,-11.91,41.60,41.47,54.27
-6.57,8.47,-5.46,8.52,1.47,10.32,-1.45,-8.78,41.60,38.77,44.80
-5.60,8.26,-5.66,8.10,1.27,9.97,-1.84,-9.40,41.60,42.50,46.95
-8.07,7.50,-6.55,7.74,0.34,9.79,-1.84,-10.66,41.60,39.38,48.32
-12.07,6.78,-8.27,7.07,-1.68,9.78,-2.48,9.40,41.60,33.96,-48.57
-9.06,6.92,-7.92,6.72,0.42,7.92,-1.54,4.39,41.86,51.43,-26.62
-9.78,6.75,-7.88,7.13,-0.90,10.19,-1.92,4.39,41.60,39.57,-27.42
-9.31,6.95,-7.09,6.93,-0.02,9.67,-1.17,61.43,41.60,41.99,-81.06
-7.42,7.51,-6.62,7.20,-0.09,10.58,-1.68,-56.42,41.60,41.26,79.37
-6.54,6.56,-7.85,6.73,-2.39,9.74,-1.69,2.51,41.60,37.06,-26.68
-6.99,7.11,-6.98,7.01,-0.52,9.87,-0.81,61.43,41.60,41.99,-80.95
-7.71,6.72,-7.59,6.92,-0.82,9.87,-1.31,-58.30,41.60,42.46,80.26
-6.59,7.24,-7.01,6.98,-0.33,9.87,-1.05,6.90,41.60,44.23,-36.22
-6.14,7.32,-6.88,7.35,-0.86,9.91,-1.01,-0.63,41.60,39.22,-1.35
-5.96,7.74,-6.31,7.52,0.38,10.19,-1.10,-1.88,41.60,43.02,12.52
-6.24,10.11,-6.90,10.04,1.64,13.20,-0.55,3.13,41.60,42.58,-6.44
-8.22,9.44,-6.96,9.54,2.11,11.93,-0.80,7.52,41.60,44.13,-24.42
-10.04,7.84,-5.86,8.07,1.64,8.88,-0.47,5.64,41.60,38.35,-24.27
-3.48,7.21,-3.93,7.37,1.26,7.84,-0.08,5.64,41.60,38.10,-29.18
-2.51,6.69,-4.68,6.73,0.29,8.59,0.00,-0.63,41.60,41.07,6.10
-4.00,6.32,-5.50,6.33,-0.48,9.19,0.01,-0.63,41.60,40.73,0.94
-8.67,7.26,-6.82,7.35,0.72,9.80,0.01,1.88,41.60,43.93,-6.76
-3.66,7.64,-5.41,7.70,0.32,9.71,-0.01,-0.63,41.60,39.99,5.56
-3.93,7.97,-5.59,7.92,0.54,9.84,-0.01,-1.25,41.60,41.23,10.31
-4.66,7.70,-5.67,7.68,0.11,9.79,0.00,-0.63,41.60,38.86,4.30
-6.84,7.20,-6.30,7.29,-0.21,9.43,-0.01,-1.25,41.60,38.51,6.30
-6.17,7.33,-6.06,7.44,0.12,9.47,0.01,0.00,41.86,39.52,0.71
-4.39,7.88,-5.72,7.96,1.03,10.08,0.00,-0.63,41.60,43.70,9.35
-2.86,8.28,-4.74,8.23,1.81,9.84,0.00,0.00,41.60,43.92,10.40
-4.48,8.36,-4.83,8.30,1.70,9.76,-0.02,-1.25,41.60,40.80,16.83
-3.82,8.72,-4.48,8.49,2.11,10.29,0.01,0.63,41.86,40.96,8.21
-1.15,8.93,-3.30,8.79,3.07,10.05,0.00,0.00,41.60,42.07,16.97
-6.99,8.79,-5.16,8.80,2.31,10.17,0.00,1.25,41.60,39.81,5.92
-2.74,8.89,-2.87,8.43,2.10,7.44,0.00,-1.25,41.60,35.19,24.26
-4.07,9.24,-4.27,9.49,2.57,10.41,-0.19,-4.39,41.86,38.29,33.78
-1.35,9.15,-2.94,9.44,2.96,9.61,-0.30,-3.13,41.60,37.42,32.39
-5.89,9.79,-3.98,9.73,3.92,9.66,-0.56,-6.90,41.60,40.69,48.25
-2.19,9.57,-2.95,9.52,3.93,9.26,-0.98,-8.78,41.60,41.85,53.94
-5.91,9.19,-4.73,9.15,2.55,9.77,-0.73,-3.76,41.60,39.78,32.85
-1.35,9.26,-3.17,9.06,3.28,9.09,-1.39,-4.39,41.60,42.97,40.13
-7.28,9.46,-4.64,9.11,3.21,9.73,-1.43,1.25,41.60,40.37,11.34
-2.84,9.41,-3.43,9.27,3.61,8.97,-1.64,-4.39,41.60,43.49,41.72
-4.20,9.90,-3.77,9.93,3.51,9.97,-1.29,-6.27,41.60,39.40,44.45
-2.61,9.31,-3.77,9.18,3.89,9.58,-2.40,-10.66,41.60,46.82,56.65
-2.68,8.48,-3.62,8.93,1.15,9.56,-2.07,-1.25,41.60,30.44,14.14
-3.78,9.32,-4.25,8.96,3.42,9.97,-2.66,-2.51,41.60,45.56,30.75
-2.59,9.08,-3.99,8.85,2.35,9.85,-2.06,5.01,41.60,40.68,-15.14
-2.88,8.48,-4.24,8.20,-0.16,9.26,-2.56,1.25,41.60,29.38,-8.66
-5.17,8.91,-5.33,8.71,1.97,9.76,-1.89,0.63,41.60,43.37,7.83
-2.95,8.43,-4.06,8.48,1.94,8.88,-2.24,5.01,41.60,40.04,-19.11
-4.64,7.99,-4.74,8.44,1.89,9.52,-1.42,8.78,41.60,40.24,-35.86
-4.08,8.37,-5.22,8.32,2.34,9.16,-1.72,5.01,41.60,48.58,-16.27
-7.71,7.77,-6.26,7.78,0.50,9.68,-1.27,6.90,41.60,39.25,-33.47
-6.17,7.95,-4.80,7.84,1.58,9.16,-0.72,7.52,41.60,38.63,-32.95
-2.19,9.09,-3.78,8.88,2.50,9.65,0.27,8.15,41.60,40.93,-30.34
-4.27,8.44,-4.39,8.42,2.24,9.17,-0.20,1.88,41.60,41.50,2.22
-4.20,8.56,-4.47,8.64,2.35,9.29,0.02,5.01,41.60,42.05,-16.01
-5.71,7.93,-5.13,7.91,1.58,9.12,0.26,6.27,41.60,41.74,-27.20
-5.61,8.15,-5.14,8.05,1.46,9.40,0.08,8.15,41.60,40.59,-35.43
-4.55,8.55,-4.91,8.84,1.69,9.44,1.05,4.39,41.60,39.50,-15.95
-5.29,7.97,-5.22,7.54,1.32,9.48,1.35,5.01,41.86,43.04,-21.31
-4.05,8.52,-5.00,8.17,1.99,9.69,1.65,6.90,41.60,45.26,-26.88
-2.94,8.25,-4.61,8.59,1.38,9.60,2.08,60.18,41.60,39.14,-80.73
-3.73,8.39,-4.89,8.39,4.09,9.14,2.27,8.15,41.60,56.44,-23.97
-4.26,8.33,-4.18,8.50,1.94,8.85,2.50,58.92,41.60,38.25,-81.17
-3.54,9.65,-3.53,9.67,3.80,9.66,1.96,-50.15,41.60,41.52,79.84
-2.61,9.57,-3.70,8.85,3.30,9.61,2.58,-1.25,41.60,44.50,25.37
-4.37,9.63,-5.69,9.13,5.82,10.66,2.02,1.88,41.60,63.29,20.28
-2.60,9.57,-3.49,9.38,2.90,9.53,2.31,-12.54,41.60,39.17,58.31
-3.71,9.61,-1.61,9.67,-2.11,9.52,1.56,-4.39,41.60,-7.65,13.43
-5.31,9.09,-3.60,9.34,4.59,9.58,1.86,-8.78,41.60,43.00,54.37
-2.42,9.50,-3.20,9.50,3.54,9.49,1.54,-4.39,41.60,40.60,39.88
-3.13,9.66,-3.39,9.61,3.86,9.42,0.70,-63.94,41.60,42.22,82.09
-3.10,9.85,-3.17,9.91,3.76,9.78,0.88,-8.15,41.60,38.81,50.61
-2.53,9.57,-3.14,9.58,3.93,9.34,0.50,-7.52,41.60,42.13,50.81
-4.59,9.26,-4.17,9.24,3.24,9.61,0.19,-5.64,41.60,42.08,42.72
-3.29,8.95,-3.89,8.85,2.70,9.37,0.04,0.00,41.60,41.08,16.07
-4.28,9.15,-4.16,9.06,2.89,9.61,-0.03,-1.25,41.60,41.24,23.31
-2.91,9.41,-3.40,9.35,3.51,9.33,-0.16,-3.76,41.60,41.58,37.91
-11.98,8.81,-4.82,9.09,3.39,9.65,-0.36,-5.01,41.34,32.57,41.04
-5.34,9.38,-4.25,9.45,3.78,9.38,-0.69,-6.27,39.78,44.07,46.99
-3.80,9.65,-3.02,9.87,3.77,9.85,-0.41,52.03,36.92,36.28,-78.46
-4.51,9.19,-2.27,9.69,3.73,9.21,-1.39,-65.82,33.28,30.33,82.45
-4.47,8.67,-1.92,9.67,3.34,9.06,-1.90,-8.15,28.34,25.71,51.73
-0.05,8.84,-0.82,9.72,3.73,9.41,-1.61,-5.01,22.10,27.89,42.87
-0.28,8.76,-0.77,9.90,4.48,8.86,-2.39,-8.15,16.12,32.10,54.95
1.59,8.54,0.39,9.65,2.75,9.05,-1.59,64.57,10.66,17.19,-81.67
1.13,8.75,1.28,9.38,0.78,9.23,-2.16,-53.28,5.72,-3.03,80.31
1.79,8.92,1.79,9.14,1.74,9.36,-1.81,8.15,0.52,-0.43,-34.40
2.28,8.26,2.50,9.48,1.51,9.60,-0.97,2.51,-4.16,-5.63,-5.90
2.25,7.81,2.93,8.60,2.63,8.90,-1.24,3.13,-9.36,-3.19,-3.22
4.37,7.82,4.92,8.42,2.46,9.57,-0.99,7.52,-14.82,-16.25,-27.87
6.51,7.01,5.86,7.57,2.62,9.33,-0.94,-0.63,-20.02,-20.17,19.18
8.70,7.21,6.83,7.72,2.51,9.45,-0.92,3.13,-24.96,-22.89,-3.77
9.22,7.22,6.93,7.32,2.27,9.33,-0.18,2.51,-28.60,-25.90,-1.45
8.83,7.44,6.91,7.61,2.04,9.32,-0.60,3.13,-30.42,-26.54,-6.67
7.88,7.49,6.77,7.42,1.68,9.52,-0.26,5.01,-30.68,-30.72,-19.33
7.95,7.23,7.01,7.35,2.12,9.44,0.05,6.27,-30.42,-29.36,-23.72
7.87,7.15,6.79,7.23,2.16,9.28,0.29,3.76,-28.86,-28.28,-9.81
7.54,7.26,6.79,7.49,2.28,9.45,0.45,2.51,-26.78,-27.12,-1.37
7.50,7.48,6.16,7.73,1.88,9.44,0.04,4.39,-23.40,-24.64,-14.85
6.27,7.49,5.73,7.90,1.77,9.40,0.71,1.88,-19.50,-23.79,-0.65
5.67,7.66,4.84,8.35,2.30,9.37,0.85,1.88,-15.86,-13.95,2.58
3.72,8.03,3.84,8.45,1.74,8.88,0.93,3.13,-11.44,-13.26,-8.95
3.11,8.54,3.64,9.04,2.54,9.65,1.15,1.88,-7.02,-7.85,3.90
2.19,8.82,2.96,8.86,1.26,9.17,0.73,9.40,-3.38,-12.25,-41.61
1.69,9.25,2.34,9.51,3.19,9.77,1.34,2.51,0.26,3.02,3.97
2.04,9.26,3.16,9.50,3.17,9.53,1.35,0.63,2.86,-2.04,14.96
2.38,9.45,2.37,9.69,3.21,9.57,1.30,-3.13,5.46,4.90,33.51
1.80,9.29,2.05,9.64,2.69,9.45,0.70,-2.51,8.06,3.52,28.83
1.43,9.36,1.40,9.61,3.00,9.41,1.25,0.00,10.92,9.56,17.71
1.23,9.84,1.35,9.91,3.11,9.61,1.13,-0.63,13.78,9.97,21.27
-0.74,9.42,0.16,9.56,3.31,9.17,1.03,-1.88,16.38,16.95,29.53
-0.52,9.80,0.08,10.15,3.49,9.65,0.32,-2.51,18.46,18.23,31.85
-6.47,9.70,-1.58,9.68,3.04,9.29,0.68,-6.27,20.54,16.77,45.06
-0.73,9.98,-0.50,10.25,3.16,9.81,0.41,-5.64,20.54,20.10,41.89
-0.40,9.65,-0.37,9.77,2.96,9.49,0.23,-2.51,20.54,19.43,29.97
-0.41,9.95,-0.59,9.94,2.85,9.61,0.15,-1.88,20.80,20.32,26.19
3.80,9.97,0.63,9.96,2.74,9.45,0.10,1.25,21.32,19.26,8.92
-0.22,9.70,-0.65,9.87,2.81,9.53,0.07,-1.25,23.66,21.13,23.11
-0.26,9.51,-1.04,9.59,2.81,9.41,0.04,-0.63,26.00,24.53,20.09
-0.13,9.36,-1.69,9.61,2.62,9.57,-0.01,-1.25,29.12,28.45,22.03
-0.39,8.76,-2.32,9.28,2.73,9.41,0.01,0.63,33.80,33.98,12.63
-3.00,9.15,-3.10,9.28,2.69,9.57,0.00,-0.63,36.92,34.34,19.14
-5.81,8.86,-4.28,8.90,2.66,9.33,-0.01,-0.63,38.74,38.53,19.40
-5.42,9.05,-4.14,9.06,2.66,9.61,0.01,1.25,38.74,37.50,8.30
