acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
6.36,6.33,6.19,5.93,-2.22,10.26,1.59,52.03,-37.70,-58.94,-79.29
6.95,6.27,7.68,7.45,2.86,12.91,1.20,-7.52,-37.96,-32.74,38.80
7.23,6.99,5.94,7.08,-0.72,9.83,0.94,-5.64,-37.96,-41.71,26.61
6.97,7.21,5.72,7.37,1.95,10.76,0.66,-6.90,-37.96,-25.00,39.41
7.71,7.74,8.02,7.13,2.44,10.96,-0.18,-58.30,-38.22,-37.12,79.78
6.29,7.71,5.81,7.53,0.04,9.95,0.06,48.27,-37.96,-36.77,-78.34
4.33,7.67,5.66,7.74,-0.15,9.87,0.00,0.00,-37.96,-39.25,-0.89
9.61,7.94,6.28,8.03,-0.15,9.87,-0.01,0.00,-36.66,-32.86,-0.88
7.33,8.04,5.88,8.12,-0.15,9.87,0.01,0.63,-34.32,-34.12,-4.52
8.03,8.09,5.73,8.53,-0.12,9.95,-0.01,0.00,-30.42,-29.94,-0.66
5.92,8.27,6.64,9.02,-0.07,9.99,0.00,0.63,-26.00,-37.05,-4.01
3.44,8.03,2.96,8.82,-0.19,9.95,-0.01,-1.25,-20.28,-18.03,6.10
1.17,8.53,2.03,9.20,-0.15,9.83,0.01,1.25,-14.56,-14.83,-8.13
0.59,9.00,1.78,9.52,-0.12,9.87,0.01,0.00,-9.88,-13.55,-0.68
-0.25,9.10,0.57,9.54,-0.23,9.91,-0.01,-0.63,-5.72,-6.47,2.30
-1.65,9.33,-0.21,9.63,-0.16,9.91,0.01,1.25,-2.34,-2.81,-8.09
-1.53,9.63,-0.21,9.67,0.43,9.75,-0.01,-1.88,0.52,0.80,13.30
-1.39,10.15,-0.86,10.16,-0.27,10.03,-0.11,-2.51,2.60,2.20,12.60
-3.60,10.07,0.19,9.90,2.59,10.41,-0.43,-65.82,3.12,4.72,81.35
-0.85,8.45,0.31,8.17,9.42,11.25,-0.99,-16.30,1.30,34.74,66.37
-1.53,9.29,1.43,8.86,12.16,10.31,-1.61,-8.78,-2.08,33.49,63.79
0.69,6.36,1.91,8.02,8.55,10.08,-2.07,-6.90,-6.50,24.99,56.85
1.69,8.92,1.67,10.89,5.18,9.62,-1.63,-3.13,-10.66,20.11,40.82
3.94,7.48,1.22,9.61,-9.96,9.15,-2.44,-3.76,-16.38,-48.61,-34.13
3.87,6.09,3.70,7.72,-1.80,11.07,-1.79,5.01,-21.06,-32.86,-31.62
4.69,9.62,3.66,9.88,-1.51,12.77,-2.07,8.78,-24.44,-24.92,-38.85
6.18,10.10,1.82,9.78,-5.20,10.00,-1.06,10.66,-27.04,-28.68,-57.76
4.06,10.42,2.81,10.52,-4.27,10.01,-0.93,14.42,-27.30,-35.60,-61.82
3.79,9.11,3.28,9.40,-0.22,9.19,0.16,13.79,-26.26,-19.32,-56.72
4.40,9.58,2.77,11.23,-3.09,9.61,0.70,13.79,-23.92,-28.17,-60.34
3.48,10.23,1.04,11.50,0.09,11.09,0.92,13.16,-20.54,-0.17,-49.71
2.20,7.88,1.79,10.21,-2.67,8.65,2.11,8.15,-15.60,-25.55,-51.36
1.07,8.97,1.49,9.61,13.74,10.80,1.92,15.04,-10.66,42.32,-6.90
0.42,6.95,-0.23,7.94,20.48,14.84,2.70,3.13,-4.94,57.31,49.46
0.75,9.60,0.29,10.77,15.78,10.17,2.28,-2.51,0.78,56.60,60.93
-0.87,6.10,-2.13,8.12,0.79,19.40,2.78,-2.51,6.76,18.66,9.64
-5.50,9.05,-1.53,9.85,-9.96,10.89,2.65,50.78,12.74,-42.17,-79.83
-4.21,7.03,-2.60,8.09,-20.14,9.82,1.81,-60.80,17.94,-50.75,76.42
-4.98,10.00,-2.29,10.67,0.63,8.86,1.71,-21.31,20.80,10.82,68.01
-3.84,11.37,-0.30,10.85,6.30,10.72,0.63,-23.82,21.06,25.00,70.41
-4.82,9.07,-2.41,9.68,-1.29,9.66,-0.27,-10.66,19.24,1.14,44.11
-4.40,10.42,-1.30,9.74,-0.29,10.63,-0.75,-6.90,16.90,-0.68,31.87
-2.72,10.79,-2.94,8.54,0.47,10.46,-1.28,-7.52,13.26,24.01,37.36
-1.96,9.13,-2.63,10.18,8.27,14.43,-1.15,-9.40,8.58,45.05,50.76
-1.71,8.32,0.17,10.46,5.08,12.92,-2.11,-10.03,3.12,17.02,49.47
-0.79,9.91,0.46,10.73,2.25,10.44,-1.81,55.16,-2.86,7.36,-78.84
1.78,7.20,2.72,9.75,-0.15,13.49,-2.68,-66.45,-9.62,-16.64,78.50
2.68,5.91,1.80,8.51,20.51,11.84,-2.41,-0.63,-15.34,51.20,60.75
3.72,8.63,1.95,9.21,0.94,7.95,-2.86,-3.76,-20.54,-1.06,30.60
5.27,8.33,4.14,11.46,18.79,12.20,-2.20,7.52,-24.70,40.59,42.72
5.10,10.19,2.52,10.28,-2.64,8.80,-2.17,11.28,-27.82,-25.28,-57.68
5.16,9.74,2.33,9.55,-2.81,9.86,-0.92,18.18,-28.60,-23.54,-64.84
5.44,10.83,2.77,10.86,-4.20,9.53,-0.54,14.42,-28.08,-33.08,-62.90
5.31,10.86,3.04,9.09,-4.18,10.36,0.24,18.18,-26.26,-36.57,-65.14
5.27,9.07,4.81,9.13,-0.94,14.47,0.22,-49.52,-22.88,-30.58,73.42
3.35,10.52,1.43,9.94,0.71,11.36,1.39,4.39,-17.68,-0.68,-17.94
2.19,8.89,2.49,7.72,4.50,11.21,1.66,3.13,-12.22,2.21,6.97
0.62,8.74,1.34,9.77,9.13,11.11,1.53,13.79,-7.02,30.46,-22.75
-0.49,10.81,0.08,9.25,6.77,10.43,2.31,-1.25,-1.56,31.01,37.56
-1.24,9.14,-0.48,10.07,9.71,16.49,1.91,-1.25,4.16,31.60,33.61
-0.11,8.09,1.14,9.66,9.27,13.45,2.47,-0.00,10.14,25.67,34.58
-3.53,8.58,-3.36,10.88,14.91,14.89,1.79,-0.63,15.60,60.74,46.22
-2.92,10.27,-3.25,9.70,-0.56,10.71,1.93,-7.52,18.98,16.60,33.01
-2.25,9.20,-1.46,8.78,-18.01,10.13,1.41,-12.54,22.10,-52.95,-28.40
-5.21,9.50,-2.14,9.41,3.76,9.58,0.07,-15.04,24.18,27.55,63.02
-6.84,8.87,-5.18,8.83,0.04,10.43,-0.01,-11.28,23.40,27.55,47.35
-6.69,9.66,-3.97,9.92,1.79,9.72,-0.01,5.64,21.32,26.92,-21.60
-5.86,9.87,-1.98,10.60,2.13,9.96,0.12,-16.93,17.16,14.87,62.40
-2.57,11.44,-2.15,10.49,0.09,9.42,-1.14,-11.91,11.70,11.65,51.85
-1.12,9.75,0.67,9.06,0.11,9.88,-1.48,-3.13,5.46,-7.99,18.17
-0.78,8.71,0.73,7.67,-4.08,9.82,-1.70,-5.64,-1.04,-32.60,9.01
-0.37,9.54,0.22,7.42,-2.75,8.94,-1.31,-5.01,-7.28,-20.88,14.20
1.32,9.80,1.91,10.16,0.84,9.51,-2.11,-0.63,-14.30,-6.63,8.76
1.29,8.20,1.78,8.17,1.40,10.98,-1.43,3.13,-19.76,-6.27,-8.99
5.25,9.07,3.71,11.66,-17.08,10.53,-1.91,-1.25,-24.96,-72.28,-56.36
3.24,7.72,1.19,7.83,-8.14,7.69,-1.62,10.03,-29.38,-49.70,-67.05
7.32,9.23,4.95,9.24,-2.00,9.39,-0.68,10.66,-33.02,-35.80,-53.42
4.04,8.71,4.91,8.83,-1.14,10.52,-1.01,5.64,-34.84,-36.78,-32.84
4.54,9.43,4.75,7.49,-0.95,9.55,-0.61,8.15,-36.66,-41.18,-43.62
12.59,8.90,7.57,9.14,-0.41,10.11,-0.09,6.27,-38.22,-34.06,-33.45
0.96,7.90,4.79,8.27,-0.07,9.87,0.01,0.63,-37.70,-36.92,-4.06
8.64,7.92,6.93,7.91,0.12,9.99,-0.00,1.88,-38.22,-37.82,-10.01
3.05,7.79,5.25,7.84,-0.19,9.87,0.00,0.63,-38.22,-38.80,-4.75
7.29,8.00,6.42,8.04,0.04,10.19,0.00,-1.25,-37.96,-36.90,7.22
6.46,7.91,5.99,7.95,-0.07,9.75,-0.00,1.25,-37.96,-36.56,-7.76
5.10,7.46,5.96,7.46,0.16,9.83,0.00,0.00,-37.96,-39.13,0.94
5.40,7.84,6.10,7.88,-0.07,9.99,-0.01,-1.25,-37.96,-39.33,6.73
4.86,8.77,4.62,8.74,-1.49,9.94,0.06,1.25,-37.96,-35.92,-15.42
3.02,8.94,4.32,9.59,-2.13,10.26,0.19,3.13,-37.96,-37.75,-27.18
1.78,9.73,3.10,9.60,-3.30,10.86,0.24,-5.64,-37.96,-37.52,12.16
12.04,11.55,6.79,11.53,-2.54,11.70,-0.14,0.00,-38.22,-35.03,-12.24
5.46,10.24,4.60,10.56,-3.26,10.65,0.00,-0.63,-37.96,-38.85,-13.87
1.84,8.74,2.85,9.26,-3.61,9.21,-0.01,-0.63,-37.70,-40.24,-17.94
2.32,8.44,3.20,8.44,-2.81,9.54,0.00,-1.25,-37.96,-39.09,-9.26
2.07,6.83,3.46,7.04,-1.10,8.87,0.01,0.00,-37.44,-36.29,-7.07
4.88,6.51,3.92,6.40,-1.04,7.75,-0.01,-1.25,-37.96,-36.96,1.58
1.72,6.68,4.40,6.72,-0.00,8.27,-0.01,-1.25,-37.96,-38.74,8.59
8.88,7.63,6.12,7.58,-0.03,9.07,0.01,0.63,-38.22,-34.17,-4.14
3.46,7.87,4.92,7.88,-0.16,10.23,0.01,0.63,-37.96,-35.56,-4.38
3.35,8.31,4.26,8.31,-1.23,10.35,0.00,1.25,-37.96,-35.72,-13.50
5.30,8.81,4.83,9.06,-1.67,10.14,0.00,0.00,-37.96,-36.31,-9.33
5.81,9.54,4.80,9.57,-2.24,9.98,0.00,-0.63,-37.96,-37.46,-9.19
4.89,9.29,4.60,9.30,-2.19,9.78,0.01,1.88,-37.96,-38.38,-22.58
3.61,8.88,4.11,8.91,-2.32,9.90,0.00,0.00,-37.70,-38.89,-13.18
3.82,8.77,3.66,8.71,-2.46,9.62,0.00,1.25,-37.96,-36.83,-21.11
1.97,9.11,3.05,9.12,-3.15,9.49,-0.01,-1.88,-37.70,-39.08,-7.61
3.69,9.96,3.65,9.27,-2.44,10.86,0.04,2.51,-37.96,-34.66,-24.49
1.79,8.06,2.36,7.94,-2.28,8.14,0.02,-3.13,-37.44,-33.66,5.99
-0.58,9.91,2.05,9.98,-3.44,10.29,0.01,1.25,-37.18,-35.32,-24.51
10.25,9.37,5.08,9.29,-2.87,9.26,-0.01,-1.25,-37.70,-36.09,-9.91
1.23,9.58,2.13,9.57,-3.87,9.53,-0.02,0.63,-37.44,-36.53,-25.29
3.38,9.92,3.32,9.84,-3.11,9.69,0.04,1.25,-37.70,-36.37,-24.24
1.89,9.41,2.51,9.78,-4.41,9.28,0.30,7.52,-37.70,-40.85,-52.11
0.11,10.79,1.79,11.17,-0.17,10.25,0.77,13.16,-37.70,-13.00,-52.47
4.34,9.38,2.94,9.62,-4.09,9.89,0.70,7.52,-37.70,-36.51,-49.59
0.99,8.53,3.15,9.77,-4.98,6.64,1.51,1.25,-37.70,-58.02,-43.21
3.01,9.06,2.00,9.22,-0.75,9.48,1.64,4.39,-37.70,-14.46,-28.45
2.80,11.22,3.51,9.10,-10.26,9.40,1.29,3.76,-37.70,-71.91,-56.16
1.64,10.19,1.14,9.13,-10.48,9.61,2.06,4.39,-37.70,-53.69,-57.14
2.29,8.93,4.75,8.42,-7.95,15.76,1.67,1.25,-37.96,-61.34,-30.30
1.52,10.26,2.92,9.90,-17.61,8.19,2.32,0.00,-37.70,-84.46,-65.06
2.89,5.26,0.80,11.38,15.25,11.07,1.91,-0.63,-37.70,53.93,55.11
3.80,8.74,3.96,9.32,0.63,10.32,2.41,-3.13,-37.70,-19.42,20.02
3.68,7.92,3.97,9.39,19.25,14.98,1.77,0.63,-37.70,29.77,51.18
3.62,9.26,4.38,8.35,-3.71,9.49,2.00,-10.03,-37.96,-51.59,33.65
3.71,8.59,2.96,9.08,-8.63,9.84,1.17,-15.04,-37.44,-57.44,33.09
2.84,9.35,5.63,8.93,-3.66,9.82,1.49,-5.64,-37.70,-57.71,11.39
3.08,8.19,4.64,7.63,-2.72,8.26,1.09,-5.01,-37.96,-53.36,15.49
3.01,8.38,4.00,8.25,-1.01,8.59,0.67,-9.40,-37.70,-34.77,44.31
7.39,8.38,4.96,8.08,-0.95,9.27,0.11,-12.54,-37.96,-32.80,51.35
-0.68,8.12,4.64,7.97,6.77,12.97,-0.29,-5.01,-37.18,-12.34,42.26
6.41,8.73,4.94,8.58,-6.66,9.31,-0.61,-9.40,-37.70,-62.86,16.40
2.98,8.64,4.46,8.44,5.88,8.78,-0.88,-4.39,-37.70,2.90,49.46
0.76,10.13,5.19,8.38,-0.40,9.51,-1.16,-6.90,-37.70,-43.90,34.33
5.81,9.72,3.93,6.86,-9.64,8.75,-1.42,-3.13,-37.96,-76.93,-36.64
1.26,7.75,4.67,7.60,-9.06,7.97,-1.24,-10.03,-37.70,-86.84,6.90
4.42,7.60,5.90,9.72,-12.16,10.73,-2.09,-1.88,-37.96,-80.13,-43.77
4.94,10.56,3.71,8.58,-4.04,12.58,-1.81,-7.52,-37.96,-40.31,15.46
6.14,10.21,5.68,9.22,-12.74,7.51,-2.72,-6.27,-37.96,-91.37,-40.73
3.54,10.45,3.35,11.21,-4.81,9.72,-2.26,1.88,-37.70,-42.25,-34.55
2.50,9.20,6.61,12.47,0.27,7.90,-2.96,-5.64,-37.96,-28.77,36.82
4.27,6.36,4.16,6.31,10.78,10.66,-2.73,-9.40,-37.70,12.13,62.16
3.79,10.90,1.76,10.30,17.37,10.66,-3.02,-0.00,-37.70,52.76,58.46
0.39,9.41,-1.49,10.54,3.17,10.80,-3.50,3.76,-37.70,27.68,-3.11
-0.08,12.87,-1.12,12.71,-6.89,8.96,-1.71,35.10,-37.18,-30.79,-77.96
-0.44,11.29,1.12,10.76,-5.43,9.68,-0.54,28.21,-35.88,-38.43,-73.95
-0.65,8.41,2.21,8.39,-2.14,9.38,0.08,-0.63,-36.66,-34.18,-9.18
14.35,9.36,6.05,9.21,-3.07,8.85,-0.01,0.00,-38.48,-37.07,-19.12
-0.29,9.10,2.25,9.17,-3.04,9.33,0.00,-0.63,-37.18,-37.16,-14.49
1.48,9.17,2.86,9.23,-3.12,9.57,-0.01,-0.63,-37.70,-38.04,-14.57
7.52,9.57,4.25,9.51,-3.38,9.25,0.00,-0.63,-37.96,-37.83,-16.58
1.47,10.85,1.36,10.73,-5.16,10.20,0.06,2.51,-37.70,-33.89,-36.92
3.17,10.41,2.90,10.32,-4.20,10.29,0.58,11.91,-36.92,-37.45,-57.44
4.16,12.37,1.96,12.80,-6.49,9.41,1.29,11.91,-34.84,-39.63,-62.92
1.74,12.88,1.51,8.84,-13.13,9.92,1.32,8.15,-31.72,-63.85,-65.00
2.40,9.79,0.24,8.97,-12.67,7.01,2.20,8.15,-28.34,-57.35,-71.38
0.69,5.50,1.90,6.47,-20.47,9.61,2.07,9.40,-23.14,-83.84,-72.17
-0.99,11.77,-1.17,9.63,3.95,19.54,2.19,-55.79,-17.68,19.37,71.89
0.07,6.38,-0.42,8.91,19.32,17.59,2.95,-5.64,-12.74,51.19,54.82
-1.46,11.80,-1.83,10.33,8.43,9.23,2.49,0.00,-7.54,53.81,42.41
-1.16,9.82,-2.28,7.88,19.47,11.35,2.33,-62.69,-2.86,80.43,82.13
-2.21,7.82,-1.94,7.62,-11.34,7.16,2.80,57.04,2.86,-43.99,-84.02
-4.18,8.45,-3.12,9.27,-10.48,9.72,1.86,-3.13,8.32,-31.27,-37.09
-6.03,7.92,-4.51,8.08,0.11,9.03,1.99,-11.28,14.30,26.56,51.60
-5.28,7.60,-4.21,6.91,-3.63,8.37,1.64,-5.64,18.46,6.38,13.54
-8.04,8.25,-5.77,7.54,-0.27,10.07,0.60,-13.16,22.36,32.55,52.03
-8.17,8.09,-5.68,8.00,-0.41,9.43,0.71,-9.40,24.44,28.38,43.65
-8.37,7.42,-7.41,7.26,-3.31,9.37,-0.09,-13.16,23.40,25.02,46.45
-7.36,7.03,-6.75,6.46,-2.82,8.85,-0.39,-4.39,22.10,28.54,10.03
-7.98,7.69,-6.02,7.91,-3.61,9.69,-0.60,-5.64,20.28,13.08,11.85
-6.59,7.42,-5.95,7.31,-0.91,8.79,-0.29,-1.88,17.94,32.29,6.32
-6.51,9.44,-4.89,9.23,-2.22,10.13,-1.18,-7.52,15.08,12.76,27.63
-4.64,6.16,-4.41,7.39,2.83,11.40,-1.41,-5.01,10.40,42.83,34.54
-4.46,6.99,-2.62,6.80,2.67,11.37,-1.72,-8.15,5.46,29.26,43.57
-5.57,6.59,-3.02,8.94,-7.98,9.85,-1.41,-2.51,0.26,-27.09,-29.04
-2.92,7.35,-2.29,8.13,5.69,10.99,-2.26,-6.27,-6.50,41.10,47.42
-1.61,7.69,-0.29,9.20,-15.42,6.85,-1.92,-4.39,-13.52,-67.23,-58.14
2.73,9.91,0.36,5.07,1.68,7.60,-2.81,-3.76,-21.58,21.36,35.59
3.73,7.95,3.18,9.15,0.54,10.24,-2.42,-6.90,-28.34,-14.25,35.98
4.31,10.25,2.49,9.20,-13.26,9.22,-2.54,58.30,-34.58,-66.83,-82.66
11.02,11.60,4.59,11.21,-6.63,8.20,-2.70,-42.63,-38.48,-50.19,77.16
-0.31,10.29,3.94,8.18,-4.27,8.32,-1.37,15.04,-37.96,-63.88,-66.70
-0.27,10.44,1.40,10.43,-1.09,9.40,-1.55,8.15,-37.70,-17.59,-44.49
2.58,10.51,0.97,10.56,-6.12,8.99,-0.89,10.66,-37.70,-36.22,-61.80
-0.71,10.65,0.61,10.47,-4.48,10.29,-0.10,19.43,-37.18,-29.59,-66.73
0.92,11.29,0.52,10.19,-10.03,7.70,0.59,9.40,-37.18,-54.64,-68.40
1.91,10.08,1.43,11.60,-8.76,6.75,1.39,17.55,-35.88,-58.24,-75.61
3.71,9.93,1.75,10.53,-4.22,9.80,1.44,10.03,-33.80,-28.71,-55.47
2.83,9.39,2.65,9.90,1.73,11.82,2.30,0.00,-30.16,-6.04,8.30
1.04,8.87,1.07,7.50,-7.44,9.45,2.04,9.40,-26.00,-47.04,-60.70
1.08,7.75,-0.13,9.19,-7.07,7.87,2.73,5.64,-20.80,-38.49,-58.23
1.02,9.09,-0.13,7.07,-11.63,12.56,2.20,-1.25,-15.60,-37.75,-39.54
-0.47,6.56,-1.33,8.73,15.01,5.84,1.95,-62.06,-10.14,78.59,85.67
0.19,10.15,-2.56,9.71,2.05,10.50,2.37,-7.52,-4.68,31.63,42.36
-2.63,7.70,-2.73,8.32,-7.94,11.42,1.68,-62.69,1.30,-16.87,78.22
-5.19,7.38,-3.22,8.99,-1.76,10.54,1.91,-7.52,7.54,5.05,28.66
-6.74,7.01,-4.82,8.88,-0.67,9.23,1.55,-5.01,12.74,19.07,25.19
-6.54,7.98,-5.08,7.58,1.25,9.76,0.58,-10.66,16.38,38.74,50.66
-7.13,7.97,-3.81,8.06,-0.28,9.35,0.60,-11.91,18.72,15.91,51.19
-7.77,8.48,-6.39,8.45,-3.35,9.53,0.05,-10.03,18.98,15.48,35.01
-7.58,7.74,-5.90,7.39,-4.77,8.64,-0.14,-1.88,18.72,7.08,-18.48
-7.54,7.48,-5.85,7.87,-1.66,9.58,-0.33,-0.00,17.16,23.27,-9.82
-5.24,8.24,-6.80,7.88,-5.21,9.85,-0.51,-11.28,15.08,15.69,31.65
-5.73,7.59,-4.76,7.51,-2.75,9.62,-0.24,-3.76,11.96,14.58,6.02
-4.09,9.26,-5.29,7.19,-3.31,8.56,-1.12,-4.39,8.58,20.66,7.19
-4.74,6.35,-3.97,7.87,1.08,10.03,-1.39,-7.52,5.20,29.74,40.60
-3.84,7.45,-4.15,10.04,8.28,12.27,-1.67,-7.52,0.78,55.21,52.17
-4.30,10.28,-1.27,7.14,-9.16,7.81,-1.37,-3.76,-3.90,-48.16,-34.66
-0.58,8.38,-0.60,9.28,-0.45,10.55,-2.22,-4.39,-9.36,1.21,20.48
-1.47,7.50,-1.03,8.29,2.60,8.45,-1.91,-6.27,-14.82,22.91,46.40
1.35,8.61,0.82,9.50,4.59,8.46,-2.78,-3.76,-21.06,24.89,44.64
1.32,6.37,1.33,7.49,-8.94,5.55,-2.38,-5.01,-26.52,-67.74,-35.29
-0.76,7.11,1.46,8.86,15.20,15.69,-2.56,55.79,-31.98,30.63,-68.87
8.08,6.60,7.64,7.16,18.29,13.06,-3.49,-69.58,-39.00,9.03,81.54
-0.41,9.05,1.36,7.66,1.71,14.14,-2.97,6.90,-36.92,-8.93,-20.13
-1.35,9.15,1.85,8.76,-0.49,9.32,-2.60,67.70,-33.80,-22.44,-82.21
-0.33,10.33,2.18,9.04,6.71,11.36,-2.99,-59.55,-31.98,10.59,80.27
0.33,3.58,-0.70,4.25,-5.64,0.31,-2.39,-0.63,-31.98,-73.35,-86.41
-1.44,10.89,4.25,8.63,-4.19,7.71,-2.98,-0.63,-31.72,-67.75,-24.81
-0.77,13.45,5.15,14.76,-18.86,8.80,-2.23,3.13,-31.98,-90.71,-68.19
-0.12,5.97,1.92,7.49,1.54,7.18,-2.16,-3.13,-36.14,-6.27,33.05
18.98,8.15,12.19,9.68,1.41,10.76,-2.83,-62.69,-39.00,-35.86,80.47
-2.06,8.16,2.44,9.08,4.96,11.57,-1.91,8.15,-36.40,-0.37,-15.40
-1.07,6.28,3.42,7.40,-0.98,6.98,-2.40,-1.25,-35.62,-41.08,2.21
9.50,4.68,3.97,4.32,-7.10,9.16,-1.62,5.01,-38.48,-62.40,-52.92
18.97,5.80,5.13,5.04,3.58,2.29,-2.06,-0.63,-38.74,57.61,61.45
-2.71,9.72,3.32,10.31,-12.90,8.45,-1.55,3.76,-36.66,-84.61,-63.10
1.18,7.68,3.52,7.27,-1.09,11.97,-0.66,7.52,-37.70,-36.82,-35.76
14.26,8.46,6.57,7.73,1.02,9.48,-1.01,6.90,-38.22,-20.28,-31.76
0.17,8.62,3.64,8.34,-1.54,8.06,-0.64,4.39,-37.96,-41.70,-36.33
7.38,8.34,6.08,8.21,-0.43,10.43,-0.28,3.76,-37.96,-36.75,-21.88
5.51,7.88,5.94,8.31,-0.04,9.87,0.01,-0.63,-37.96,-35.96,3.40
5.09,7.95,5.79,8.05,-0.12,10.03,0.01,0.63,-37.96,-37.47,-4.25
6.73,7.91,6.14,7.95,-0.16,9.95,0.01,0.63,-37.96,-37.48,-4.50
5.93,7.93,5.90,7.94,-0.12,9.87,0.01,1.25,-37.96,-37.23,-7.90
5.36,7.84,5.80,7.86,-0.19,9.91,0.01,1.88,-38.22,-38.24,-11.80
5.63,7.85,5.84,7.90,-0.15,9.91,-0.01,-1.88,-38.22,-37.63,9.89
5.97,7.86,5.87,7.90,-0.12,9.83,-0.01,-0.63,-38.22,-37.05,2.97
5.97,7.86,5.94,7.94,-0.12,9.87,0.01,0.63,-37.96,-37.31,-4.31
5.82,7.89,5.92,7.87,-0.12,9.91,0.00,-0.63,-38.22,-37.82,2.95
5.74,7.85,5.92,7.87,-0.15,9.91,0.02,1.88,-37.96,-38.08,-11.57
5.74,7.93,5.84,7.86,-0.16,9.79,-0.01,-1.25,-37.96,-37.75,6.39
5.78,7.85,5.91,7.90,-0.15,9.83,-0.01,-1.25,-37.96,-37.88,6.38
5.89,7.85,5.88,7.87,-0.11,9.91,0.00,0.00,-37.96,-37.37,-0.65
5.82,7.85,5.91,7.94,-0.11,9.91,0.00,-0.63,-38.22,-37.39,2.96
5.82,7.89,5.99,7.91,-0.12,9.91,-0.01,-0.63,-38.22,-38.07,2.95
5.78,7.85,5.91,7.90,-0.11,9.91,0.01,-0.63,-37.96,-37.64,2.96
5.82,7.89,5.88,7.94,-0.08,9.79,0.01,-0.63,-37.96,-36.98,3.22
5.82,7.89,5.87,7.90,-0.11,9.91,-0.01,0.00,-37.96,-37.34,-0.66
5.78,7.89,5.88,7.90,-0.16,9.91,0.01,1.25,-37.96,-37.68,-8.09
