acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
3.11,-2.02,9.39,-0.25,0.61,-1.72,9.18,0.01,1.25,-1.04,178.06
3.12,-1.33,10.34,-0.25,0.61,-0.73,10.23,0.13,0.63,-0.26,178.80
3.00,-0.14,10.11,-0.25,0.61,-0.44,10.03,-0.02,-1.88,-0.52,171.85
3.09,-0.36,9.80,-0.25,0.61,0.21,9.91,-0.01,-1.88,-1.04,177.00
3.03,-0.02,8.91,-0.25,0.61,0.25,10.23,0.02,0.00,-1.82,173.70
3.02,0.83,10.50,-0.25,0.61,0.95,10.88,0.23,5.01,-2.60,173.01
3.08,-0.45,9.80,-0.25,0.61,-0.04,11.39,0.47,-0.63,-1.04,176.21
3.06,0.23,9.96,-0.25,0.61,0.71,11.00,0.57,-5.01,-0.52,175.22
3.13,-0.63,8.79,-0.25,0.61,0.29,9.15,0.22,-3.76,-1.30,179.26
-3.05,-0.48,9.61,-0.25,0.61,1.56,10.08,0.02,-1.25,-2.34,-174.68
2.97,0.03,10.37,-0.25,0.61,-0.58,9.95,0.19,6.27,-3.38,170.00
2.78,0.12,10.49,-0.25,0.61,-2.32,9.78,0.16,24.45,-3.90,159.48
2.94,0.08,11.83,-0.25,0.61,-1.08,11.36,1.39,11.28,-2.86,168.58
2.02,0.21,10.86,-0.25,0.61,-14.61,9.54,1.69,8.78,-2.60,115.66
-3.10,-0.56,10.40,-0.25,0.61,1.22,13.61,1.17,0.63,-0.52,-177.46
-3.08,0.55,10.57,-0.25,0.61,2.84,11.93,1.29,-12.54,-0.26,-176.63
2.98,-0.43,8.35,-0.25,0.61,-0.72,9.03,0.60,-8.78,-1.04,170.85
2.95,-0.48,9.24,-0.25,0.61,-1.30,9.74,0.06,-5.01,-3.64,168.76
2.70,0.47,11.61,-0.25,0.61,-3.83,12.73,0.50,16.93,-6.76,154.81
2.72,1.76,11.38,-0.25,0.61,-0.92,6.56,1.50,33.22,-5.20,155.73
1.48,3.22,10.70,-0.25,0.61,-19.72,7.52,2.84,8.15,-2.60,84.83
-2.42,-1.03,10.72,-0.25,0.61,7.06,8.23,2.79,50.15,1.04,-138.68
-2.42,-1.73,9.32,-0.25,0.61,6.82,9.79,1.46,-38.24,1.82,-138.67
-3.10,-0.57,10.40,-0.25,0.61,0.94,11.16,0.01,-14.42,-1.82,-177.69
2.84,0.05,11.27,-0.25,0.61,-1.82,9.07,0.18,11.28,-5.20,162.45
2.31,0.69,9.34,-0.25,0.61,-6.52,9.45,0.60,25.70,-6.76,132.61
3.13,4.08,5.28,-0.25,0.61,19.39,12.23,2.35,23.19,-7.80,179.11
2.61,1.97,11.24,-0.25,0.61,-3.73,16.99,3.30,23.19,-2.60,149.81
2.82,-1.64,9.29,-0.25,0.61,-3.78,8.38,3.23,-15.67,1.04,161.53
-2.88,0.48,9.26,-0.25,0.61,4.38,8.82,1.57,-56.42,2.60,-164.89
-3.07,0.80,8.86,-0.25,0.61,3.25,9.66,0.13,-15.67,0.52,-175.94
2.73,1.77,10.11,-0.25,0.61,-0.76,9.59,-0.08,0.63,-2.08,156.64
2.65,0.90,10.87,-0.25,0.61,-2.84,9.89,0.26,10.66,-3.38,152.09
2.86,1.60,10.00,-0.25,0.61,0.35,11.77,0.24,11.28,-3.38,163.74
-2.53,0.37,10.12,-0.25,0.61,11.25,11.61,1.39,3.76,-1.30,-145.24
-3.06,-0.66,11.03,-0.25,0.61,1.19,10.68,1.26,-4.39,1.04,-175.36
-2.75,-1.93,9.92,-0.25,0.61,2.82,10.61,0.32,-23.19,1.30,-157.62
3.02,-0.16,8.61,-0.25,0.61,-0.04,10.43,-0.24,-5.01,0.26,172.93
2.97,-0.07,9.92,-0.25,0.61,-0.60,9.95,-0.11,8.15,-0.26,170.19
3.10,-0.24,9.99,-0.25,0.61,0.43,9.80,0.11,0.00,-0.26,177.48
3.02,-0.32,9.92,-0.25,0.61,-0.42,9.83,-0.01,-2.51,-0.52,173.10
3.05,-0.36,9.88,-0.25,0.61,-0.23,9.95,0.01,-0.63,-0.52,174.48
3.00,-0.24,9.81,-0.25,0.61,-0.48,9.87,0.01,1.25,-1.30,172.10
3.05,-0.32,9.80,-0.25,0.61,-0.07,9.23,0.04,0.00,-1.82,175.03
2.82,-0.11,9.13,-0.25,0.61,-1.93,9.42,0.19,0.00,-1.82,161.72
2.75,0.45,9.67,-0.25,0.61,-2.08,9.66,-0.20,-57.67,-1.82,157.38
-3.00,-0.20,9.80,-0.25,0.61,2.27,9.37,0.60,1.25,-1.82,-171.86
2.57,-0.09,8.65,-0.25,0.61,-3.87,8.17,0.65,0.63,-1.56,147.23
3.06,-0.43,9.65,-0.25,0.61,-0.13,10.14,0.59,0.00,-1.82,175.47
2.31,2.46,9.49,-0.25,0.61,-3.85,9.17,0.60,1.88,-1.82,132.21
3.04,-0.31,8.94,-0.25,0.61,-0.12,9.99,0.73,4.39,-0.26,174.12
-3.07,-0.58,8.79,-0.25,0.61,1.09,8.60,0.58,-5.01,0.78,-175.80
2.76,1.40,10.06,-0.25,0.61,-0.91,9.71,-0.01,-11.28,0.52,158.11
3.07,-0.14,9.77,-0.25,0.61,0.30,10.27,-0.05,5.01,0.52,175.70
3.00,-0.16,9.81,-0.25,0.61,-0.41,10.15,-0.01,-0.63,1.04,171.97
3.07,-0.36,9.77,-0.25,0.61,0.06,10.23,-0.05,-1.25,1.56,176.10
2.97,-0.42,8.83,-0.25,0.61,-0.91,9.14,-0.18,-3.13,2.60,170.01
3.01,-0.07,8.05,-0.25,0.61,0.10,8.60,-0.38,-5.64,2.34,172.35
2.64,0.55,10.05,-0.25,0.61,-3.27,9.97,-0.77,-10.03,2.08,151.19
-3.14,-0.52,10.06,-0.25,0.61,0.56,10.48,-0.89,0.63,1.30,-179.85
2.74,-0.25,10.44,-0.25,0.61,-2.88,8.85,-0.71,5.01,1.30,157.27
-2.90,-0.12,9.69,-0.25,0.61,3.29,9.19,-0.54,5.01,2.08,-166.44
3.05,-0.59,9.54,-0.25,0.61,-0.45,9.24,-0.16,-10.03,2.86,174.58
-2.87,-1.00,9.34,-0.25,0.61,2.31,8.69,-1.00,-6.27,2.60,-164.47
2.97,0.64,8.74,-0.25,0.61,0.67,9.83,-1.37,-4.39,2.08,170.39
-2.50,-0.52,10.17,-0.25,0.61,6.68,8.06,-1.45,-1.25,1.56,-143.21
-2.95,-0.47,9.05,-0.25,0.61,2.82,10.54,-0.71,6.90,1.82,-168.84
2.51,0.10,8.36,-0.25,0.61,-4.94,9.72,-1.05,3.76,2.86,143.62
-2.99,-0.85,9.53,-0.25,0.61,1.64,10.06,-0.97,-0.63,4.16,-171.30
-3.12,-1.18,13.29,-0.25,0.61,-0.06,10.51,-1.61,-14.42,4.68,-178.99
2.86,0.39,10.42,-0.25,0.61,-0.62,5.08,-1.76,-15.04,2.86,163.91
2.94,0.18,9.55,-0.25,0.61,-0.61,11.18,-1.86,65.82,3.12,168.36
-2.55,-1.30,10.23,-0.25,0.61,6.65,11.12,-2.28,-59.55,3.12,-146.38
-2.11,-0.54,8.16,-0.25,0.61,20.52,10.60,-1.89,58.92,3.12,-121.00
3.11,-0.06,8.88,-0.25,0.61,1.10,11.88,-2.48,-4.39,3.38,177.91
-2.28,-0.58,9.65,-0.25,0.61,12.36,9.56,-1.79,-3.13,4.68,-130.40
2.63,-0.62,13.23,-0.25,0.61,-3.92,7.41,-2.79,-15.67,4.94,150.55
1.91,0.10,11.79,-0.25,0.61,-16.08,7.77,-2.73,-6.27,4.42,109.70
1.97,0.24,11.87,-0.25,0.61,-20.98,11.95,-3.00,-0.63,5.20,112.75
3.10,-1.59,11.30,-0.25,0.61,-1.14,9.49,-3.65,-18.18,4.42,177.35
2.98,-0.13,11.45,-0.25,0.61,-0.34,4.74,-3.90,-43.25,2.60,170.96
2.30,-3.35,7.94,-0.25,0.61,-18.84,6.48,-2.95,11.28,0.78,132.01
-3.13,-1.40,10.75,-0.25,0.61,-0.56,11.58,-1.72,21.31,-0.26,-179.54
3.06,-1.80,10.11,-0.25,0.61,-2.31,11.50,-1.16,19.43,-0.26,175.04
2.96,-2.29,9.76,-0.25,0.61,-3.57,9.49,-0.38,15.04,0.52,169.71
3.13,-0.71,10.17,-0.25,0.61,0.14,9.64,0.06,0.00,0.52,179.29
-3.11,-0.36,9.84,-0.25,0.61,1.04,10.20,-0.01,-0.63,0.00,-178.36
3.06,-0.37,9.80,-0.25,0.61,-0.11,9.95,0.03,-0.63,-0.26,175.14
3.08,-0.32,9.88,-0.25,0.61,0.20,9.91,0.01,1.88,-0.78,176.67
3.07,-0.21,9.92,-0.25,0.61,0.20,9.95,0.04,0.00,-1.56,175.83
2.83,-0.37,9.95,-0.25,0.61,-2.25,9.38,0.10,0.63,-2.60,162.38
2.58,-0.36,9.02,-0.25,0.61,-4.66,9.05,0.40,5.64,-2.08,148.04
-3.11,-0.85,11.06,-0.25,0.61,0.37,10.59,0.72,3.13,-1.56,-178.47
3.10,-0.46,10.40,-0.25,0.61,0.13,10.08,0.76,-1.25,-1.30,177.52
-3.00,-0.55,9.65,-0.25,0.61,2.07,10.73,0.14,-5.01,-1.56,-172.00
-3.09,-0.37,10.33,-0.25,0.61,1.34,10.79,0.66,-1.88,-2.60,-176.80
3.02,-0.06,10.22,-0.25,0.61,-0.13,9.79,0.72,-0.63,-2.86,173.08
2.89,0.32,10.45,-0.25,0.61,-1.15,11.41,1.06,1.88,-2.86,165.65
2.12,-0.54,8.98,-0.25,0.61,-10.10,7.01,0.84,13.79,-2.60,121.52
-3.14,-0.45,9.73,-0.25,0.61,0.70,10.98,1.54,2.51,-2.34,-179.99
2.72,-0.69,10.39,-0.25,0.61,-3.91,9.49,1.54,0.63,-2.86,155.99
-2.81,0.05,10.93,-0.25,0.61,5.83,12.18,1.02,6.27,-2.60,-160.78
2.99,0.88,9.61,-0.25,0.61,1.13,12.02,1.71,3.76,-3.12,171.59
-3.03,-0.57,9.79,-0.25,0.61,1.93,12.09,1.22,-52.66,-3.38,-173.63
-2.45,-0.45,9.50,-0.25,0.61,9.05,9.63,1.93,3.76,-3.90,-140.51
-2.39,-0.83,10.58,-0.25,0.61,9.82,10.36,1.65,-55.16,-3.90,-137.15
3.10,-0.57,10.55,-0.25,0.61,-0.07,16.52,2.51,-2.51,-3.64,177.34
-2.58,-0.41,9.69,-0.25,0.61,6.74,9.27,2.12,3.76,-4.16,-147.96
2.41,-0.19,10.33,-0.25,0.61,-4.17,5.60,2.22,-57.67,-5.72,138.11
1.18,7.25,10.87,-0.25,0.61,-19.21,7.34,3.23,8.15,-4.68,67.51
2.98,-0.41,10.62,-0.25,0.61,-1.32,12.57,3.05,1.25,-2.08,170.52
-3.11,-0.86,7.82,-0.25,0.61,0.43,9.77,2.64,-6.90,-0.52,-178.08
3.05,0.35,9.81,-0.25,0.61,0.88,11.99,2.24,-23.19,-1.82,174.65
2.98,0.56,10.27,-0.25,0.61,0.22,9.76,0.95,-6.27,-3.90,170.81
2.12,1.57,10.67,-0.25,0.61,-7.97,8.79,1.57,-3.13,-5.20,121.33
-2.79,1.53,10.70,-0.25,0.61,11.36,15.53,1.96,nan,-4.42,-159.98
-2.66,1.06,10.69,-0.25,0.61,11.39,13.13,2.96,2.51,-2.60,-152.24
3.03,1.10,8.86,-0.25,0.61,1.75,9.16,2.23,-1.88,0.52,173.84
-2.71,0.90,8.67,-0.25,0.61,9.26,10.85,1.71,-30.09,2.08,-155.37
2.83,0.71,9.42,-0.25,0.61,-0.79,9.03,0.36,-26.33,1.04,162.19
2.90,1.54,10.07,-0.25,0.61,0.68,10.36,-0.16,-0.63,0.00,166.33
2.81,1.13,9.80,-0.25,0.61,-0.69,9.67,-0.03,2.51,0.00,160.79
2.89,0.81,9.83,-0.25,0.61,-0.30,9.91,-0.01,-1.88,0.78,165.38
2.98,-0.77,9.64,-0.25,0.61,-1.39,9.67,0.01,0.00,2.34,170.63
2.52,-0.22,10.81,-0.25,0.61,-5.51,9.24,-0.17,-8.78,3.38,144.48
-3.05,-0.78,9.38,-0.25,0.61,1.08,9.68,-0.75,-10.66,3.38,-174.74
-2.90,-0.52,9.54,-0.25,0.61,2.94,9.66,-1.41,-14.42,2.08,-166.21
-3.12,0.08,11.31,-0.25,0.61,1.40,10.88,-1.45,4.39,0.26,-178.95
2.90,0.15,10.12,-0.25,0.61,-1.09,10.70,-0.34,11.28,0.26,166.42
2.76,0.29,10.00,-0.25,0.61,-2.29,10.06,-0.46,12.54,1.82,158.27
2.98,-0.27,11.15,-0.25,0.61,-0.91,10.54,-0.21,-5.01,4.68,170.88
-2.85,-1.49,11.94,-0.25,0.61,3.13,12.97,-0.93,-23.82,3.90,-163.06
-2.66,-3.28,9.85,-0.25,0.61,2.14,11.57,-1.79,-12.54,2.60,-152.38
-2.98,-1.23,9.22,-0.25,0.61,1.08,9.52,-1.52,2.51,-1.04,-170.98
2.34,1.64,9.29,-0.25,0.61,-3.92,8.05,-0.81,33.22,-3.38,134.05
2.73,-0.81,9.38,-0.25,0.61,-3.88,9.25,0.11,12.54,-3.38,156.28
2.81,0.14,9.29,-0.25,0.61,-1.83,9.94,0.87,10.03,-1.56,161.02
-3.07,0.05,9.63,-0.25,0.61,1.94,9.69,0.45,-65.19,0.52,-176.17
3.00,0.74,10.65,-0.25,0.61,0.60,10.79,0.50,-19.43,1.30,172.01
3.10,0.51,9.60,-0.25,0.61,1.52,9.76,-0.17,-5.64,0.78,177.82
2.85,-0.32,9.47,-0.25,0.61,-2.03,9.38,-0.22,5.64,0.78,163.04
3.00,-0.32,9.69,-0.25,0.61,-0.66,10.15,-0.06,0.63,0.78,171.68
2.98,-0.29,9.69,-0.25,0.61,-0.75,9.63,-0.02,0.00,1.04,170.69
3.04,-0.29,9.77,-0.25,0.61,-0.13,9.59,-0.01,0.00,1.56,174.38
3.07,-0.43,9.73,-0.25,0.61,-0.04,9.75,-0.07,-3.76,2.08,175.98
-3.04,-0.17,9.29,-0.25,0.61,2.19,10.53,0.34,53.91,2.08,-174.31
-2.88,-0.20,9.21,-0.25,0.61,3.75,9.82,-0.53,-1.25,1.56,-165.03
3.08,-0.47,9.43,-0.25,0.61,-0.02,9.91,-0.73,-3.76,0.78,176.30
2.98,0.28,10.30,-0.25,0.61,-0.10,10.00,-0.58,4.39,0.78,170.94
3.03,-0.20,9.51,-0.25,0.61,-0.17,10.72,-0.35,6.27,1.30,173.37
2.91,0.47,9.93,-0.25,0.61,-0.46,9.59,-0.26,-1.88,2.60,166.95
-2.74,-1.28,9.37,-0.25,0.61,2.75,7.41,-0.51,-10.66,2.86,-156.76
-2.69,-0.62,8.42,-0.25,0.61,5.21,9.61,-0.90,-4.39,2.08,-154.28
2.82,-0.52,10.02,-0.25,0.61,-2.56,9.33,-0.65,-0.63,2.08,161.70
2.90,-0.50,10.36,-0.25,0.61,-2.03,10.57,-1.06,3.76,1.82,166.15
