acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
-0.36,-0.79,9.42,-0.86,9.82,-5.03,10.32,-1.00,1.88,2.34,-20.88
-0.08,-0.55,10.06,0.43,9.09,0.12,11.71,-0.56,-3.13,2.86,-4.65
0.76,-0.22,11.00,-1.43,10.25,6.77,10.55,-1.45,-6.90,2.86,43.33
-1.03,-0.03,9.96,-1.37,10.70,-20.64,8.12,-1.77,-6.27,2.34,-58.88
-0.24,-0.17,9.73,-0.96,10.12,-3.59,9.51,-1.17,5.01,2.08,-13.69
1.06,1.11,11.14,-2.83,10.38,7.59,9.82,-1.53,5.01,2.60,60.77
-1.17,-1.13,9.82,1.43,7.86,-9.50,8.37,-1.55,-6.27,3.12,-67.09
-0.31,0.07,9.21,-0.57,9.02,-4.00,9.43,-1.20,-3.13,3.64,-17.84
0.51,-0.57,9.05,0.51,8.96,7.58,10.88,-2.12,-5.01,3.38,29.00
0.28,-0.21,8.91,-0.48,9.39,2.23,9.81,-1.92,-5.64,3.38,16.29
-0.60,0.52,9.75,0.45,11.48,-9.02,14.39,-2.61,-3.76,3.38,-34.10
0.09,-1.53,9.66,-0.90,10.81,0.39,12.70,-1.99,5.01,3.38,5.18
-0.31,-1.23,9.78,-0.96,8.22,-1.91,4.29,-2.53,-2.51,4.42,-17.50
-0.15,-1.47,11.08,0.33,8.52,-0.13,7.47,-2.68,-58.30,4.94,-8.56
0.01,-0.24,9.66,0.64,8.94,1.42,11.65,-2.89,-16.93,4.68,0.58
-1.76,-1.11,10.57,1.70,7.73,-19.80,4.07,-3.18,45.76,2.60,-100.74
0.55,-0.03,13.43,-2.28,9.05,2.10,14.00,-3.22,16.93,-0.52,31.34
0.10,-2.35,8.71,-3.64,9.61,-2.99,9.96,-1.06,44.51,-1.04,5.80
-0.11,-0.40,10.21,-3.87,10.22,-5.67,8.75,-0.18,16.30,0.00,-6.16
0.05,-2.48,9.86,-1.17,9.63,-0.19,10.23,0.02,0.00,1.82,3.04
-0.13,-1.97,9.92,0.14,10.35,-0.42,9.83,-0.16,-6.27,2.08,-7.47
-0.27,-1.77,9.32,1.30,7.66,0.63,10.71,-0.39,5.01,0.78,-15.71
-0.26,-1.18,10.01,0.02,9.59,-2.03,9.26,-0.42,-1.25,-0.52,-15.16
-0.10,-1.16,9.26,0.21,9.31,-0.23,9.23,0.03,8.78,-2.34,-5.83
0.13,0.62,10.76,-2.59,10.45,-2.27,10.10,0.29,12.54,-3.64,7.39
-0.10,-1.88,11.37,-1.60,10.37,-2.88,11.45,0.96,16.30,-3.38,-5.60
-0.61,-1.12,9.38,0.24,8.21,-5.24,9.35,0.96,1.88,-2.86,-34.80
0.52,-0.46,9.24,0.96,10.06,9.30,11.93,1.60,-2.51,-2.86,29.77
0.33,-0.42,8.38,-0.81,8.56,2.20,9.70,1.25,2.51,-2.86,19.14
0.41,-1.02,10.42,-0.21,11.56,4.64,10.55,1.92,4.39,-3.12,23.33
0.21,0.29,9.96,-0.66,10.34,0.95,7.96,1.44,-54.54,-3.12,12.28
0.36,-1.10,9.33,-0.28,9.13,4.51,11.99,2.16,nan,-3.38,20.44
-0.66,1.42,8.20,1.54,8.35,-4.69,9.21,1.71,nan,-3.90,-37.64
0.51,0.93,9.46,0.90,9.12,8.19,11.78,2.44,-6.90,-3.64,29.14
0.67,1.28,9.70,1.11,9.34,15.21,15.18,2.04,-1.25,-3.38,38.55
1.16,0.56,11.35,-0.66,7.14,19.51,13.67,2.60,1.25,-2.60,66.26
-0.72,0.69,8.60,1.82,8.94,-4.67,8.98,1.95,-3.76,-1.56,-41.34
-1.04,2.67,10.25,1.07,9.85,-11.71,7.68,2.07,-12.54,-0.78,-59.50
-0.13,0.83,9.12,1.40,9.95,0.24,10.66,1.03,-11.91,-1.30,-7.67
-0.06,1.64,10.15,1.58,10.39,0.89,10.76,1.02,-9.40,-2.08,-3.72
0.12,1.70,9.92,0.61,9.93,1.36,9.92,0.93,3.76,-1.82,6.64
0.14,1.74,8.69,-0.76,9.05,-0.39,9.41,0.94,1.88,-0.52,8.03
-0.08,1.00,10.69,1.21,10.73,0.40,9.44,0.14,-66.45,0.00,-4.46
-0.01,-0.82,9.72,1.06,9.75,1.77,10.12,0.26,-10.03,0.78,-0.30
-0.15,-0.13,9.96,-0.21,9.93,-1.69,9.82,-0.14,-5.01,0.00,-8.36
0.05,-0.33,10.29,-0.52,9.58,-0.14,9.71,0.03,7.52,0.26,2.84
-0.01,-0.25,10.03,-0.07,9.74,-0.12,9.91,0.02,0.00,0.26,-0.68
-0.03,-0.36,9.84,-0.20,9.74,-0.41,9.67,-0.01,-0.63,0.00,-1.61
0.02,-0.29,9.77,-0.35,9.81,-0.15,9.87,-0.01,0.00,0.00,1.31
0.01,-0.28,9.77,-0.28,9.81,-0.15,9.83,0.00,-0.63,0.00,0.71
0.01,-0.28,9.80,-0.27,9.85,-0.19,9.83,-0.01,-1.25,0.00,0.44
0.02,-0.28,9.84,-0.35,9.85,-0.15,9.95,0.01,1.25,0.00,1.33
0.01,-0.28,9.84,-0.27,9.77,-0.15,9.87,0.00,-0.63,0.00,0.67
0.02,-0.32,9.80,-0.31,9.81,-0.15,9.91,-0.01,0.00,0.00,0.97
0.02,-0.28,9.84,-0.28,9.85,-0.11,9.87,-0.01,-0.63,-0.26,0.95
0.01,-0.28,9.80,-0.32,9.81,-0.21,9.75,0.00,0.00,0.00,0.71
0.01,-0.32,9.80,-0.28,9.81,-0.15,9.83,0.01,0.00,0.00,0.64
0.01,-0.28,9.80,-0.23,9.85,-0.15,9.87,0.01,0.63,0.00,0.36
0.02,-0.28,9.84,-0.27,9.77,-0.11,9.87,-0.01,0.00,0.00,0.89
0.01,-0.28,9.80,-0.27,9.81,-0.15,9.95,0.00,0.00,0.00,0.68
0.02,-0.28,9.84,-0.35,9.81,-0.15,9.87,0.01,0.00,0.00,1.31
0.01,-0.32,9.80,-0.28,9.85,-0.19,9.87,-0.01,-1.88,0.00,0.46
-0.07,-0.32,9.77,0.34,9.83,-0.15,9.91,-0.01,-1.88,0.00,-4.23
0.07,1.59,9.85,-0.18,9.85,-0.19,9.83,0.01,0.00,0.78,3.76
0.11,0.01,9.74,-0.40,9.80,0.52,10.11,-0.04,-1.25,2.60,6.18
0.13,-0.44,9.62,0.05,9.67,1.57,10.08,-0.21,-6.27,3.90,7.43
0.53,0.54,7.99,0.91,9.63,9.74,13.26,-0.28,-16.93,4.42,30.42
-0.78,0.44,10.01,1.05,7.71,-4.54,6.69,-1.79,-16.93,2.34,-44.69
-0.31,-0.25,8.91,-0.58,9.12,-3.83,9.51,-1.47,65.82,2.86,-17.53
-0.82,1.09,9.87,1.11,9.40,-7.91,9.42,-1.87,-55.79,2.08,-46.96
0.11,-1.87,9.21,-2.20,10.66,-1.11,11.41,-1.77,10.03,2.86,6.17
-0.83,0.21,8.88,-0.55,6.63,-10.93,7.49,-1.27,-3.13,3.12,-47.38
-1.08,-0.59,8.31,-0.13,9.48,-18.62,10.02,-2.15,-1.25,3.12,-61.96
0.93,-0.53,8.57,-1.57,10.87,12.06,12.62,-1.82,-3.76,2.60,53.18
0.48,-1.44,9.40,-1.68,10.27,3.53,10.95,-2.07,11.91,2.34,27.33
-0.99,-0.64,5.99,-0.34,8.75,-13.86,8.58,-1.20,1.88,2.34,-56.89
0.73,-2.34,11.06,-1.59,8.68,5.71,9.02,-1.77,-0.63,2.34,41.87
-0.33,-1.87,8.76,-0.34,9.89,-2.94,9.28,-1.72,2.51,1.04,-18.88
0.09,-2.09,9.92,-0.25,8.05,1.49,9.75,-0.85,8.15,0.26,5.32
-0.26,-1.88,10.36,-1.18,9.92,-4.02,11.00,-0.93,10.03,-0.26,-14.69
-0.07,-1.87,9.73,-0.82,9.57,-1.15,10.14,-0.27,8.78,-0.52,-3.92
0.09,0.06,9.89,-0.19,9.74,0.63,9.92,0.04,5.01,-0.78,5.28
-0.08,-0.29,9.81,0.13,9.83,-0.49,9.67,0.01,0.63,-1.82,-4.55
0.07,-0.47,9.28,-0.14,9.78,0.68,10.35,0.18,3.76,-2.34,3.89
-0.08,0.15,8.28,-2.20,8.95,-3.71,8.81,0.45,3.13,-2.08,-4.35
0.41,-0.55,9.35,-0.46,10.07,4.13,10.69,0.76,3.76,-2.08,23.52
0.17,-0.01,9.62,-1.19,10.00,0.08,10.35,0.33,8.15,-0.78,9.61
-0.17,-0.05,8.54,0.70,10.32,-0.85,10.14,0.83,-1.88,-0.78,-9.82
-0.13,-0.20,9.58,0.11,9.53,-0.92,8.83,0.59,-1.88,-1.82,-7.35
0.16,-0.21,9.88,-1.58,9.66,-0.52,9.75,0.57,5.64,-2.60,9.22
-0.37,0.26,9.93,-0.19,9.60,-5.07,11.59,0.85,10.66,-2.86,-21.43
0.11,-0.26,9.81,-1.03,8.98,-0.35,9.55,0.65,-56.42,-2.86,6.48
-0.14,-0.44,9.13,0.76,9.26,-0.08,6.31,1.41,61.43,-2.60,-8.04
-0.12,-0.65,9.91,0.69,8.81,0.26,10.47,1.43,6.90,-2.60,-6.68
0.07,-0.18,10.07,0.68,8.42,1.75,8.85,0.95,9.40,-3.12,3.88
-0.80,-0.57,10.51,0.64,9.04,-5.94,7.50,1.65,1.25,-3.12,-45.66
0.54,-0.63,9.65,-0.18,10.35,4.11,6.86,1.84,4.39,-3.64,30.97
-0.65,-0.52,11.29,0.95,11.84,-5.92,10.14,1.57,7.52,-3.38,-37.39
-0.94,-0.64,10.80,0.69,10.45,-9.60,8.89,2.30,2.51,-3.12,-53.76
0.38,4.76,8.01,2.14,8.79,6.00,10.79,2.41,-6.27,-2.86,21.71
0.59,0.13,10.04,-0.40,10.48,6.78,11.37,1.80,-60.80,-2.60,34.04
-0.48,0.27,9.56,0.52,9.27,-4.92,11.13,2.23,-6.90,-2.34,-27.66
0.25,2.05,9.67,-0.31,8.62,1.04,10.08,1.54,1.25,-2.86,14.14
-0.27,0.59,10.61,0.80,10.93,-2.10,11.05,2.04,7.52,-2.60,-15.34
0.12,2.59,11.48,0.89,8.93,1.49,9.60,1.44,-52.66,-1.82,7.00
-1.44,0.74,8.26,1.50,10.86,-20.47,5.84,1.82,-3.76,-0.26,-82.69
-0.04,1.44,9.92,2.01,10.13,2.02,11.28,1.30,-14.42,0.26,-2.10
0.02,1.06,9.87,1.93,9.64,2.54,9.81,0.34,-21.94,-0.26,1.24
-0.02,1.49,10.18,-0.14,10.00,-1.01,10.19,-0.02,-3.76,-0.52,-1.34
-0.03,1.01,9.98,-0.05,9.71,-0.76,9.71,0.01,1.25,0.26,-1.80
0.02,-0.29,9.69,-0.43,9.69,-0.27,9.87,0.00,1.25,1.30,1.27
-0.23,-0.28,10.03,-0.32,9.55,-2.73,9.82,-0.06,-3.13,2.60,-13.45
0.07,-0.82,10.09,1.33,11.14,2.62,10.17,-0.32,-11.91,3.38,4.04
0.19,-0.82,10.43,0.37,10.47,2.71,9.89,-0.97,-13.16,3.12,10.85
0.46,-0.34,9.61,-0.51,7.30,4.87,12.34,-1.47,-6.90,2.08,26.62
-0.28,0.17,10.45,-1.90,10.51,-5.55,9.59,-0.97,62.06,0.78,-15.84
-0.25,-0.61,9.87,-0.24,9.49,-2.44,9.22,-1.14,8.78,0.26,-14.13
-0.00,-0.47,9.39,-0.03,9.41,0.13,9.35,-0.56,5.64,1.82,-0.00
0.14,-0.10,10.14,-1.77,10.24,-0.89,10.11,-0.38,0.00,3.12,8.08
-0.01,-0.24,8.72,0.40,9.84,0.52,10.40,-0.76,-10.66,4.94,-0.69
-0.45,-0.79,11.36,1.57,7.80,-0.72,8.04,-1.63,-23.19,4.94,-25.88
0.59,-0.11,8.98,1.50,10.77,13.32,13.72,-2.73,-75.85,1.56,33.75
0.32,-0.67,10.21,-1.91,11.41,1.46,11.92,-1.85,18.18,1.30,18.26
0.34,-1.21,11.80,-0.32,9.54,3.26,9.19,-1.60,13.16,2.08,19.44
0.31,-0.33,9.51,-0.67,9.03,2.49,10.88,-1.25,3.13,3.64,18.00
-0.35,-0.81,10.54,-0.22,10.34,-5.01,13.54,-1.09,-10.66,4.94,-20.29
-0.51,-0.16,7.12,-3.70,9.42,-17.23,11.93,-2.46,-21.31,4.94,-29.30
-0.39,-1.48,10.75,-1.05,11.11,-4.55,9.08,-2.66,-4.39,4.42,-22.06
1.51,-4.50,11.98,-3.78,8.74,19.62,10.68,-3.05,45.13,2.86,86.40
-0.23,0.56,9.49,-1.20,9.31,-4.07,8.81,-2.93,-35.10,0.00,-13.46
-0.27,-3.06,10.64,-3.01,10.71,-5.49,9.12,-1.15,37.61,-0.78,-15.50
-0.03,-0.86,10.02,-2.75,10.00,-3.63,9.53,-0.48,20.69,0.52,-1.84
0.01,-1.58,9.74,-1.14,9.66,-0.93,10.15,-0.13,-0.63,2.60,0.53
-0.09,-2.18,9.39,0.05,9.19,0.05,8.70,-0.31,-7.52,2.08,-5.22
-0.10,-1.93,9.81,-0.23,10.15,-0.66,9.96,-0.72,-4.39,2.08,-5.99
-0.14,-0.99,11.06,0.13,10.35,-0.83,9.66,-0.95,-7.52,-0.52,-8.02
-0.08,-0.66,10.21,-2.52,10.31,-4.70,11.65,-0.39,20.69,-3.12,-4.76
-0.12,0.04,10.08,-1.12,10.04,-2.73,9.88,0.53,18.81,-3.90,-6.68
0.05,0.33,8.36,-1.56,9.43,-1.83,10.29,1.32,9.40,-2.86,2.88
0.05,-0.71,7.78,-1.19,8.24,-1.00,8.77,1.75,4.39,-2.08,2.73
-0.30,-0.55,10.17,1.65,9.81,-0.36,8.00,1.71,58.92,-1.56,-16.92
-0.25,-0.62,10.28,0.20,8.32,-1.63,8.61,1.25,-6.27,-2.60,-14.56
-0.27,0.68,9.68,-0.19,9.60,-3.14,9.50,1.17,0.63,-4.16,-15.20
0.45,0.66,10.31,-1.19,10.16,2.80,10.45,1.72,76.48,-4.16,25.51
-0.04,0.66,9.79,-0.48,9.35,-1.45,10.36,2.24,9.40,-3.64,-2.35
-1.11,0.97,8.98,0.50,7.71,-19.69,10.77,1.96,4.39,-2.60,-63.85
-0.84,0.60,8.97,0.48,10.51,-8.31,8.09,1.92,-53.91,-0.78,-48.04
-0.21,0.41,10.27,2.29,10.21,0.76,9.48,1.95,-19.43,-0.52,-11.77
-0.26,0.28,10.04,2.32,10.44,0.21,9.75,1.06,-16.93,-1.56,-15.00
-0.06,0.58,9.98,0.78,10.07,0.31,10.68,0.66,-1.88,-2.86,-3.18
0.09,0.73,10.58,-0.40,10.40,0.07,8.67,0.24,-1.25,-3.64,4.96
-0.71,0.09,11.38,-0.78,10.36,-12.56,11.66,1.45,9.40,-3.38,-40.78
-0.84,-0.45,10.06,0.57,7.71,-8.51,10.04,1.75,-0.63,-2.08,-48.14
0.13,0.44,10.42,1.00,9.95,3.09,11.94,nan,nan,-0.26,7.43
0.08,0.06,10.18,2.20,10.24,3.97,10.34,1.35,-15.04,0.26,4.74
0.01,0.73,10.95,1.09,10.63,1.34,10.48,0.51,-18.18,-0.52,0.66
0.01,1.05,9.87,0.54,10.29,0.43,10.55,0.04,0.00,-1.82,0.44
0.21,0.14,9.52,-0.87,9.64,0.85,10.48,0.16,8.15,-2.86,11.99
-0.28,-0.29,10.85,-1.02,10.93,-3.91,9.46,0.52,9.40,-1.56,-15.77
-0.22,-0.20,9.66,-0.92,10.49,-2.82,8.27,0.24,-0.00,0.00,-12.54
-0.03,-0.32,10.77,0.42,10.99,0.35,10.07,0.43,-8.15,1.04,-1.57
0.13,-0.37,9.84,-0.17,9.89,1.19,10.16,-0.08,-8.15,1.04,7.28
0.02,-0.02,10.45,0.79,9.86,1.38,10.60,-0.11,2.51,1.30,0.96
0.08,-0.14,10.63,-0.71,10.95,0.01,10.63,-0.21,-0.63,2.08,4.79
0.58,-0.61,10.17,-0.37,10.90,8.38,13.39,-0.38,-3.76,2.34,33.46
0.52,-0.32,8.05,0.90,10.12,7.70,10.16,-0.12,-7.52,2.08,30.06
0.01,0.43,9.71,0.78,9.02,0.88,7.91,-0.96,3.13,1.56,0.43
-0.46,0.63,10.50,0.18,8.35,-5.26,10.55,-0.95,2.51,1.30,-26.60
0.22,-0.25,9.96,-1.73,9.20,-0.27,10.72,-0.76,3.13,1.82,12.83
-0.65,-1.44,10.30,0.76,9.89,-3.70,6.95,-0.76,0.00,2.60,-37.26
0.01,0.56,9.15,-0.09,10.60,-0.24,10.49,-0.40,-6.27,2.86,0.37
0.42,1.01,11.96,0.51,10.13,5.48,11.13,-1.42,-5.64,1.56,24.23
0.59,-1.21,9.56,-2.89,9.61,2.27,9.37,-1.39,4.39,2.34,33.69
0.20,0.67,9.01,-0.50,8.99,1.06,10.76,-1.35,-6.27,2.86,11.56
-0.18,-2.29,8.97,-2.49,10.57,-3.70,8.66,-1.00,-5.01,3.12,-10.19
0.06,-0.36,10.10,-0.08,9.79,0.61,9.76,-1.76,-1.25,2.34,3.36
-0.23,-0.89,9.60,-0.38,9.93,-2.40,9.45,-1.27,3.13,1.56,-13.17
-0.06,-2.08,10.77,-1.25,8.73,-1.88,10.34,-1.60,1.88,1.30,-3.53
0.21,-1.41,8.99,-1.54,9.96,0.62,10.59,-1.19,6.90,1.56,12.06
0.50,-1.20,9.71,0.23,10.17,7.99,12.38,-1.03,0.63,1.82,28.64
-0.48,-1.24,9.82,-0.52,9.73,-4.76,8.68,-0.47,-2.51,1.30,-27.26
-0.63,-2.15,9.84,-1.35,9.95,-7.73,8.62,-1.04,4.39,0.26,-35.89
-0.34,-1.54,9.29,-0.82,10.65,-4.08,10.05,-0.58,8.15,-0.52,-19.22
0.26,-1.20,10.08,-0.02,10.08,3.38,10.93,0.03,10.03,-1.30,14.75
-0.89,-0.44,10.06,0.43,9.39,-8.75,8.31,0.12,0.63,-2.08,-51.17
0.01,-0.63,9.23,-1.46,9.36,-1.73,9.82,0.33,3.13,-2.60,0.67
0.10,0.74,10.57,-0.94,11.14,-0.35,8.91,0.71,5.01,-3.12,5.59
0.01,-0.99,8.70,-1.50,11.77,-1.05,8.63,1.11,6.90,-3.12,0.49
-0.05,-0.73,9.23,-0.65,9.73,-1.11,9.98,1.54,63.94,-2.86,-2.77
0.50,-0.06,9.48,-0.34,11.66,4.40,8.67,1.63,-0.63,-2.86,28.89
-0.31,-0.26,10.59,0.77,6.81,-1.01,10.03,1.28,3.76,-3.90,-17.78
-0.56,-0.26,8.16,-0.09,8.51,-3.87,6.09,2.15,6.27,-2.34,-32.28
0.52,0.68,9.75,0.66,9.51,7.67,11.59,1.59,-7.52,-1.82,29.52
0.44,0.44,10.12,0.54,10.33,6.04,11.29,1.96,0.00,-1.82,24.97
