acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
5.85,7.93,5.89,7.94,-0.12,9.87,-0.01,-1.25,-37.70,-37.29,6.57
5.85,7.89,5.86,7.94,-0.11,9.99,-0.01,-0.00,-37.70,-37.04,-0.64
5.82,7.93,5.74,7.97,-0.27,9.83,-0.02,-1.25,-37.96,-37.13,5.73
5.90,7.89,5.89,7.94,-0.15,9.91,0.01,0.63,-37.96,-37.33,-4.49
7.37,8.04,6.22,8.03,-0.19,9.91,-0.01,-0.63,-37.96,-36.90,2.51
6.01,7.93,5.84,7.94,-0.15,9.87,0.01,0.00,-38.22,-36.94,-0.89
5.40,7.84,5.78,7.86,-0.07,9.95,0.00,1.25,-37.70,-37.32,-7.57
10.29,8.33,6.64,8.16,-0.43,9.95,0.01,1.25,-37.44,-35.59,-9.59
6.57,8.95,4.83,8.64,-1.12,9.86,0.19,2.51,-36.40,-32.61,-20.19
9.94,8.96,5.46,9.07,-1.49,9.26,0.38,10.03,-33.28,-31.74,-51.18
5.05,8.84,3.09,9.62,-2.21,11.09,0.76,9.40,-27.56,-24.69,-46.30
4.19,7.78,2.31,8.73,-3.14,6.69,1.29,62.69,-20.54,-35.19,-84.20
1.42,8.24,1.76,9.34,2.15,10.17,1.51,1.25,-12.74,1.01,5.06
0.25,8.92,0.03,8.65,-2.74,9.42,1.58,1.88,-6.50,-15.85,-26.14
0.22,9.03,-0.79,8.75,-3.98,9.60,1.77,61.43,0.78,-14.87,-81.65
-0.61,7.11,-0.51,9.15,-4.95,7.07,1.87,1.88,8.58,-32.29,-44.02
-4.00,7.37,-3.09,10.20,-13.50,7.91,1.39,-1.25,16.12,-45.92,-57.15
-5.32,9.51,-3.40,9.94,3.35,10.58,1.84,-3.13,22.88,32.48,31.48
-3.93,9.31,-4.77,10.05,-12.29,9.36,1.51,-6.27,27.82,-26.47,-32.76
-5.36,8.57,-6.43,8.79,-1.72,10.39,0.61,-3.76,31.98,28.11,11.09
-7.03,8.34,-5.92,8.94,2.42,9.61,0.83,-6.90,35.88,45.15,44.11
-5.53,7.67,-5.03,7.97,-0.68,9.56,0.59,-4.39,39.00,26.85,21.22
-8.91,7.33,-7.39,7.23,-1.67,11.42,0.30,-11.91,41.08,35.17,41.87
-8.27,7.06,-6.81,7.05,-0.50,10.10,-0.01,0.00,41.60,38.85,-2.81
-5.91,7.69,-6.27,7.64,0.42,9.87,-0.01,1.88,41.60,42.45,-8.40
-5.65,7.22,-5.81,7.21,0.41,9.32,-0.26,-7.52,41.86,41.69,40.41
-4.98,9.02,-4.27,9.37,0.57,10.72,-0.65,-10.03,41.60,25.88,44.68
-4.26,8.26,-4.82,7.13,7.13,9.68,-1.36,-16.30,41.60,73.22,67.55
-6.93,7.82,-6.54,6.83,1.03,8.00,-1.40,-13.16,41.60,52.05,60.60
-4.95,9.36,-4.93,6.43,-8.78,9.80,-2.61,-9.40,41.86,0.83,3.65
-6.10,8.33,-4.38,9.15,3.01,13.10,-2.29,-5.01,41.60,34.55,31.51
-5.09,4.50,-10.55,7.07,15.49,14.15,-3.15,-5.01,41.86,105.05,55.38
-8.37,6.30,-6.99,8.70,-8.21,7.78,-3.13,-53.28,41.60,-12.48,80.20
-7.58,6.21,-3.65,6.48,-6.15,9.65,-2.27,3.76,41.60,-14.07,-45.76
-8.83,5.05,-6.80,6.40,0.06,11.15,-2.51,3.13,41.60,41.49,-15.42
-8.37,7.22,-7.89,5.56,-15.31,8.98,-1.56,10.66,41.60,-2.26,-70.92
-7.57,8.96,-6.51,7.97,-4.48,10.90,-1.76,10.03,41.60,16.47,-53.08
-8.20,6.23,-7.76,6.31,-3.76,9.44,-1.34,5.01,41.60,28.41,-42.91
-9.76,5.63,-7.65,5.86,2.75,9.50,-0.84,13.16,41.60,65.32,-47.63
-6.56,5.70,-9.08,5.82,-2.34,10.14,0.43,13.79,41.60,46.67,-57.84
-5.63,6.39,-7.97,6.35,-3.13,9.89,0.65,72.09,41.60,36.81,-82.51
-7.53,5.72,-8.25,6.65,2.13,9.29,1.29,10.03,41.86,63.50,-40.39
-5.25,6.48,-9.54,5.65,-4.48,11.10,1.85,12.54,41.86,42.37,-56.89
-5.54,4.61,-4.25,5.50,-3.83,8.48,1.94,6.90,41.60,8.56,-51.67
-7.98,5.74,-0.05,6.39,-7.44,2.05,2.66,6.27,41.60,-98.15,-81.48
-9.42,10.90,-6.29,4.09,-18.83,5.88,2.41,1.25,41.60,0.42,-73.69
-8.05,5.57,-9.00,7.51,-3.74,5.41,2.46,8.78,41.86,13.98,-66.62
-8.18,7.54,-5.62,7.01,0.53,2.87,2.95,5.64,41.86,44.90,-60.70
-4.26,7.40,-5.43,7.82,5.53,11.89,2.14,-8.78,41.60,61.26,50.25
-6.18,9.56,-6.57,7.97,-15.54,6.04,2.29,-8.15,41.60,-26.43,-50.75
-4.89,7.05,-6.18,9.02,10.47,9.99,1.33,-7.52,41.60,80.64,60.95
-5.98,10.05,-6.35,7.06,9.04,12.15,1.52,-8.15,41.60,84.06,54.74
-5.40,6.96,-5.91,9.94,5.30,11.08,1.21,-5.64,41.86,54.48,44.64
-5.24,8.34,-5.22,7.93,0.74,9.60,0.20,-67.07,41.60,38.19,81.94
-3.15,8.51,-5.10,8.87,2.20,9.93,0.24,-16.30,41.60,45.39,61.78
-9.73,6.64,-8.06,6.59,-1.28,9.62,-0.16,-6.27,41.86,40.97,27.41
-4.64,7.28,-6.63,7.03,1.13,9.64,0.31,60.18,41.86,53.44,-80.73
-1.99,8.12,-5.63,7.85,-1.10,10.42,-0.34,-6.90,41.60,36.00,29.09
-8.81,7.90,-6.04,8.01,2.02,11.37,-0.73,-11.28,40.56,41.93,49.48
-7.29,7.63,-5.15,7.65,3.57,10.26,-1.40,-15.67,37.18,48.84,61.94
-7.44,7.41,-5.63,8.51,-2.42,8.66,-1.84,-11.28,31.72,13.45,45.67
-7.50,7.74,-6.07,11.35,7.46,10.48,-1.65,-7.52,25.48,59.04,55.04
-3.98,7.40,-3.53,10.78,-4.01,9.97,-2.56,-5.01,18.46,-6.34,5.73
-2.05,9.24,-2.64,8.52,11.01,11.87,-2.06,3.13,10.66,61.93,33.58
0.28,9.11,-2.50,9.79,-4.01,12.12,-2.68,-6.27,3.38,1.10,10.56
3.56,9.89,2.10,11.31,12.99,15.79,-1.98,7.52,-3.38,31.95,19.11
2.34,9.38,-0.04,9.90,8.13,9.20,-2.39,3.13,-9.10,46.73,28.50
4.07,9.27,1.33,10.76,10.84,13.40,-1.57,4.39,-13.52,37.36,25.70
3.18,9.36,2.52,10.32,-1.84,8.74,-1.96,7.52,-17.68,-23.87,-46.96
6.57,10.41,1.56,10.13,-6.20,8.77,-1.54,6.90,-20.02,-33.50,-56.18
6.10,11.29,1.18,10.68,-4.46,10.09,-0.51,-36.98,-19.50,-20.32,72.77
3.94,9.60,1.33,10.28,-1.41,9.50,0.49,15.67,-15.34,-10.42,-60.92
2.64,9.57,0.25,9.73,-2.02,9.54,0.52,10.66,-9.62,-8.23,-53.05
0.68,7.66,0.06,9.49,-2.95,7.64,1.57,6.27,-2.86,-20.12,-50.33
-0.34,7.15,-1.69,10.21,-7.62,8.04,1.86,5.64,4.68,-32.52,-58.78
-3.29,8.43,-3.88,11.58,20.50,12.32,1.53,2.51,11.44,76.81,55.61
-5.10,8.83,-3.40,11.02,4.65,7.65,2.12,-1.88,18.20,44.50,40.51
-6.51,7.35,-4.00,9.26,14.97,11.94,1.54,4.39,22.10,68.51,41.54
-6.87,9.17,-5.38,10.12,4.30,9.38,1.81,-1.25,25.22,49.38,30.63
-6.10,10.27,-2.93,8.24,-0.38,10.39,0.89,-70.21,26.00,11.08,81.54
-5.23,9.84,-2.62,10.01,2.76,9.69,0.74,41.37,24.96,25.22,-75.91
-4.51,9.75,-0.16,10.42,4.30,9.98,-0.09,-15.04,21.84,15.52,62.72
-2.69,8.93,-2.90,10.36,2.13,11.20,-0.37,40.75,17.68,26.07,-73.82
-3.02,7.43,-1.53,11.91,7.08,8.27,-1.79,-73.97,12.48,44.66,84.18
-0.69,10.20,-0.87,10.17,-1.44,9.81,-2.32,-10.66,6.50,-3.08,43.21
-0.15,7.05,1.02,7.31,-13.75,10.15,-2.12,-2.51,0.26,-64.73,-47.91
2.25,5.87,1.93,7.74,2.31,5.80,-2.85,-0.63,-6.50,9.52,26.82
1.01,8.98,1.15,8.74,-20.57,7.68,-2.04,6.27,-11.44,-77.40,-74.03
4.38,11.22,-0.58,9.47,-4.73,8.38,-2.27,7.52,-16.64,-14.10,-55.62
4.72,10.78,0.40,11.59,14.06,9.76,-1.22,14.42,-19.76,61.04,-2.12
6.15,10.85,0.90,11.20,-2.96,10.70,-0.96,18.81,-20.54,-10.19,-63.83
4.06,9.75,1.83,9.86,-1.96,9.18,0.09,16.93,-17.94,-17.82,-64.08
3.74,10.31,2.13,9.91,-1.55,10.90,0.76,7.52,-13.78,-16.99,-39.75
0.99,8.90,0.22,10.07,-2.86,8.29,0.73,-47.64,-8.32,-18.63,79.52
0.25,9.15,-0.27,9.14,2.08,11.56,1.71,62.69,-2.86,13.04,-79.20
-1.29,8.29,-1.69,10.28,3.34,11.67,1.82,0.00,3.64,25.42,15.99
-2.55,8.33,-1.17,9.26,12.29,11.35,1.44,0.00,9.36,51.17,47.26
-1.94,8.50,-1.63,9.12,3.74,10.58,2.02,-1.88,15.08,28.64,27.99
-4.14,7.10,-2.75,11.35,8.85,5.98,1.37,-55.16,20.28,65.72,84.66
-6.35,9.67,-4.18,7.28,2.44,9.38,1.82,-4.39,25.48,42.42,36.07
-3.64,9.36,-3.62,8.99,2.67,9.77,1.61,-4.39,30.16,37.47,35.83
-5.56,9.16,-4.16,8.40,-8.72,8.73,0.85,-1.25,33.28,-20.77,-40.54
-8.41,8.35,-7.04,8.90,1.03,10.35,1.00,-4.39,36.66,41.34,27.62
-5.65,7.78,-5.56,8.10,-1.70,10.30,0.68,-6.90,39.00,24.53,26.76
-6.51,6.49,-8.15,6.26,-0.30,9.19,0.53,0.00,41.08,52.93,-1.88
-20.01,5.59,-10.57,5.57,0.38,10.13,0.66,1.88,41.60,53.91,-8.45
-4.48,6.39,-7.48,6.46,-2.40,10.18,0.97,5.64,41.86,39.68,-38.30
-3.64,6.32,-7.96,7.15,-1.33,9.67,0.78,6.90,41.60,44.21,-40.40
-7.85,7.03,-9.05,6.52,4.64,11.95,1.65,6.27,41.60,77.56,-7.74
-6.52,6.49,-6.06,7.75,18.39,14.55,1.83,2.51,41.60,87.29,47.52
-6.40,7.50,-6.58,8.93,-7.65,10.87,1.77,53.28,41.60,-0.02,-79.88
-5.11,7.68,-6.63,8.17,0.84,11.00,1.47,-5.64,41.60,45.08,30.48
-6.95,6.96,-4.29,8.77,4.30,10.06,1.15,-6.27,41.86,42.38,46.42
-6.83,7.82,-6.06,8.32,2.76,9.85,0.26,-8.15,41.60,49.81,47.91
-3.92,10.13,-3.78,9.44,3.19,9.25,0.27,-12.54,41.60,41.09,59.54
-11.20,5.86,-5.74,6.64,0.77,8.24,-0.43,-14.42,41.60,33.56,61.53
-4.68,9.25,-5.93,8.11,2.23,9.85,-0.27,50.78,41.60,52.51,-78.53
-4.02,6.47,-6.02,9.46,3.87,8.75,-1.25,-68.33,41.60,56.49,83.09
-5.49,9.01,-5.76,7.13,3.46,10.22,-1.81,-11.28,41.60,61.06,55.25
-6.15,8.07,-4.49,7.62,4.03,7.93,-1.51,55.16,41.86,54.40,-81.19
-9.00,8.35,-7.65,9.56,-1.87,9.95,-2.34,-63.31,41.60,24.91,80.80
-7.36,8.38,-3.78,7.46,-13.66,4.87,-2.06,52.03,41.60,-51.42,-85.76
-8.60,9.05,-5.95,9.30,-10.82,11.55,-2.81,-62.69,41.60,-15.28,77.45
-8.37,6.60,-7.07,5.10,-13.12,10.26,-1.96,10.66,41.60,3.40,-66.66
-6.06,8.07,-6.33,3.60,3.61,11.46,-2.24,3.13,41.60,90.73,2.39
-10.40,7.82,-7.53,3.54,-3.49,8.22,-1.81,11.91,41.86,50.24,-61.91
-12.98,7.06,-8.71,6.61,-4.09,10.20,-1.42,-50.78,41.86,26.02,77.67
-8.61,5.39,-7.33,7.53,-0.56,10.66,-1.15,6.27,41.86,36.46,-32.65
-6.35,6.46,-7.61,6.20,-0.09,11.39,-0.80,4.39,41.86,52.45,-21.47
-7.36,6.85,-6.12,5.82,0.82,9.24,-0.58,3.13,41.86,51.20,-14.09
-3.41,6.86,-7.05,7.40,-0.09,10.51,-0.42,9.40,41.86,47.38,-42.09
-8.37,6.83,-8.22,6.89,-0.83,11.31,0.38,5.01,41.60,45.51,-27.34
-12.34,6.47,-7.90,6.76,-0.59,9.31,-0.12,4.39,41.60,38.71,-28.12
-5.78,7.25,-5.86,7.65,0.74,9.52,0.03,1.88,41.60,41.52,-6.82
-7.07,7.26,-6.65,7.29,-0.11,9.87,0.01,0.00,41.60,40.97,-0.65
-5.61,8.04,-5.66,8.77,1.52,10.16,-0.01,-1.25,41.60,40.65,15.27
-5.06,9.67,-4.41,9.63,3.32,11.25,-0.03,1.25,41.60,39.82,10.39
-6.49,11.04,-5.79,11.12,3.61,12.46,-0.01,-1.25,41.60,42.52,21.32
-3.91,10.17,-4.55,10.13,3.17,11.05,0.00,0.00,41.60,41.31,15.99
-6.57,9.41,-4.27,9.63,3.82,9.41,-0.01,-0.63,41.60,41.46,25.30
-5.44,7.83,-3.83,8.25,2.35,8.73,0.01,0.00,41.60,36.11,15.07
-2.48,7.44,-3.36,7.71,2.17,8.44,0.00,0.63,41.60,39.70,10.36
-3.60,7.11,-4.91,7.39,0.89,9.20,0.00,0.00,41.60,41.28,5.53
-7.00,6.93,-6.21,7.21,0.21,9.19,0.01,2.51,41.60,40.31,-14.02
-4.56,7.14,-5.91,7.24,-0.34,9.55,-0.01,-1.25,41.86,39.28,5.45
-6.19,7.33,-5.69,7.41,0.13,9.47,0.00,0.00,41.86,37.27,0.78
-2.83,7.51,-4.61,7.51,0.66,9.03,0.01,0.63,41.60,39.24,0.19
-1.55,8.47,-5.98,9.57,2.10,9.08,0.00,0.00,41.60,50.39,13.01
-1.69,8.31,-4.37,8.53,1.81,9.96,-0.03,0.00,41.34,42.22,10.27
-9.22,8.74,-5.61,8.81,2.29,10.45,0.01,-0.63,41.86,38.13,15.60
-3.08,8.94,-3.89,9.00,2.54,10.01,0.01,0.63,41.86,39.17,10.84
-7.71,9.56,-5.49,9.60,2.89,10.53,0.01,1.88,41.60,41.22,5.46
-4.97,8.21,-3.99,8.28,2.67,8.65,-0.01,0.00,41.60,40.75,17.17
-3.28,8.21,-3.81,8.22,2.87,8.89,0.00,0.00,41.60,43.87,17.89
-1.47,10.09,-4.37,9.77,3.56,8.01,-0.01,-0.63,41.08,53.39,27.61
-7.28,8.87,-4.79,8.66,2.99,9.08,0.01,-0.63,41.86,42.40,21.68
-1.69,8.91,-3.83,8.85,2.27,9.89,-0.01,0.63,41.34,40.58,9.43
-5.41,9.57,-4.02,9.55,4.02,9.82,0.08,3.76,41.60,42.41,1.49
-5.38,9.05,-4.22,8.46,3.41,9.29,-0.03,-1.88,41.60,44.84,29.67
-4.39,9.49,-3.60,8.93,2.52,9.16,-0.17,-2.51,41.60,36.11,28.74
-2.70,10.16,-3.54,9.24,15.10,9.92,-0.53,-11.28,41.60,80.10,69.40
-2.86,9.00,-1.67,10.58,5.14,10.50,-1.00,-8.78,41.60,32.36,52.95
-3.42,10.11,-1.49,9.83,0.48,10.68,-1.42,-8.15,41.60,7.12,38.95
-4.27,8.89,-4.17,9.99,6.26,8.68,-1.74,-6.90,41.60,57.50,56.59
-2.42,7.59,-4.41,8.07,8.64,9.00,-1.41,-3.13,41.60,75.76,52.60
-5.05,8.16,-5.44,11.05,-2.66,6.79,-2.28,-5.01,41.60,3.33,19.15
-2.65,7.29,-6.22,11.89,-6.22,7.48,-1.85,-2.51,41.60,-10.71,-26.40
-4.15,7.48,-2.23,5.62,-3.23,4.41,-2.62,-1.25,41.60,-19.12,-24.09
-4.05,10.50,-4.49,7.73,-17.13,11.43,-1.88,5.64,41.60,-21.54,-63.34
-5.49,11.89,-3.91,7.79,-13.44,5.56,-2.29,3.76,41.60,-39.60,-72.08
-3.38,8.73,-4.45,10.00,4.29,9.41,-1.72,-2.51,41.60,49.33,35.83
-5.32,6.56,-5.01,8.93,0.68,10.16,-2.16,6.27,41.86,30.36,-28.83
-1.05,6.80,-5.09,7.99,1.34,9.62,-1.27,7.52,41.60,45.94,-32.73
-4.33,7.40,-5.84,9.08,3.64,8.46,-1.72,6.27,41.60,56.69,-17.27
-6.19,8.99,-8.94,7.89,8.97,8.27,-1.39,1.88,41.60,100.46,40.63
-3.95,9.20,-3.92,9.10,-2.48,9.55,-0.38,8.15,41.60,8.77,-48.06
-4.70,8.40,-5.76,8.19,0.74,9.27,-0.63,8.15,41.60,41.74,-38.65
-8.73,7.75,-5.18,7.83,1.96,8.96,-0.07,10.66,41.60,38.47,-44.14
-1.50,9.70,-4.78,9.01,1.80,9.72,0.44,6.27,41.60,44.91,-24.71
-8.08,8.47,-5.42,8.39,2.68,9.17,0.17,10.66,41.60,44.21,-41.03
-2.83,8.96,-5.89,8.60,3.69,9.42,0.97,3.76,41.60,61.10,-0.42
-4.31,8.18,-2.20,7.85,-6.39,5.35,1.21,6.27,41.60,-39.63,-67.08
-5.25,9.28,-4.29,7.52,12.58,12.57,1.50,5.01,41.60,74.83,31.04
-3.07,5.78,-4.09,7.95,7.69,8.88,1.32,3.76,41.60,67.94,23.87
-4.44,7.47,-2.81,10.31,2.59,6.68,2.04,1.88,41.60,32.19,6.06
-6.69,8.02,-7.16,11.08,-7.21,0.54,1.78,14.42,41.60,-54.75,-88.56
-3.45,10.21,-3.72,7.93,-1.33,7.96,2.51,3.76,41.60,18.80,-32.61
-2.97,9.86,-4.47,7.95,10.93,10.61,2.26,3.13,41.60,80.61,36.31
-3.87,8.68,-4.28,8.70,12.99,12.59,2.83,-0.63,41.60,72.85,47.24
-3.38,7.95,-2.10,8.59,-11.56,10.10,3.02,47.01,41.60,-38.41,-80.22
-3.79,9.83,-2.02,10.39,-0.36,8.98,2.22,-13.79,41.34,5.03,56.24
-2.99,11.42,-2.76,10.58,-4.03,6.65,2.14,-8.78,41.34,-16.60,35.52
-7.58,10.28,-4.34,10.13,6.62,7.97,0.90,-16.93,41.08,57.03,71.30
-1.54,10.37,-1.16,10.20,5.26,9.42,0.58,-15.04,38.22,34.87,65.10
0.25,10.12,-1.49,10.39,4.55,9.54,-0.17,-15.04,35.88,37.00,64.04
-2.77,10.76,-1.76,11.12,5.51,8.83,-0.55,-8.15,34.32,38.97,57.14
-3.29,8.16,-1.41,8.53,5.81,10.37,-0.67,-15.04,31.72,33.90,63.56
-3.22,9.44,-2.11,10.22,5.46,10.14,-1.98,-12.54,28.34,37.48,60.60
-1.45,11.05,1.65,11.45,11.79,12.53,-2.48,-11.91,23.66,29.69,62.13
-0.61,11.37,-0.12,9.60,10.48,10.86,-2.85,-61.43,18.20,43.60,81.42
-0.03,10.81,1.24,9.53,13.21,7.35,-2.58,-3.13,11.44,50.19,65.78
2.69,4.42,1.15,11.75,-20.98,12.15,-3.28,-5.01,5.72,-62.21,-52.73
2.89,8.46,4.19,8.62,5.43,8.21,-2.73,5.01,-0.52,5.14,2.90
2.28,6.69,4.30,9.89,-21.01,15.83,-2.65,-1.88,-5.72,-77.54,-50.39
4.30,7.74,3.53,7.77,-0.72,11.07,-3.05,3.76,-11.70,-26.34,-22.04
7.60,9.31,5.36,8.15,6.69,9.17,-2.06,13.16,-17.68,5.72,-35.24
7.68,7.78,4.76,8.97,2.63,11.19,-2.21,11.28,-22.88,-8.05,-37.69
7.96,7.86,4.53,8.82,-0.97,9.06,-0.90,13.16,-24.70,-25.63,-57.33
9.52,9.32,5.07,9.13,-0.52,9.55,-0.51,20.06,-24.44,-23.78,-65.11
5.80,7.96,5.84,7.98,2.51,9.21,0.28,15.04,-22.88,-21.00,-53.69
6.87,8.51,5.32,7.84,2.00,9.41,-0.14,-52.66,-20.02,-20.00,80.24
6.31,8.13,5.65,10.34,1.40,10.84,0.70,62.06,-17.42,-18.47,-79.87
6.58,8.32,4.92,8.09,0.89,8.16,0.92,2.51,-13.26,-21.96,-11.18
5.54,9.15,4.34,8.49,1.30,8.44,1.17,1.88,-8.58,-16.59,-3.96
3.19,10.14,3.14,9.84,-1.29,10.19,1.44,5.64,-3.64,-25.04,-34.24
3.95,8.60,2.86,8.86,-5.73,6.24,1.17,3.76,2.34,-57.90,-56.67
1.91,8.32,1.68,10.24,4.66,10.70,1.89,1.88,8.84,15.24,14.56
0.48,7.55,-0.45,10.21,15.21,11.47,1.49,10.03,14.82,57.02,24.33
-1.27,7.84,-1.05,9.64,16.67,8.94,2.11,-1.88,21.32,67.18,64.28
-3.76,10.55,-0.99,10.33,17.40,14.75,1.60,3.76,27.04,49.51,42.76
-5.16,11.11,-2.54,10.17,1.15,9.42,2.04,-4.39,30.94,15.98,30.43
-3.15,10.00,-1.33,10.69,7.96,10.67,1.66,-5.64,33.54,40.14,51.88
-3.97,9.12,-0.83,11.31,6.17,9.04,0.45,-11.91,34.58,32.72,63.44
-3.98,10.47,-2.68,10.52,5.42,10.26,0.33,-16.30,34.06,39.57,64.70
-3.23,11.31,-0.64,11.48,6.32,9.87,-0.34,-11.91,32.24,31.02,61.56
-2.43,10.50,0.08,9.45,3.12,8.91,-0.43,42.00,29.12,12.98,-77.09
-2.22,10.06,1.81,9.47,12.33,7.70,-1.93,-78.36,24.70,38.34,85.14
-0.01,10.00,-2.11,7.36,1.82,8.64,-2.68,-11.91,18.72,36.28,57.81
-0.65,12.00,4.18,9.02,20.49,13.40,-2.31,0.63,13.52,19.75,56.00
1.29,6.86,3.69,10.53,3.76,11.70,-2.40,55.16,7.28,-3.25,-77.18
1.73,8.09,3.88,8.51,6.62,8.37,-2.94,-51.40,1.04,9.91,81.79
3.28,5.41,2.10,8.59,-6.13,13.45,-2.23,-1.88,-4.42,-34.15,-17.53
4.04,6.32,2.56,9.77,19.73,14.04,-2.47,6.27,-9.88,44.26,43.78
7.29,8.86,3.70,9.23,-3.74,8.61,-1.28,16.93,-13.26,-37.65,-67.37
8.51,9.78,3.05,9.95,-0.05,9.23,-0.95,22.57,-14.30,-6.17,-67.80
5.01,8.92,4.58,8.89,2.42,10.09,-0.03,13.16,-11.96,-12.98,-46.81
5.31,8.14,4.63,8.16,2.74,8.61,0.33,4.39,-10.66,-10.56,-10.87
5.63,8.52,3.46,8.92,2.21,8.25,0.58,5.64,-8.32,-1.29,-22.58
4.19,8.82,3.13,9.40,0.11,7.75,0.25,4.39,-5.20,-15.07,-28.87
4.29,8.53,2.69,8.78,1.66,7.32,1.04,5.01,-1.56,-0.46,-24.62
1.12,10.58,0.95,10.92,-6.34,11.91,1.28,5.01,3.12,-32.62,-43.62
1.15,7.37,1.53,7.81,4.94,9.71,1.57,4.39,7.28,15.12,3.26
0.84,10.99,0.28,8.95,1.31,7.61,1.34,5.01,11.44,9.23,-25.99
-0.73,8.00,-0.72,8.94,-2.65,8.31,2.06,4.39,16.12,-13.29,-40.27
0.75,6.25,-0.35,9.57,-1.10,15.63,1.80,4.39,20.54,0.01,-19.35
-0.25,9.28,-0.66,10.15,-13.74,7.91,2.48,5.64,25.48,-55.63,-67.79
0.57,10.19,1.17,9.62,-13.80,10.23,1.84,-0.63,31.20,-61.91,-52.17
-1.62,10.26,-3.21,9.76,8.30,9.91,1.98,-6.27,38.22,61.63,55.77
-10.41,10.25,-5.92,7.60,-20.96,10.23,1.00,-15.67,41.86,-31.23,-27.36
0.22,10.34,-2.31,10.06,2.79,9.37,0.93,-11.91,40.82,34.69,57.49
0.12,10.49,-0.71,10.94,5.96,9.71,0.22,-11.28,40.56,36.78,60.62
-3.55,9.73,-3.91,9.48,3.61,9.81,-0.12,-4.39,41.60,43.51,39.19
