acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
0.02,1.40,9.95,0.50,9.62,0.39,9.95,0.03,1.88,-0.52,1.25
-0.01,-0.41,9.84,-0.34,9.70,-0.45,9.83,-0.01,-1.25,-0.26,-0.72
-0.01,-0.43,9.88,-0.20,9.85,-0.17,9.83,0.00,1.25,-0.26,-0.32
0.01,-0.37,9.84,-0.34,9.81,-0.21,9.83,0.01,0.63,0.00,0.74
0.01,-0.40,9.84,-0.27,9.81,-0.11,9.87,0.00,-1.88,0.26,0.65
0.01,-0.36,9.73,-0.24,9.74,-0.06,9.87,-0.01,-1.25,0.00,0.79
0.01,-0.28,9.80,-0.31,9.77,-0.19,9.91,0.00,-0.63,0.00,0.77
0.01,-0.29,9.84,-0.28,9.85,-0.15,9.91,0.01,0.63,-0.26,0.71
-0.01,-0.28,9.77,-0.24,9.74,-0.34,9.79,-0.02,-0.63,-0.26,-0.65
-0.02,-0.25,9.73,-0.15,9.85,-0.34,9.75,0.01,0.00,-0.52,-1.30
0.04,-0.21,9.69,-0.30,9.66,0.04,9.87,0.01,1.25,-0.52,2.20
0.03,-0.25,9.66,-0.24,9.74,0.02,9.91,-0.01,-1.25,-0.52,1.53
0.02,-0.21,9.66,-0.01,9.86,0.25,9.91,0.01,1.25,-0.78,1.05
-0.08,-0.24,9.54,-0.17,9.78,-0.95,9.79,0.02,2.51,-1.56,-4.75
-0.00,1.99,10.12,0.93,10.19,0.50,10.44,0.18,3.76,-1.56,-0.26
0.01,0.43,10.31,-0.05,10.67,-0.15,10.16,0.34,0.63,-0.26,0.37
0.04,0.93,10.69,0.27,10.95,0.44,10.68,0.13,-9.40,0.52,2.19
0.08,-0.44,9.50,-0.64,9.94,0.10,9.96,-0.16,-4.39,0.78,4.66
-0.09,-0.54,9.39,0.87,9.67,0.45,9.59,-0.03,2.51,1.56,-5.40
-0.02,-0.36,10.32,0.35,9.50,0.43,9.67,-0.16,-0.63,2.34,-1.31
0.38,-0.82,9.42,-0.55,10.58,4.18,11.70,-0.49,-8.15,2.08,22.01
-0.07,0.14,10.67,-1.07,9.81,-2.12,9.14,-0.73,0.63,1.56,-3.99
-0.11,-0.85,9.16,0.15,10.55,-0.63,9.23,-0.32,-4.39,1.04,-6.55
-0.12,-0.47,9.87,-0.03,10.60,-0.92,8.78,-0.74,4.39,0.78,-6.70
0.20,0.03,9.10,-0.68,9.90,1.07,9.60,-0.48,0.63,1.04,11.60
0.17,-0.36,10.33,-0.57,10.32,1.17,10.63,-0.29,5.64,2.34,9.87
-0.19,-0.81,10.28,1.32,10.17,0.13,10.72,-0.56,-11.28,2.86,-11.10
0.21,-0.89,9.45,-0.09,9.74,2.42,10.26,-1.00,-8.78,2.60,12.10
0.22,0.29,10.67,-0.30,9.08,1.68,10.72,-0.78,55.16,2.08,12.42
0.30,-0.52,10.70,0.21,9.83,4.12,11.40,-1.45,-3.13,1.04,16.97
0.47,-0.33,9.39,-1.71,10.35,2.81,10.18,-1.15,13.16,1.30,27.21
0.12,0.18,10.22,-0.85,9.53,-0.12,10.92,-0.68,3.76,2.60,6.98
0.34,-0.59,9.24,-0.47,8.29,2.46,8.36,-0.64,-3.13,4.68,19.52
0.51,-0.18,8.16,1.41,10.17,8.38,10.20,-0.90,-21.31,4.68,29.02
-0.51,-0.16,10.52,-0.31,9.68,-7.02,11.40,-2.43,-16.30,3.38,-29.38
0.27,0.51,9.00,1.70,9.92,4.36,8.54,-2.11,5.01,1.82,15.27
-0.29,0.37,8.25,-3.14,9.83,-6.79,8.14,-2.18,12.54,1.30,-16.70
0.03,-0.51,10.17,-1.82,10.10,-1.69,8.53,-0.97,67.07,2.86,1.73
0.13,0.13,9.81,-0.53,9.20,0.54,11.52,-1.57,-10.03,4.42,7.62
-0.23,-1.29,11.98,0.79,10.62,-0.74,10.15,-2.14,-22.57,4.94,-12.97
-0.34,-0.29,7.60,0.18,10.12,-3.36,10.53,-2.37,-10.66,4.94,-19.51
-1.46,-3.67,7.63,1.09,6.70,-19.00,11.07,-3.02,43.25,1.56,-83.93
-0.15,-2.14,10.21,-2.73,11.05,-5.15,12.22,-2.49,23.19,0.52,-8.32
-0.13,-1.58,10.86,-2.81,11.13,-4.58,10.57,-1.14,15.67,-0.26,-7.21
-0.04,-1.57,10.07,-2.72,9.82,-3.60,9.89,-0.83,18.81,1.04,-2.09
-0.13,-1.77,10.52,-1.02,10.79,-2.05,10.02,-0.29,3.76,1.04,-7.67
-0.14,-1.83,11.41,1.02,11.54,0.39,10.51,-0.21,2.51,1.30,-8.01
-0.07,-0.72,10.92,-0.78,9.56,-1.89,11.54,-0.26,-3.76,0.52,-4.18
-0.04,-0.94,9.79,-1.17,9.96,-1.54,9.50,-0.18,6.27,-0.26,-2.08
0.01,-0.40,9.73,0.31,9.83,0.64,9.88,0.06,1.25,-1.82,0.38
0.09,-0.37,10.85,-0.52,10.14,0.38,11.48,0.19,5.01,-2.60,5.22
-0.37,-0.72,11.36,-0.48,10.55,-4.45,10.20,0.51,8.15,-3.38,-21.39
0.42,-0.37,10.70,-0.71,10.80,4.16,11.79,1.07,6.90,-2.86,23.83
0.29,0.44,12.32,0.53,7.94,5.73,14.41,0.95,4.39,-2.08,16.60
-0.86,-0.93,8.55,-1.10,11.23,-14.31,10.22,1.51,0.63,-1.30,-49.02
-0.20,-0.70,9.53,0.56,9.36,-0.96,10.62,1.34,-1.25,-1.30,-11.52
-0.05,-0.29,9.28,0.12,10.23,-0.24,9.72,0.56,-5.01,-2.60,-2.87
-0.83,-0.37,11.71,0.59,7.95,-7.82,9.58,1.14,3.13,-3.90,-47.38
-0.17,0.74,10.39,-1.56,11.42,-4.01,10.17,1.50,11.28,-4.42,-9.95
0.09,-0.46,10.70,0.48,8.03,2.11,9.91,1.74,11.91,-4.68,5.31
0.07,3.04,9.21,-0.47,7.54,-2.36,12.96,2.01,-59.55,-3.38,4.09
0.75,-0.72,10.54,0.08,12.70,9.18,9.27,2.78,63.31,-0.78,43.09
-0.30,-0.60,8.64,0.50,8.35,-1.30,6.92,1.53,-15.04,-0.26,-16.93
-0.09,-0.98,10.24,1.99,10.68,2.10,10.84,1.23,-19.43,-2.08,-4.95
0.29,-0.47,8.61,-1.32,11.84,1.75,10.19,0.89,-0.00,-4.68,16.87
-0.28,0.36,9.89,-0.69,11.86,-4.77,12.60,1.50,21.31,-5.72,-15.85
0.77,0.45,5.38,-3.44,12.90,8.23,16.18,2.04,21.31,-4.16,44.25
-0.57,1.85,10.19,1.01,9.42,-6.41,12.00,2.46,1.88,-2.34,-32.43
-0.31,-0.25,6.97,2.43,9.87,-0.07,8.13,2.82,1.25,-0.26,-17.91
0.40,0.38,11.65,1.43,11.58,5.96,9.55,1.50,-23.19,0.26,23.03
0.04,0.38,8.55,2.14,9.99,3.16,10.13,0.95,-16.93,-0.78,2.41
0.08,0.91,9.42,-0.08,9.86,0.33,9.51,0.38,-6.27,-2.60,4.54
0.02,0.76,10.32,-0.63,8.67,-1.29,10.94,0.58,4.39,-4.42,1.40
-0.71,1.93,9.37,-1.15,8.92,-11.96,8.23,0.83,-38.86,-2.34,-40.75
-0.23,0.65,9.38,0.46,10.91,-1.83,9.34,1.65,-3.76,0.00,-13.01
0.23,0.71,10.20,1.09,9.72,3.67,9.78,1.18,-14.42,1.82,13.21
-0.05,0.70,10.13,0.36,10.20,-0.24,10.83,0.21,-21.31,1.30,-2.60
0.21,0.43,9.90,-1.82,10.08,-0.49,10.16,-0.31,1.88,1.04,11.90
0.14,-0.14,10.33,0.05,9.74,1.46,9.51,-0.25,3.76,1.04,7.97
0.18,-0.32,9.47,-0.40,9.33,1.35,10.00,-0.04,6.90,1.30,10.35
-0.39,-0.09,9.36,-0.22,9.63,-4.20,9.44,-0.15,-3.13,1.56,-22.40
0.17,-0.23,9.84,-0.67,9.60,0.82,10.36,-0.20,-2.51,1.82,9.52
0.61,-0.10,10.59,-0.70,10.16,5.14,9.09,-0.29,4.39,1.82,34.80
-0.23,-0.32,9.95,-0.46,10.51,-2.90,10.13,-0.48,-3.13,0.78,-13.22
0.01,-0.08,9.92,-1.65,9.75,-2.22,10.06,-0.33,5.01,2.08,0.54
-0.27,-0.43,8.79,-0.14,9.22,-2.48,8.73,-0.19,-0.63,2.86,-15.69
0.11,-0.78,10.05,0.66,9.86,2.24,9.56,-0.73,-6.27,2.34,6.22
0.03,-0.58,9.46,0.10,9.10,0.65,9.74,-0.53,-6.27,1.30,1.61
0.15,0.29,10.45,-1.57,9.61,-0.85,9.47,-1.03,4.39,0.78,8.51
0.05,0.40,9.63,-0.82,9.78,-0.77,9.38,-0.71,5.64,0.78,2.71
0.04,-0.36,9.62,-1.07,9.86,-0.91,10.07,-0.47,5.01,1.56,2.43
-0.09,0.33,9.52,-0.52,9.81,-1.58,9.11,-0.41,2.51,2.60,-5.04
0.05,-1.28,9.56,-0.76,10.28,-0.03,9.67,-0.72,-12.54,2.86,2.86
0.12,-0.60,9.72,1.70,10.88,3.83,10.74,-0.61,-8.15,2.34,6.93
0.31,0.48,10.34,0.02,9.79,3.06,9.96,-1.43,-4.39,2.08,18.00
-0.39,-0.26,9.73,0.28,10.05,-3.87,10.80,-1.38,3.13,1.30,-22.41
0.03,-0.50,9.87,-0.71,8.97,-0.53,8.99,-0.64,62.06,1.30,1.78
0.29,0.59,9.49,-2.27,9.66,-0.36,9.95,-1.04,-52.66,2.34,16.82
-0.13,-1.20,9.34,1.55,8.91,1.23,7.97,-1.15,-2.51,2.86,-7.56
0.11,-0.02,10.22,-1.06,10.10,-0.34,9.15,-1.26,-1.88,3.12,6.07
0.05,0.82,8.37,-1.01,8.59,-1.54,10.94,-0.97,47.64,2.86,3.06
0.58,-1.02,8.97,-0.18,9.97,5.63,8.43,-1.73,-8.15,3.90,33.03
0.11,-0.18,9.29,-0.29,10.78,1.05,12.97,-1.96,-5.01,3.90,6.27
-0.06,-0.26,11.00,0.26,10.99,-0.13,7.56,-1.80,-6.27,2.60,-3.31
-0.25,-0.02,8.92,-1.37,9.79,-3.92,8.58,-2.31,12.54,2.86,-14.11
0.19,-0.20,9.88,-0.40,8.92,1.31,9.94,-1.56,-2.51,3.64,10.70
0.57,-1.00,8.41,-2.04,7.82,2.70,9.95,-2.37,-3.76,4.42,32.91
-0.45,-0.48,10.25,-0.70,9.81,-3.60,6.18,-2.16,-7.52,4.68,-25.57
-0.43,-1.19,8.44,1.01,8.02,-2.53,12.14,-2.76,39.49,4.42,-24.83
0.21,0.18,8.66,-2.21,10.31,-0.53,8.55,-3.12,-38.86,4.16,12.29
0.24,-8.31,9.17,-4.76,9.84,-0.68,7.76,-3.08,-10.03,2.86,13.85
-0.62,0.53,10.10,-1.56,10.79,-10.80,9.86,-2.70,16.30,-0.78,-35.69
0.06,-2.41,10.80,-3.44,9.01,-3.33,8.53,-1.00,58.30,-0.52,3.28
-0.00,-1.88,9.73,-2.79,9.93,-3.13,9.98,0.00,-0.00,0.26,-0.08
0.05,-2.14,9.61,0.29,9.80,1.67,9.96,0.04,0.00,2.08,2.66
0.06,-1.35,9.18,0.36,9.43,1.68,10.32,-0.14,-8.15,1.82,3.26
-0.18,-1.12,9.64,0.34,10.10,-0.99,10.90,-0.31,-2.51,1.04,-10.06
-0.06,-0.93,9.68,-0.48,9.99,-0.92,9.67,-0.17,10.03,0.00,-3.60
-0.02,-0.32,9.88,-0.05,9.82,-0.11,9.95,0.00,0.00,-0.52,-0.88
0.01,-0.33,9.95,0.01,9.64,0.20,9.79,0.01,-1.25,-1.56,0.42
-0.08,-0.32,9.43,-0.06,9.11,-0.70,9.19,0.06,4.39,-2.08,-4.55
0.13,0.10,10.26,-1.51,9.65,-0.84,9.67,0.29,1.88,-2.60,7.67
0.00,0.01,11.12,-0.45,11.14,-0.41,7.47,0.57,8.15,-2.60,0.08
-0.06,-0.44,10.55,-0.52,8.05,-1.30,9.71,0.85,4.39,-2.34,-3.24
0.18,0.03,9.18,0.19,9.24,2.02,9.44,0.48,-57.67,-1.82,10.55
0.12,-1.35,10.26,-1.61,9.87,-0.52,9.36,1.16,-0.63,-2.08,6.77
0.06,0.03,10.97,-0.55,9.38,-0.38,11.98,1.13,-2.51,-1.30,3.21
-0.59,-0.85,8.90,0.07,10.24,-5.15,8.29,1.08,-3.76,-2.08,-34.08
-0.41,0.06,9.03,-0.73,10.16,-5.86,10.58,0.50,1.88,-3.38,-23.50
-0.22,-0.44,9.13,-0.19,7.57,-1.97,8.26,1.35,11.28,-2.86,-12.56
0.22,-0.99,10.16,-0.14,8.88,2.32,9.41,1.64,6.27,-2.60,12.72
0.75,-0.47,8.61,-1.22,11.85,6.83,9.30,1.20,-1.88,-2.60,42.88
-0.08,-0.68,10.51,1.20,9.20,1.51,10.81,1.72,-5.01,-3.12,-4.30
-0.13,0.18,8.17,-1.04,10.82,-2.30,8.65,1.18,-56.42,-3.90,-7.67
0.96,0.13,12.01,-1.00,9.44,6.90,6.72,2.13,7.52,-4.42,55.24
-0.42,0.17,8.44,-0.71,8.71,-6.02,10.11,2.00,15.67,-4.68,-24.10
0.44,-0.36,7.60,-0.63,8.02,2.03,5.51,2.91,13.16,-4.68,25.36
0.75,-0.16,9.28,-0.78,9.09,9.40,12.77,2.70,1.25,-4.16,42.77
-0.32,-0.86,9.61,0.96,8.67,-1.88,14.97,2.75,-1.88,-4.42,-18.27
1.11,4.40,10.10,0.40,9.87,18.41,11.94,2.85,5.01,-4.68,63.37
-0.28,1.07,9.98,1.03,9.83,-1.78,9.84,3.50,14.42,-2.60,-16.17
0.15,0.63,9.86,1.67,10.58,3.66,10.40,3.17,46.39,-0.52,8.70
-0.24,1.08,9.61,3.47,9.36,1.97,9.72,1.83,-25.70,-0.26,-13.77
-0.11,0.63,10.05,1.18,10.29,0.23,9.55,1.42,-17.55,-1.56,-6.21
-0.22,0.81,10.39,0.80,10.81,-1.24,8.14,0.84,-3.13,-2.86,-12.75
-0.36,0.80,11.03,-0.46,11.20,-5.00,10.57,1.01,3.13,-2.86,-20.62
-0.28,1.22,8.57,0.03,8.95,-3.27,9.79,1.40,62.69,-1.82,-15.93
-0.08,-0.21,9.10,-0.10,9.56,-0.87,9.88,1.39,-1.88,-0.26,-4.73
-0.05,0.96,10.77,0.39,9.91,-0.34,10.07,1.02,-11.28,1.30,-3.01
-0.06,0.72,9.38,-0.04,10.01,-0.89,9.35,0.13,-17.55,1.04,-3.67
-0.06,-0.70,9.05,-0.65,10.49,-1.27,10.50,-0.18,-5.64,0.78,-3.66
-0.10,1.31,9.84,0.64,9.77,-0.61,10.07,-0.01,1.25,0.78,-5.78
-0.03,-0.36,9.73,-0.32,9.66,-0.64,9.91,0.01,0.63,0.78,-1.91
0.09,-0.30,9.69,-0.55,9.95,0.29,9.68,0.01,0.63,2.60,5.39
0.09,-0.36,9.80,0.18,9.60,1.32,9.88,-0.18,-6.90,2.60,5.31
0.23,-0.34,8.87,-0.48,9.13,1.50,8.76,-0.65,-7.52,2.08,13.05
-0.08,-0.74,9.46,0.41,10.03,0.01,9.39,-0.90,-2.51,1.30,-4.56
0.19,0.14,10.30,-1.61,9.61,-0.36,8.40,-0.85,6.27,0.52,11.10
-0.01,0.10,10.22,-0.93,10.34,-1.28,9.62,-0.63,1.88,0.52,-0.39
0.05,-0.48,9.73,0.21,10.31,0.95,10.72,-0.26,6.90,1.56,2.58
-0.14,-0.19,8.65,0.60,9.70,-0.43,8.27,-0.26,-5.01,2.86,-8.04
0.09,-0.53,11.14,1.06,11.20,2.91,11.89,0.01,-11.28,3.12,5.35
-0.22,-0.43,10.06,0.77,9.80,-1.08,11.38,-1.05,-6.90,2.60,-12.60
0.50,-0.66,8.79,-1.89,9.45,2.39,9.05,-1.40,-0.63,2.08,28.37
-0.29,0.36,10.60,-1.20,10.58,-4.50,9.15,-1.30,6.90,1.30,-16.67
0.09,-0.11,10.56,-1.04,9.34,-0.73,10.94,-0.55,5.64,1.82,5.07
-0.35,-0.44,10.73,-0.16,9.52,-3.94,10.62,-0.97,1.25,2.60,-20.01
0.22,-0.67,10.88,0.19,9.08,2.85,9.93,-1.13,-6.27,2.86,12.53
0.71,-0.29,10.78,-0.19,8.48,6.04,7.33,-1.48,-5.64,2.86,40.60
-0.44,-0.95,11.62,0.87,10.57,-2.77,9.44,-1.19,-5.01,2.60,-24.96
0.46,-0.29,10.59,0.65,10.81,6.18,10.14,-1.85,-0.63,2.08,26.11
-0.56,-0.41,10.03,-0.19,8.97,-5.97,9.30,-1.26,55.79,2.08,-31.98
0.84,0.56,9.67,-3.89,9.38,3.71,11.98,-1.73,-2.51,2.34,48.10
0.44,-0.12,10.48,-1.13,9.26,3.86,13.94,-1.45,10.66,3.38,25.21
-0.52,-0.37,11.18,-0.08,9.45,-6.21,10.89,-0.96,-7.52,4.16,-29.87
-0.13,-0.11,11.00,-1.65,8.86,-4.17,9.89,-2.13,-10.66,5.46,-7.44
-1.39,-0.62,9.24,-0.44,8.30,-15.54,2.17,-2.35,-15.67,3.38,-79.39
0.41,-2.38,6.55,-0.33,10.19,3.39,7.02,-3.02,1.25,1.82,23.67
-0.95,-0.10,12.05,-0.48,10.12,-19.12,11.95,-1.87,4.39,0.26,-54.24
0.20,-3.33,9.37,-4.31,10.27,-2.57,11.58,-1.58,23.19,0.26,11.33
0.08,-0.27,10.36,-1.82,9.97,-1.59,10.14,-0.70,8.15,1.56,4.76
0.01,-2.29,9.38,-1.32,9.17,-0.96,10.22,-0.46,-1.88,2.60,0.69
0.46,-0.04,10.52,0.13,10.54,5.45,10.43,-0.17,-9.40,1.82,26.51
0.17,-0.89,9.57,-0.63,9.27,1.31,11.57,-0.85,2.51,0.78,9.79
-0.10,-0.71,9.80,-1.02,9.73,-2.17,9.90,-0.41,8.78,0.00,-5.70
-0.08,-0.71,9.76,0.55,9.72,0.28,9.83,-0.06,5.01,-0.26,-4.39
-0.01,-1.28,9.78,-0.26,9.70,0.05,9.87,0.01,1.25,-0.78,-0.39
0.04,-0.50,9.91,-0.23,9.82,0.27,10.11,0.01,0.00,-2.08,2.30
0.14,-0.72,10.95,-0.59,10.61,0.95,10.75,0.18,7.52,-2.86,8.04
-0.30,-0.50,9.80,-0.23,9.33,-3.10,9.38,0.55,7.52,-3.12,-17.47
0.01,0.20,10.71,-0.66,10.73,-1.00,11.95,0.95,6.27,-3.38,0.46
0.19,-0.38,11.26,-1.23,11.53,0.56,8.94,1.43,68.33,-2.08,11.15
0.43,0.97,10.47,-0.06,9.56,4.23,10.54,1.48,-6.90,-0.78,24.59
-0.00,-0.24,9.02,0.38,9.03,0.62,9.88,1.20,-9.40,-0.78,-0.25
0.04,1.05,10.21,-0.18,9.11,-0.32,9.23,0.19,-5.64,-2.08,2.15
-0.06,-1.09,9.90,-0.22,9.89,-0.50,9.83,0.68,0.63,-3.12,-3.58
-0.33,0.40,10.39,-0.45,7.98,-4.70,10.13,0.98,7.52,-3.90,-18.75
-0.27,-0.11,10.26,-0.78,9.92,-3.26,8.25,1.45,10.03,-3.90,-15.61
0.62,-0.85,9.94,-1.60,10.32,4.29,9.12,1.48,6.27,-2.86,35.41
0.55,0.15,8.28,0.89,11.03,6.94,9.12,2.14,3.13,-1.82,31.74
0.14,-0.21,9.77,1.53,10.84,4.96,14.22,1.30,-6.90,-1.56,8.24
0.03,0.28,10.94,1.19,9.61,2.15,10.60,1.44,-7.52,-2.60,1.97
0.11,0.33,9.97,-0.85,9.84,-0.19,10.78,1.34,5.01,-3.38,6.48
-0.69,1.43,9.43,-0.29,8.06,-10.19,9.72,1.02,8.78,-3.38,-39.41
0.22,0.35,10.68,-0.11,9.96,1.54,7.83,1.83,3.13,-2.86,12.80
-0.13,1.16,8.42,0.72,9.08,-0.58,8.68,1.45,4.39,-1.30,-7.22
0.52,1.08,10.02,1.04,8.09,6.07,7.87,1.77,-6.90,-0.26,29.78
0.06,0.90,9.72,1.79,9.86,2.71,9.85,1.29,-10.03,0.00,3.30
0.15,1.28,9.62,0.68,9.16,1.68,8.40,0.62,-11.28,-0.52,8.44
-0.04,0.24,8.89,-0.07,8.86,-0.53,8.95,0.11,-12.54,-1.30,-2.18
0.02,-0.58,9.80,1.00,9.82,1.74,9.51,-0.42,0.00,-1.82,1.19
0.35,2.06,10.12,-0.31,9.88,2.68,11.57,0.33,0.00,-1.56,19.98
-0.11,-0.28,8.87,-0.31,8.29,-1.21,8.27,0.48,3.76,-0.52,-6.10
0.10,0.45,9.18,1.02,9.42,2.29,9.96,0.22,-3.76,-0.52,5.53
-0.09,-0.51,9.13,-0.05,9.34,-0.70,9.59,0.00,0.00,-0.52,-4.89
0.01,-0.51,9.61,-0.27,9.55,-0.14,9.67,0.00,0.00,-0.26,0.29
0.02,-0.35,9.73,-0.16,9.78,0.06,9.83,-0.01,0.00,-0.26,0.88
-0.00,-0.29,9.80,-0.24,9.81,-0.26,9.95,0.01,-0.63,-0.52,-0.19
-0.01,-0.25,9.84,-0.21,9.85,-0.31,9.79,-0.01,0.63,-0.52,-0.66
-0.05,-0.36,9.84,0.01,9.78,-0.34,9.79,0.00,0.00,-0.78,-2.90
0.04,-0.28,9.92,-0.10,9.64,0.36,10.00,0.01,0.00,-1.56,2.24
-0.10,-0.44,9.91,0.13,9.90,-0.61,9.39,0.02,0.00,-2.08,-5.70
0.02,-0.37,9.65,-0.11,9.63,0.14,10.11,0.18,3.76,-2.60,0.89
-0.14,-0.38,11.37,0.12,11.61,-1.47,12.47,0.36,-0.63,-2.60,-8.23
0.05,-0.26,10.66,-0.58,10.50,-0.14,10.36,0.71,-0.63,-2.60,3.03
-0.18,-0.24,8.20,-0.52,9.99,-1.99,8.06,0.97,3.13,-1.82,-10.55
-0.16,-0.40,9.54,0.11,9.86,-1.38,10.25,0.51,0.00,-1.30,-9.39
-0.01,-0.27,9.77,0.30,8.94,0.49,10.04,1.02,3.13,-1.56,-0.64
0.24,0.42,9.26,-1.22,10.44,0.68,9.05,0.89,3.13,-2.34,13.84
-0.31,9.22,10.55,2.64,10.96,-2.87,9.48,0.92,0.63,-2.86,-17.84
0.36,-0.32,8.46,-1.02,8.80,2.54,11.75,0.63,-52.03,-0.78,20.35
0.15,-0.96,9.34,-0.27,10.41,1.55,10.00,1.12,-10.03,0.00,8.87
0.03,-1.05,9.64,1.48,9.26,3.14,10.45,0.51,-13.79,0.52,1.88
0.09,0.67,10.09,-0.43,9.77,-0.01,9.83,0.10,-5.01,0.26,4.88
-0.03,0.02,9.96,0.13,9.87,-0.07,9.91,0.00,0.63,0.52,-1.44
0.02,0.37,9.89,-0.09,9.89,-0.09,9.79,0.00,0.63,1.04,1.04
0.03,-0.32,9.80,-0.72,9.94,-0.56,9.55,-0.02,-0.63,1.30,1.59
0.09,-0.21,9.92,-0.50,9.76,0.29,9.96,-0.02,-0.63,2.86,5.30
-0.07,-0.70,10.20,1.13,8.24,1.75,10.09,-0.24,-6.90,2.86,-3.77
0.11,-0.85,10.57,-1.90,8.80,-1.43,8.55,-0.74,-12.54,2.86,6.18
-0.29,-0.38,8.87,1.56,9.34,-0.59,10.47,-1.18,-6.27,1.56,-16.66
-0.49,0.24,10.71,1.28,8.98,-2.88,9.58,-1.25,-59.55,1.04,-28.06
0.16,0.09,10.15,-1.28,9.57,-0.34,10.07,-0.88,9.40,0.78,8.92
0.00,-0.61,9.83,-1.06,9.89,-1.18,9.83,-0.63,2.51,1.30,0.15
-0.13,0.06,9.36,-0.77,10.31,-2.48,10.50,-0.50,3.76,2.34,-7.52
