acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
-7.04,7.30,-6.74,7.32,-0.15,9.91,-0.01,-1.25,41.60,41.26,6.36
-6.31,7.43,-6.56,7.41,-0.15,9.87,0.01,1.88,41.08,41.07,-11.63
-6.89,7.45,-6.59,7.48,-0.03,9.95,-0.01,-1.25,40.82,40.68,7.00
-6.39,7.39,-6.49,7.41,-0.23,9.87,0.00,1.88,40.04,40.07,-12.05
-3.21,7.65,-5.52,7.63,-0.11,9.83,-0.01,0.63,40.04,39.26,-4.30
-8.03,7.39,-7.15,7.38,-0.19,9.87,0.00,0.00,41.34,41.65,-1.09
-9.91,7.16,-7.14,7.15,-0.19,9.87,-0.02,-1.88,41.86,39.37,9.72
-8.13,7.27,-6.93,7.39,-0.42,10.11,0.01,0.63,41.86,38.75,-5.89
-6.68,7.61,-6.30,7.63,0.19,9.95,0.05,1.88,41.86,39.98,-9.62
-7.05,7.00,-6.99,7.05,-0.58,10.03,0.06,0.00,41.86,41.30,-3.29
-11.60,5.67,-7.45,7.03,-1.94,9.81,-0.15,8.78,41.86,26.94,-47.52
-9.56,6.16,-8.53,5.11,-1.25,10.26,1.08,15.67,41.86,52.93,-58.76
-5.92,5.38,-6.80,7.84,-8.08,4.51,1.81,8.78,41.86,-21.68,-75.01
-7.96,7.10,-6.02,6.05,-10.51,6.90,1.58,11.91,41.86,-13.62,-72.88
-7.47,7.77,-5.58,7.58,-6.78,7.41,2.60,3.13,41.60,-9.41,-53.22
-6.18,7.58,-8.17,6.59,-20.18,7.62,2.18,4.39,41.60,-14.24,-72.78
-4.06,6.63,-6.56,7.55,18.37,16.83,2.71,-3.76,41.86,90.98,52.75
-3.67,8.01,-3.76,7.06,-1.33,8.11,2.45,46.39,41.86,20.15,-80.35
-4.16,8.78,-5.64,9.74,-10.19,11.87,2.13,-1.88,41.60,-9.12,-34.98
-3.48,8.43,-5.49,7.95,2.05,12.09,1.22,-8.78,41.60,48.39,41.85
-3.71,8.91,-6.61,8.14,-0.76,12.57,1.42,-8.15,41.60,40.88,30.45
-8.11,7.61,-5.50,7.38,0.31,9.59,1.04,-6.27,41.60,33.72,34.47
-7.48,7.55,-5.32,7.64,1.80,10.57,0.75,-6.27,41.60,40.16,37.36
-6.81,6.37,-6.61,7.77,4.22,10.71,0.38,44.51,41.86,59.72,-75.12
-4.80,7.91,-5.93,7.68,0.05,9.67,-0.04,-5.01,41.60,40.13,27.63
-4.76,8.31,-6.11,8.09,-0.26,9.03,-0.22,-0.63,41.60,37.91,2.34
-4.42,8.66,-4.70,8.21,1.79,9.92,-0.03,-10.03,41.60,41.09,49.98
-5.40,9.06,-6.04,9.17,4.56,11.10,-1.28,-16.30,41.60,56.60,61.98
-5.33,7.75,-7.02,9.99,-6.58,9.60,-1.81,-11.91,41.86,0.82,29.05
-3.97,7.44,-5.67,8.16,-1.02,7.71,-1.76,48.89,41.86,29.27,-81.22
-5.06,8.69,-7.22,11.22,1.01,6.61,-2.59,-59.55,41.86,42.09,83.77
-4.79,9.96,-4.81,5.97,12.51,10.66,-2.27,-6.90,41.60,96.61,61.21
-4.31,8.47,-6.04,7.28,-3.74,9.09,-2.75,1.25,41.60,21.99,-28.76
-7.74,7.39,-4.89,3.93,0.51,8.44,-1.89,6.27,41.86,58.92,-34.30
-3.52,7.64,-7.02,5.34,3.08,10.42,-2.24,7.52,41.86,78.14,-23.09
-4.15,7.10,-6.59,6.50,7.98,10.48,-1.39,0.63,41.60,87.38,35.05
-7.46,6.81,-7.41,7.38,-10.98,9.49,-1.59,3.13,41.60,-4.94,-56.10
-9.83,6.94,-9.02,6.48,-0.68,10.54,-1.18,3.76,41.60,50.46,-22.83
-12.77,6.15,-8.22,6.20,3.19,10.08,-0.88,8.15,41.86,63.94,-26.23
-9.64,5.52,-8.40,6.40,-1.32,11.11,-0.07,3.13,41.86,42.89,-21.86
-9.39,5.97,-7.59,5.44,-2.29,7.98,-0.29,7.52,41.86,36.85,-50.89
-9.28,7.84,-6.63,7.96,0.68,10.12,0.00,-1.88,41.60,39.01,14.19
-8.72,7.26,-7.05,7.20,0.16,10.15,0.01,0.63,41.60,42.74,-2.65
-9.13,7.10,-7.62,7.40,-0.15,9.91,0.00,1.25,38.74,42.31,-8.07
-7.92,7.06,-5.88,7.61,-0.15,9.99,0.01,0.00,34.32,32.41,-0.85
-6.06,7.32,-5.36,8.08,-0.19,9.87,-0.00,0.63,29.12,30.32,-4.72
-3.50,7.86,-4.44,8.65,-0.39,10.23,0.01,0.63,23.14,26.00,-5.70
-2.02,8.31,-4.15,8.32,-0.40,9.47,0.07,0.63,18.46,28.26,-6.19
-1.57,8.80,-2.49,9.38,-3.72,9.64,0.34,8.15,14.56,-4.66,-50.92
-0.91,9.34,-3.76,9.86,-3.09,8.29,0.03,5.64,11.44,5.18,-46.46
-0.81,9.94,-2.30,9.57,0.64,9.09,0.97,6.90,10.14,20.91,-34.53
-2.08,10.77,-1.78,9.39,-0.90,10.38,1.25,3.76,9.88,5.73,-24.15
-2.23,10.58,-0.71,8.93,-0.92,10.70,1.38,0.63,9.36,-3.91,-8.21
-0.25,8.65,-1.73,10.36,6.14,11.34,0.95,3.13,9.10,40.15,14.85
-0.75,8.34,-1.64,7.84,-1.39,8.95,1.50,-3.13,9.36,5.61,11.04
-1.41,8.73,-0.71,10.09,7.26,9.65,1.49,2.51,10.40,39.41,26.23
-0.25,7.83,-0.28,10.87,-2.93,8.50,0.92,-1.88,11.18,-17.62,-7.05
-1.94,9.80,-1.22,9.18,2.87,10.00,1.27,-5.64,12.48,22.13,40.41
-2.64,9.90,-2.34,9.31,3.58,10.05,1.03,-7.52,13.78,33.37,47.84
-2.65,10.24,-1.22,9.62,1.38,9.72,0.40,-16.30,13.52,12.28,61.19
-2.11,8.83,-1.61,9.61,0.35,10.36,-0.13,-15.04,11.96,10.11,56.07
-2.80,8.85,-0.51,10.97,3.68,11.30,-0.66,-10.66,10.14,16.43,51.77
-1.20,8.18,-0.50,10.18,10.60,12.34,-1.39,-16.30,6.76,41.93,65.35
-0.43,9.46,-0.29,9.22,7.16,9.83,-1.35,50.15,3.12,37.59,-77.12
0.84,7.18,1.81,12.03,10.13,10.45,-2.11,-58.92,-0.78,35.24,81.40
1.08,8.49,1.83,11.85,3.80,10.04,-2.33,-5.01,-4.16,11.61,41.28
0.32,7.69,2.30,10.28,-0.96,7.45,-1.69,2.51,-8.06,-22.41,-24.94
3.55,9.74,0.15,7.81,-5.96,8.48,-2.16,5.64,-11.70,-26.17,-53.83
1.65,9.36,1.57,10.25,-6.51,9.37,-1.37,-0.63,-14.82,-43.08,-32.12
3.47,10.71,1.96,11.10,-0.59,10.73,-1.78,5.01,-17.68,-10.24,-27.59
2.25,10.16,1.68,10.69,-3.48,8.25,-1.08,9.40,-18.98,-30.51,-57.34
3.59,10.00,1.25,9.80,-3.55,9.81,-0.33,15.67,-19.24,-22.09,-62.95
3.09,11.00,1.35,10.29,-1.98,9.55,0.30,11.28,-17.94,-15.69,-54.26
3.34,10.45,1.26,9.80,-3.21,11.34,0.71,7.52,-15.60,-18.69,-43.43
2.92,8.68,2.53,8.39,-19.29,12.88,1.20,8.15,-12.22,-72.33,-64.86
1.94,9.52,0.27,8.71,-5.44,10.04,1.08,-50.78,-7.28,-26.14,77.51
0.21,10.11,-0.44,10.53,-4.07,9.75,2.12,3.76,-1.82,-19.00,-38.77
-2.01,8.42,-1.09,12.94,-11.56,9.88,1.83,13.16,4.42,-46.56,-68.22
-2.93,8.66,-2.61,9.43,-2.34,7.37,2.50,-5.01,9.88,-3.25,19.97
-3.83,9.61,-2.32,10.70,-19.78,11.68,2.01,-1.88,15.60,-50.44,-56.87
-4.26,7.93,-3.41,12.07,14.74,14.32,2.37,-8.15,19.76,58.61,57.96
-5.26,9.91,-3.97,9.70,7.04,12.08,1.60,-6.90,23.14,50.22,49.10
-4.49,9.15,-3.65,9.80,2.17,9.31,1.64,-12.54,25.22,31.51,57.65
-3.24,11.23,0.23,8.85,5.65,9.78,1.14,-4.39,26.26,19.23,45.74
-5.04,9.85,-2.60,9.94,3.86,9.78,0.27,-19.43,25.74,31.17,67.23
-4.73,9.19,-1.88,10.29,1.87,11.92,-0.29,-14.42,24.44,13.30,53.79
-5.36,8.16,-2.17,10.11,1.31,8.41,-1.00,-18.81,21.58,14.08,67.32
-1.42,8.55,-1.62,9.14,-3.09,8.06,-1.74,-13.16,17.94,-10.71,51.33
-1.21,9.34,-4.51,9.24,-0.27,8.13,-1.69,-6.27,14.04,30.03,36.43
-3.38,10.78,-0.05,10.56,1.69,12.92,-2.56,-8.15,9.36,0.98,37.28
-1.04,8.71,-0.66,9.74,9.10,13.13,-2.09,0.63,4.68,37.69,32.85
-0.16,8.49,-1.26,8.28,5.36,11.78,-2.56,-1.88,0.26,35.95,31.57
0.49,8.74,0.72,9.02,-4.73,10.16,-1.85,6.90,-3.64,-29.93,-48.82
-0.11,10.67,-1.56,11.17,-7.39,8.44,-2.13,1.25,-7.02,-30.73,-45.69
-0.55,8.42,-0.27,8.61,-1.71,8.74,-1.71,3.76,-9.88,-9.98,-32.05
2.30,9.60,0.48,11.42,2.09,10.88,-0.83,10.03,-12.48,11.81,-36.13
-0.32,8.72,0.31,8.72,-0.87,9.19,-0.97,11.28,-14.82,-8.97,-52.92
-0.76,8.97,1.32,9.80,-1.08,10.15,-0.60,4.39,-17.94,-17.80,-28.33
4.21,8.94,2.61,9.41,-1.05,9.39,-0.24,9.40,-22.62,-18.20,-48.08
4.18,8.53,3.86,8.54,-0.03,10.15,0.03,1.25,-25.48,-23.84,-7.23
3.43,8.28,4.32,8.55,-0.07,9.91,0.02,-1.25,-28.86,-28.64,6.82
6.62,8.21,5.53,8.45,-0.11,9.83,-0.01,-0.63,-31.98,-31.62,2.99
4.87,7.94,5.21,8.14,-0.12,9.87,-0.01,0.00,-35.10,-33.68,-0.68
7.32,7.85,6.29,8.03,-0.08,9.91,0.01,0.00,-37.44,-36.60,-0.45
9.92,8.05,7.32,8.04,-0.15,9.87,-0.01,-1.25,-37.96,-39.21,6.37
4.20,7.86,5.55,7.89,-0.15,9.79,-0.01,-1.25,-37.96,-38.35,6.42
5.26,7.88,5.79,7.94,-0.19,9.83,0.00,1.25,-37.96,-38.04,-8.34
6.74,7.91,6.12,7.92,-0.11,9.83,0.02,0.63,-37.96,-37.35,-4.31
5.59,7.96,5.69,7.78,-0.15,9.79,0.00,1.25,-38.22,-37.42,-8.15
5.36,7.84,5.82,7.94,-0.19,10.03,-0.01,-1.25,-37.96,-37.98,6.07
5.44,7.81,6.17,7.99,-0.11,9.51,0.01,1.25,-37.96,-39.30,-8.16
4.00,7.77,7.65,8.08,0.57,10.07,-0.02,-0.63,-38.22,-44.46,6.77
6.26,7.71,6.56,7.64,-1.08,11.35,-0.08,-1.25,-37.70,-46.65,0.86
8.16,8.01,6.91,8.11,1.15,10.84,-0.01,0.00,-38.22,-32.34,6.05
8.99,7.11,9.10,7.21,4.47,11.87,0.00,0.63,-37.96,-30.91,17.96
8.62,7.46,10.15,7.59,3.17,13.01,0.03,-0.63,-38.22,-40.82,16.27
6.02,5.54,8.60,6.01,3.98,11.34,0.00,0.00,-37.96,-37.75,19.36
10.86,4.47,8.83,4.63,3.42,8.09,0.01,0.63,-38.22,-36.98,19.04
4.80,5.16,6.58,5.42,1.92,7.76,0.00,0.63,-37.96,-38.83,9.46
5.89,6.44,5.85,6.67,0.19,8.47,-0.01,-0.63,-37.96,-39.54,5.49
7.01,7.19,5.79,7.55,-0.50,9.23,0.01,2.51,-37.96,-37.88,-18.05
5.64,8.17,5.30,8.16,-0.77,10.27,-0.01,-1.25,-38.22,-36.68,2.72
8.35,7.72,6.37,7.88,-0.21,9.39,0.01,0.00,-38.22,-36.64,-1.29
7.00,6.84,6.54,6.95,0.93,9.08,-0.01,-0.63,-37.96,-36.53,9.71
8.55,6.51,7.72,6.55,1.91,8.92,0.00,0.00,-38.22,-36.41,12.06
7.28,6.03,7.80,6.14,2.31,9.36,0.00,-0.63,-38.22,-38.38,17.43
7.26,5.61,7.91,5.72,2.99,9.77,0.01,1.25,-38.22,-37.76,10.07
11.31,5.78,9.55,6.37,2.93,9.57,0.03,1.88,-38.48,-36.44,6.25
2.53,6.08,6.70,5.88,2.29,10.73,0.02,-0.63,-37.96,-42.82,15.19
11.90,5.10,8.63,5.14,2.99,8.21,-0.01,-0.63,-37.96,-35.20,23.78
4.97,6.60,7.14,6.74,2.32,10.57,0.00,0.00,-38.22,-37.11,12.37
9.82,5.67,7.88,5.50,2.53,8.92,0.01,-0.63,-38.22,-36.94,19.48
6.87,5.87,8.04,5.83,3.05,10.01,0.04,1.25,-38.22,-38.56,10.17
7.76,4.98,8.22,5.03,3.50,9.05,0.01,-0.63,-38.48,-37.79,24.53
6.45,5.55,7.79,5.61,3.24,9.45,-0.09,-4.39,-37.96,-36.87,38.90
10.96,5.10,10.45,5.22,5.89,9.87,-0.29,-5.64,-38.22,-32.00,49.44
9.12,4.46,11.11,4.84,5.29,8.72,-0.90,-17.55,-38.48,-35.97,69.11
8.84,7.62,9.96,6.77,14.29,7.49,-1.14,-15.04,-38.22,4.23,75.67
11.42,2.46,9.63,3.80,9.87,10.05,-2.60,-16.30,-37.96,-19.86,69.00
12.47,6.73,7.99,3.49,20.50,12.44,-2.70,-14.42,-38.22,-11.43,70.39
5.13,6.05,8.63,6.58,-6.76,10.62,-3.55,-11.28,-38.22,-88.11,23.08
8.08,5.85,9.86,6.78,4.90,9.24,-3.32,-45.76,-38.22,-27.94,79.67
6.95,9.55,6.63,8.51,-17.65,11.22,-2.68,6.90,-38.22,-96.29,-65.44
5.93,2.33,6.46,5.28,-3.30,11.60,-2.85,1.88,-37.96,-62.15,-24.08
9.51,4.95,8.18,6.76,14.09,10.69,-1.94,5.64,-38.22,6.85,38.30
3.29,4.36,6.66,5.75,8.58,6.36,-2.21,5.01,-38.22,1.84,29.25
9.13,7.45,8.80,6.85,18.59,14.23,-1.30,9.40,-38.22,-0.06,32.84
8.97,5.76,6.90,4.70,-8.05,7.94,-1.62,6.90,-38.22,-100.34,-62.01
7.12,5.90,6.27,6.19,3.06,9.70,-1.27,6.27,-38.22,-25.88,-18.32
4.11,6.55,6.13,6.85,-3.28,9.08,-0.24,8.78,-37.96,-64.56,-53.02
8.17,7.05,6.63,7.08,1.01,9.08,-0.28,13.16,-37.96,-34.17,-53.25
9.96,6.60,7.59,6.27,1.24,9.56,0.29,7.52,-38.22,-40.10,-33.34
6.61,5.89,7.15,5.74,2.32,10.05,-0.10,-55.16,-38.22,-39.28,80.08
8.02,6.03,7.48,5.25,1.31,8.88,0.78,3.13,-38.22,-47.31,-11.60
7.17,6.28,6.96,5.82,5.30,9.91,1.10,5.64,-37.96,-22.48,-1.95
6.41,4.99,9.11,5.51,5.88,8.27,1.27,3.76,-38.22,-25.16,14.40
10.00,7.13,7.25,6.03,13.16,9.42,1.07,10.66,-37.96,6.48,14.88
6.32,7.15,8.02,6.03,10.48,10.05,1.91,2.51,-38.22,-10.84,38.41
5.60,3.11,7.65,3.91,-3.42,10.24,2.08,1.88,-37.96,-81.91,-27.35
8.36,7.20,7.14,7.70,-0.39,5.99,2.45,63.31,-37.70,-44.03,-84.63
8.34,11.35,3.35,9.24,18.11,15.34,2.11,-53.28,-38.22,39.65,77.87
6.65,6.83,7.00,2.78,-19.43,5.09,3.00,-1.25,-37.96,-155.21,-74.36
11.92,6.80,4.61,8.15,-8.31,9.20,2.62,0.63,-38.22,-54.50,-44.18
8.15,4.03,10.32,6.03,6.70,5.55,2.68,6.27,-38.22,-8.28,4.43
7.79,2.11,9.60,4.30,-12.90,7.60,2.86,-21.31,-38.22,-122.97,47.91
8.75,4.68,9.45,5.16,4.79,10.26,1.78,-21.31,-38.48,-36.17,68.55
10.09,4.89,8.67,4.38,-0.28,10.02,1.72,-10.03,-37.96,-64.42,44.22
6.95,5.45,9.08,5.96,4.75,10.01,1.15,-8.15,-37.96,-32.69,52.17
11.05,4.43,9.78,4.61,7.70,9.03,0.44,-18.18,-38.22,-22.85,70.77
7.02,5.60,7.86,5.72,3.26,9.17,-0.04,-4.39,-38.22,-35.22,39.84
8.28,6.36,7.55,5.78,-4.34,10.26,-0.14,2.51,-37.96,-75.52,-33.69
8.77,5.60,7.82,5.70,3.62,9.49,-0.08,-2.51,-37.44,-31.63,32.84
9.76,6.93,6.87,6.20,2.51,7.81,-0.22,-1.25,-36.66,-26.48,25.76
15.54,5.76,10.44,5.19,1.47,8.40,-0.44,-8.78,-34.58,-49.84,50.66
8.88,7.70,7.41,6.48,0.66,9.11,-0.90,-9.40,-30.42,-44.53,47.85
10.60,6.09,8.32,7.31,7.96,8.29,-1.31,-12.54,-24.96,-0.06,67.98
6.58,8.21,6.87,7.07,11.29,11.54,-1.71,-4.39,-17.94,-2.03,53.64
5.30,6.09,5.49,8.56,-15.86,8.49,-1.44,-7.52,-10.92,-92.23,-44.46
3.79,8.63,4.17,9.57,-2.19,6.13,-2.34,-6.27,-4.42,-43.17,33.62
1.74,7.46,1.69,9.45,20.49,9.72,-2.10,-8.78,1.04,55.34,71.63
0.98,9.91,2.17,10.05,12.95,6.83,-2.74,2.51,5.98,47.68,56.82
0.16,13.99,-0.43,9.59,-7.16,8.37,-2.15,-0.63,11.44,-35.81,-37.95
-0.81,10.85,-0.19,11.04,18.80,11.08,-2.81,3.13,16.90,59.24,54.73
-3.11,9.37,-1.61,9.92,-10.15,7.53,-1.91,1.88,21.06,-47.51,-57.96
-4.66,7.62,-3.45,10.00,-9.65,9.12,-2.10,3.76,22.88,-31.19,-55.78
-1.69,8.62,-3.04,9.02,-8.38,7.87,-0.98,15.04,23.66,-25.67,-71.43
-2.52,8.71,-2.87,8.85,2.51,10.73,-0.91,12.54,25.22,31.78,-43.07
-3.06,8.70,-2.60,8.94,2.13,9.41,-0.09,16.93,27.56,27.77,-57.56
-4.86,9.59,-2.14,9.18,3.68,10.14,0.34,3.76,29.12,27.06,-0.45
-2.99,8.92,-2.06,9.33,3.17,9.25,0.65,8.15,29.90,29.19,-28.28
-2.92,11.42,-2.39,10.92,1.61,11.50,0.90,1.88,30.42,19.55,-1.33
-3.78,8.79,-2.97,9.66,2.14,10.20,0.58,1.88,30.68,26.78,1.43
-4.36,10.57,-3.81,9.08,0.55,9.80,1.37,3.76,30.42,26.09,-18.15
-3.20,8.51,-3.31,9.06,7.13,10.55,1.49,1.88,29.38,53.92,26.47
-0.06,10.26,-1.01,10.08,9.61,7.59,1.03,2.51,28.08,59.41,43.09
-0.05,9.06,-1.43,9.54,4.37,9.77,1.53,-5.64,26.78,35.36,45.69
1.96,9.93,0.38,10.61,1.87,8.68,1.47,3.76,26.00,13.26,-12.26
-0.02,10.93,1.86,10.91,-1.03,10.79,0.60,-5.01,26.52,-18.68,20.28
-0.91,12.18,-1.00,11.61,4.23,10.14,0.48,-20.06,26.26,27.80,67.34
-1.30,10.16,-0.53,11.12,6.10,10.23,-0.23,-9.40,24.96,32.06,56.57
-1.69,9.51,-0.29,8.12,7.13,8.23,-0.30,43.88,22.36,39.13,-77.38
-0.87,10.54,0.61,10.88,8.70,7.15,-1.52,-72.09,18.98,44.57,84.95
-0.06,10.11,0.94,10.63,-0.53,9.43,-2.01,-10.66,15.34,-10.14,47.04
0.61,8.78,0.66,10.73,9.63,11.22,-1.69,0.63,9.62,37.21,38.74
2.08,9.63,-0.05,9.60,-17.88,8.46,-2.23,-5.01,4.94,-59.68,-56.68
3.45,10.37,2.43,8.80,-8.90,9.35,-1.89,3.13,-0.26,-57.64,-52.18
