acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
-8.57,7.53,-6.10,7.49,-0.01,10.31,-2.24,55.16,41.60,34.69,-79.42
-6.52,8.58,-7.14,7.04,-0.11,10.99,-2.90,-57.67,41.60,48.18,79.19
-6.77,7.08,-8.05,7.50,1.23,10.75,-2.31,5.01,41.60,54.61,-19.41
-8.99,6.51,-6.95,5.96,0.16,9.88,-2.68,-1.25,41.60,48.06,8.17
-10.49,5.73,-8.26,6.16,-3.52,9.53,-1.91,9.40,41.60,29.34,-53.61
-8.56,7.41,-8.75,7.10,-0.52,10.15,-2.21,5.64,41.60,48.70,-31.25
-7.08,6.70,-7.06,6.97,-0.83,10.03,-1.42,5.01,41.60,40.22,-30.25
-5.25,7.63,-7.38,6.56,-0.74,10.51,-1.89,0.00,41.60,48.93,-4.04
-3.79,7.30,-6.33,7.27,-1.55,9.34,-1.71,3.13,41.60,35.67,-26.61
-5.13,7.23,-6.69,6.96,-0.65,10.03,-0.97,4.39,41.60,42.98,-26.66
-6.46,7.05,-7.21,6.78,-0.78,10.03,-1.40,3.13,41.60,43.78,-21.33
-7.68,7.25,-6.71,7.17,-0.54,9.91,-1.25,1.88,41.60,38.53,-13.71
-7.72,7.02,-6.97,6.98,-0.57,9.79,-0.55,3.13,41.60,40.54,-20.71
-9.43,6.68,-7.06,6.65,-0.76,9.95,-0.97,3.76,41.86,38.62,-24.44
-8.53,6.71,-7.23,6.81,-0.88,9.67,-0.70,5.01,41.60,39.34,-31.40
-16.51,6.30,-10.95,6.41,-1.11,10.03,-0.45,5.01,41.60,47.66,-31.42
-9.66,7.05,-7.71,7.10,-0.61,10.03,-0.08,6.27,40.30,40.99,-34.45
-8.38,7.38,-6.40,7.74,0.19,9.63,0.04,-0.63,37.70,36.89,4.86
-7.36,7.11,-6.04,7.57,-0.30,9.91,0.01,0.63,33.02,33.94,-5.33
-5.18,7.57,-4.98,8.17,-0.35,9.91,0.06,1.88,27.82,28.31,-12.68
-3.10,8.06,-3.79,8.55,-0.57,9.99,0.08,0.63,23.14,21.61,-6.85
-3.44,8.24,-4.00,8.84,-0.80,9.75,0.18,0.63,18.46,20.17,-8.35
-2.75,8.67,-3.12,9.21,-0.62,9.83,0.33,0.63,14.82,15.52,-7.21
-3.52,8.76,-2.85,10.15,-0.85,10.35,0.50,0.63,10.14,8.99,-8.13
-0.73,8.71,-2.10,9.25,-1.88,9.86,0.63,4.39,5.46,4.66,-32.44
0.25,9.26,-1.63,9.50,-2.31,9.66,0.40,-52.03,1.82,0.23,79.00
1.27,9.58,-0.78,9.50,-1.78,9.18,1.55,70.21,-0.26,-1.67,-82.73
0.34,9.79,0.07,9.41,-2.86,9.82,1.69,1.25,-1.30,-16.00,-22.72
-0.64,9.80,-0.49,9.91,-2.59,8.93,1.37,10.03,-2.60,-13.62,-54.71
-1.64,9.11,-1.01,9.62,1.13,10.32,2.09,-1.25,-3.38,10.82,13.02
-1.17,9.67,0.00,8.57,5.27,9.75,1.62,-55.16,-4.68,25.31,80.83
0.79,8.93,1.28,9.95,0.05,10.15,2.26,-4.39,-6.76,-7.82,23.59
1.27,10.70,0.94,9.93,-1.90,9.34,1.76,-58.92,-8.58,-16.41,80.70
0.78,9.05,1.64,10.07,-0.81,9.76,2.29,-5.64,-10.92,-15.36,26.33
2.86,9.32,2.39,9.18,0.36,10.03,1.74,1.88,-13.26,-11.64,-8.62
2.30,10.20,2.55,8.74,0.33,10.12,2.22,1.25,-15.86,-16.07,-5.24
2.87,9.01,2.51,9.74,-2.75,9.69,1.52,-59.55,-17.68,-29.21,80.31
3.18,8.65,3.11,8.53,0.51,10.47,2.04,-3.76,-19.76,-17.12,22.22
3.96,8.41,3.79,8.53,0.57,9.59,2.10,1.88,-20.80,-20.13,-7.79
1.87,8.58,4.16,9.10,1.16,10.44,2.07,53.91,-22.62,-21.94,-78.80
5.33,8.78,4.06,8.90,-0.78,10.43,1.96,1.25,-23.92,-26.20,-11.04
4.19,9.05,4.33,8.94,5.74,9.79,1.39,5.64,-25.22,4.17,0.55
5.06,8.13,4.32,8.99,-2.03,9.98,1.87,-6.90,-26.26,-34.99,25.98
4.67,8.39,5.13,8.83,0.52,9.83,1.27,-56.42,-26.78,-27.51,80.20
6.23,8.80,5.04,8.76,0.44,9.72,1.67,-7.52,-27.04,-25.17,39.32
4.17,9.27,4.70,8.22,0.52,9.71,1.53,-1.25,-26.78,-28.90,10.36
5.88,8.56,5.21,8.54,0.47,9.80,0.77,-62.69,-26.52,-27.41,81.18
4.41,8.16,4.93,8.35,0.92,9.48,1.17,53.91,-25.22,-25.74,-79.86
4.01,7.85,3.91,7.97,0.51,8.71,0.86,-5.01,-24.18,-22.40,32.36
3.64,8.37,4.58,8.51,0.85,9.60,0.54,-6.90,-23.66,-24.85,38.90
4.03,8.97,4.31,8.81,0.50,10.00,0.28,-5.01,-24.18,-23.88,28.89
4.28,9.20,4.04,9.09,-0.19,9.99,0.03,-2.51,-24.70,-24.69,13.03
5.50,9.04,4.52,9.00,0.12,9.95,-0.03,-1.88,-24.44,-24.15,11.34
5.47,9.15,4.22,9.14,-0.19,9.91,-0.09,-0.63,-23.92,-23.47,2.51
4.85,8.99,4.28,9.03,0.20,9.79,-0.16,-1.25,-22.88,-23.12,8.42
4.90,8.91,4.19,9.17,0.69,9.80,-0.28,-3.13,-20.80,-18.89,21.34
3.63,8.92,3.46,9.14,0.35,9.83,-0.41,-1.25,-17.68,-18.22,9.24
4.55,9.43,2.90,9.42,-0.50,10.03,-0.54,-3.13,-15.08,-16.54,14.71
1.84,8.96,2.71,9.07,1.09,9.48,-0.66,-2.51,-11.18,-11.82,20.78
0.92,9.27,1.87,9.57,0.82,9.92,-0.42,51.40,-8.06,-8.23,-78.91
0.58,9.45,1.23,9.50,0.66,9.96,-1.30,-65.82,-5.72,-5.02,81.48
1.02,9.57,1.12,9.57,0.60,9.68,-1.59,-4.39,-3.64,-3.36,27.28
0.57,9.49,0.83,9.52,0.62,10.04,-1.78,-5.01,-2.08,-1.99,29.31
-0.04,10.18,0.53,10.36,3.87,10.49,-1.42,-5.64,0.00,16.16,42.19
-0.40,9.39,-0.16,10.11,0.21,8.52,-2.23,0.00,1.82,1.84,1.44
-0.17,9.62,-0.29,9.92,-0.16,10.23,-1.74,-6.90,3.12,1.08,33.36
-0.59,8.79,-1.85,9.45,-0.60,8.51,-2.54,-2.51,4.94,9.41,12.61
0.39,10.05,-0.75,9.87,-0.32,9.83,-1.62,68.33,6.76,5.00,-81.85
-1.62,9.48,-1.46,10.77,-0.61,9.91,-2.36,-63.31,9.88,3.62,81.02
-2.98,9.48,-2.20,9.44,0.73,10.40,-1.71,60.80,12.48,15.47,-80.18
-3.84,9.09,-2.52,8.13,-1.70,9.54,-2.48,-63.31,15.60,4.49,81.20
-4.52,9.82,-3.52,9.64,0.05,10.23,-2.43,3.13,16.38,18.54,-16.76
-3.20,9.66,-3.30,9.62,0.77,10.59,-1.91,-3.76,18.20,23.29,23.17
-4.26,9.60,-3.52,9.87,3.93,10.11,-2.60,1.25,18.98,39.31,14.82
-3.35,9.17,-4.15,9.67,-0.37,9.59,-2.34,-55.79,20.02,22.12,80.18
-4.37,8.89,-4.25,9.32,-0.31,9.95,-2.28,0.63,21.58,22.13,-5.38
-5.65,8.90,-4.89,8.77,-1.23,9.59,-1.55,5.01,22.88,20.52,-33.07
-5.48,8.83,-4.67,8.04,0.90,9.72,-2.01,0.00,23.66,34.67,5.30
-6.06,9.00,-4.74,8.97,-0.29,9.99,-1.48,-3.76,23.66,23.74,19.15
-7.19,8.53,-5.48,8.27,-0.51,9.99,-1.96,5.64,21.84,27.74,-31.64
-7.17,8.16,-5.45,8.37,-1.78,9.62,-1.59,6.27,19.24,19.18,-39.92
-4.27,8.03,-5.05,8.57,-2.71,9.82,-0.46,13.79,16.12,15.91,-59.24
-0.90,9.12,-3.39,9.05,-2.22,9.70,-0.22,16.93,14.30,12.65,-63.13
-2.26,9.20,-3.79,9.22,-2.31,9.70,0.50,14.42,12.74,11.87,-59.89
-4.62,9.11,-4.35,9.19,-2.23,9.66,0.49,11.91,12.48,11.74,-55.66
-1.72,9.14,-3.35,9.47,-4.43,9.69,1.70,7.52,13.00,-2.18,-50.97
-5.62,8.19,-4.10,9.37,-0.74,9.15,1.94,8.15,14.56,15.19,-44.18
-3.16,10.41,-2.54,9.15,0.67,9.76,1.64,0.00,15.60,18.86,3.94
-2.70,10.27,-1.93,10.31,-0.41,9.83,2.18,-1.25,15.86,6.67,4.88
-5.55,9.13,-1.79,9.83,1.44,11.08,1.44,-8.15,15.08,9.60,40.87
-2.98,9.11,-1.96,9.00,0.40,9.27,1.76,-3.76,13.00,12.50,24.18
-3.20,10.03,-1.87,9.57,-0.27,9.15,1.47,-6.27,10.40,6.63,33.25
0.02,9.66,-1.39,9.80,-0.17,10.03,0.77,-5.01,7.80,10.00,25.77
-0.43,8.68,-1.16,9.88,-0.55,9.23,1.37,3.76,5.98,4.50,-25.04
0.06,9.96,-0.28,9.93,0.21,10.00,1.29,-5.01,4.94,3.55,27.57
-0.39,9.61,0.36,10.10,1.38,9.68,0.59,-60.80,3.90,4.56,81.15
-0.67,9.68,1.03,9.79,2.36,9.85,0.73,-16.30,2.34,3.91,62.17
-0.70,9.38,1.35,9.80,1.51,9.88,0.18,-15.04,-0.52,-3.30,59.17
-0.47,8.87,0.96,9.34,1.13,9.84,-0.56,-13.79,-4.68,-2.37,56.60
-0.58,8.12,1.42,8.87,0.55,9.68,-0.48,-11.28,-10.14,-10.05,50.73
-0.38,7.41,1.84,8.71,-0.90,9.87,-1.37,-5.01,-17.68,-21.36,22.65
-0.76,7.07,0.18,9.38,-2.66,8.69,-0.95,13.79,-26.78,-20.00,-62.15
-0.71,5.28,4.54,7.95,-2.27,9.58,-0.31,11.91,-36.66,-49.30,-55.96
-0.33,5.20,5.53,6.41,1.64,9.72,0.17,0.00,-36.66,-38.79,9.55
-1.49,7.80,3.48,8.14,-0.23,9.95,0.02,-1.88,-33.28,-34.12,9.43
-1.02,8.45,2.33,8.35,-0.64,9.83,0.00,0.63,-31.46,-27.02,-7.37
-0.97,8.63,2.58,8.92,-2.04,9.78,0.16,5.01,-33.28,-35.17,-35.82
-0.04,8.09,3.31,8.77,-2.20,9.94,0.60,9.40,-37.70,-39.24,-49.41
18.95,8.75,6.56,8.27,-1.63,10.30,1.05,13.16,-38.22,-22.62,-55.15
-1.68,7.91,3.50,8.55,-2.55,9.98,0.97,2.51,-35.88,-46.00,-26.87
-0.49,8.01,4.19,7.76,-0.08,11.15,1.59,-1.25,-37.44,-38.14,5.99
18.93,8.94,8.67,8.62,-0.28,10.40,1.60,-2.51,-38.48,-31.24,12.09
-1.30,7.51,3.87,7.56,4.20,9.94,1.10,5.01,-37.44,-14.51,-4.69
7.22,8.03,5.79,8.83,-0.68,9.55,1.52,-10.66,-38.74,-33.99,46.25
0.99,7.59,4.15,8.02,-0.53,9.79,1.57,-1.88,-37.96,-36.11,7.88
9.47,7.00,6.65,6.30,1.05,9.12,1.15,-1.25,-38.22,-36.30,14.19
3.43,7.65,5.79,7.53,0.78,10.32,1.50,-4.39,-38.22,-37.41,26.59
8.76,7.43,7.23,7.62,-0.90,9.98,1.35,-0.63,-38.22,-46.05,-1.57
5.85,6.92,6.98,6.98,1.50,10.00,0.50,-6.90,-38.48,-38.04,40.02
7.11,6.47,7.89,6.39,2.47,9.97,0.60,-11.91,-38.22,-38.22,55.27
7.16,6.61,7.69,6.64,2.15,9.97,-0.08,-14.42,-38.48,-37.72,58.97
7.62,6.51,7.60,6.60,2.31,9.85,-0.90,-19.43,-37.96,-35.64,65.64
7.71,6.89,7.49,6.85,1.91,10.40,-1.08,-14.42,-38.22,-36.89,57.49
6.35,7.71,6.05,7.92,-0.66,10.23,-2.11,-5.64,-38.48,-40.31,25.95
9.18,8.08,6.23,7.70,-0.11,9.87,-1.62,-3.76,-37.96,-34.83,20.29
4.92,8.02,5.00,7.90,1.92,9.68,-2.30,-1.88,-37.96,-21.42,21.41
4.66,7.94,6.02,8.02,-0.87,10.39,-1.68,61.43,-37.96,-43.79,-80.53
4.31,7.26,6.54,8.15,-2.79,9.30,-2.40,-62.06,-38.22,-57.71,81.09
5.73,7.67,5.97,7.72,-0.12,9.31,-2.27,6.27,-37.96,-38.79,-34.48
4.68,7.90,6.58,7.23,-1.69,10.59,-1.78,-5.64,-38.22,-55.34,20.47
6.25,7.64,5.96,7.49,-0.44,9.51,-2.24,-0.63,-38.22,-40.83,1.14
4.20,7.82,6.07,7.28,-1.49,9.38,-1.63,1.25,-38.22,-52.71,-16.28
4.62,7.87,5.40,7.73,-0.07,10.11,-2.21,-1.25,-38.22,-36.91,6.68
6.21,8.39,6.16,8.21,-0.50,10.07,-1.56,4.39,-37.96,-39.83,-25.90
5.34,7.95,6.42,8.67,-1.52,9.83,-2.12,-0.63,-38.22,-46.13,-5.17
7.36,8.07,5.63,7.71,0.65,9.76,-1.64,-4.39,-37.96,-29.56,27.32
6.36,8.42,6.21,8.22,-1.37,10.46,-2.16,-3.13,-37.96,-44.56,9.56
4.76,7.53,5.23,7.70,-0.24,8.79,-1.71,58.92,-38.22,-36.44,-81.55
4.32,8.53,4.25,8.24,-1.38,10.62,-2.13,-48.89,-37.96,-34.84,77.39
5.64,8.33,5.95,8.39,-0.80,9.91,-1.69,11.91,-38.22,-40.43,-52.07
4.58,8.42,4.65,8.38,-0.92,10.07,-0.85,6.90,-38.22,-34.47,-37.82
6.31,7.94,5.18,8.03,-0.18,10.07,-1.22,4.39,-37.96,-31.63,-24.42
-1.02,7.02,4.11,6.98,1.44,8.56,-1.12,1.25,-37.18,-31.24,1.24
2.43,6.17,4.48,6.88,0.51,8.68,-1.12,-2.51,-37.96,-32.90,19.19
14.52,6.70,9.33,6.75,1.67,9.08,-0.57,3.13,-38.48,-37.19,-9.17
9.66,6.23,8.07,6.02,1.69,9.24,-1.27,-8.15,-38.22,-41.15,46.79
3.81,6.36,6.95,6.49,2.20,9.65,-1.46,-3.76,-37.96,-38.27,31.71
7.53,5.57,8.02,5.74,2.56,9.53,-1.64,-2.51,-38.48,-39.71,28.02
10.38,6.39,8.20,6.11,2.73,9.69,-0.97,6.27,-38.22,-35.12,-20.05
12.87,6.11,10.93,6.14,3.86,10.54,-1.22,6.27,-38.48,-38.80,-12.86
7.94,5.24,8.28,5.18,3.49,9.89,-0.80,8.15,-38.48,-39.02,-25.22
8.18,4.82,8.13,4.92,3.23,8.37,-0.16,11.28,-38.22,-37.45,-43.91
8.96,5.59,7.79,5.65,2.23,7.76,0.00,0.63,-38.48,-36.33,11.69
4.97,6.16,5.61,6.40,0.73,7.92,0.00,-0.63,-38.22,-36.70,9.76
5.13,6.61,6.01,6.79,0.76,9.48,0.01,0.00,-37.96,-38.16,4.59
7.85,7.15,6.50,7.12,0.44,9.51,0.01,0.63,-37.96,-37.51,-1.13
8.43,6.98,7.62,6.96,1.60,9.76,-0.01,0.00,-38.22,-37.13,9.32
3.91,6.25,6.84,6.41,1.77,9.20,-0.01,-1.25,-38.22,-39.88,18.20
5.78,5.80,7.02,5.91,2.32,9.17,0.01,1.88,-38.48,-37.31,2.75
10.40,5.79,8.56,5.90,2.88,9.57,0.00,-1.25,-38.48,-36.19,23.38
8.37,6.86,7.62,6.62,3.06,11.09,0.01,1.25,-38.22,-32.90,9.26
9.32,4.80,7.75,4.94,3.53,8.49,0.00,-1.25,-38.22,-32.63,29.37
10.03,5.47,8.63,5.43,2.91,8.49,0.00,0.00,-38.22,-37.31,18.92
2.97,6.99,6.95,6.99,2.34,11.61,0.00,0.00,-37.96,-38.92,11.40
9.80,6.13,7.81,6.37,1.90,10.08,0.00,-0.63,-38.22,-36.88,14.08
14.36,6.68,8.98,6.62,2.15,10.13,-0.16,-3.76,-38.48,-34.68,30.25
6.59,5.62,7.52,5.65,2.60,8.97,-0.23,0.00,-37.96,-38.09,16.18
6.59,5.86,7.80,6.12,2.25,10.01,-0.19,0.63,-38.22,-40.33,9.20
7.38,5.80,7.33,5.88,2.40,9.21,-0.16,1.88,-38.22,-36.41,3.25
6.72,5.97,8.14,6.03,3.09,10.09,-0.14,-1.25,-38.22,-38.05,23.30
9.30,5.47,8.42,5.56,3.09,9.17,-0.31,-5.64,-38.22,-36.78,43.58
7.25,5.87,8.24,5.92,3.08,9.85,0.13,-1.88,-38.22,-38.04,26.73
8.08,5.40,8.34,5.70,3.40,9.09,-0.65,-5.01,-38.48,-34.97,42.77
6.56,5.89,7.94,5.76,2.90,9.69,-0.86,-3.76,-37.96,-39.32,34.52
8.40,5.52,8.61,5.75,3.12,9.33,-0.94,-1.88,-38.22,-37.62,28.20
8.04,5.92,8.11,5.95,2.89,9.69,-1.04,-1.88,-38.48,-37.15,26.22
7.66,5.66,8.14,5.80,2.81,9.41,-1.14,-1.25,-38.22,-38.20,23.37
7.18,5.87,7.71,5.94,2.79,9.49,-0.57,3.13,-38.48,-36.59,-2.09
8.88,5.83,7.89,5.50,2.01,9.04,-1.25,-3.76,-38.22,-41.91,32.56
9.23,6.10,8.42,6.01,2.72,9.73,-1.24,0.00,-38.22,-38.04,15.64
8.88,5.61,8.22,5.69,2.35,9.49,-1.23,-1.25,-38.22,-40.44,20.82
6.70,5.49,8.14,5.76,3.14,9.77,-0.66,2.51,-38.22,-38.15,3.71
7.13,5.90,7.73,5.64,2.68,9.61,-1.29,-2.51,-37.96,-39.54,28.35
7.84,5.40,8.07,5.91,3.63,9.09,-1.27,0.63,-38.22,-31.44,18.28
8.01,5.92,7.92,5.98,2.40,9.32,-1.29,-1.25,-38.22,-38.27,21.42
7.49,6.03,8.28,6.03,2.65,9.57,-0.73,1.25,-38.48,-39.42,8.30
6.79,5.71,7.59,5.64,2.74,8.69,-1.16,3.76,-37.96,-37.07,-6.67
13.73,6.06,10.27,6.49,2.62,9.49,-1.01,1.25,-37.96,-38.06,8.22
10.25,5.64,8.88,5.68,3.96,9.58,-1.12,-3.13,-35.62,-33.32,36.52
9.21,5.80,8.02,6.10,3.56,9.49,-0.74,-2.51,-31.46,-30.12,32.58
9.92,5.93,8.26,6.55,3.43,9.37,-1.54,-5.01,-26.78,-28.36,42.01
4.89,6.64,5.40,7.26,2.86,9.05,-1.58,0.63,-21.06,-19.24,13.85
5.78,7.22,5.42,7.96,2.27,9.49,-0.87,62.06,-15.34,-19.19,-80.99
3.89,7.66,3.96,8.61,2.67,9.29,-1.27,-55.16,-9.10,-8.00,80.87
3.74,8.03,3.13,9.06,2.45,9.37,-1.06,4.39,-3.12,-2.45,-11.67
1.02,8.23,1.86,9.01,2.19,9.29,-0.83,4.39,2.86,0.09,-13.31
0.48,8.59,1.54,9.25,2.78,9.17,-0.63,3.13,8.58,5.44,-2.18
-0.70,9.09,0.94,9.67,3.54,9.21,-0.55,-0.63,13.00,12.10,24.36
-0.63,9.39,0.10,9.64,3.28,9.49,-0.16,-3.13,16.64,16.85,34.05
-0.40,9.50,-0.10,9.89,3.01,9.17,-0.88,-1.25,20.28,18.13,24.96
-3.49,9.43,-1.62,9.76,2.82,9.41,-0.87,1.25,22.10,22.02,9.46
-0.49,9.80,-0.71,9.64,2.54,9.61,-0.81,0.00,23.66,19.60,14.83
-3.51,9.10,-2.77,9.08,2.12,9.44,-0.72,2.51,25.22,28.02,-2.35
-3.07,9.07,-2.89,8.92,1.24,9.28,-0.38,6.90,25.74,25.24,-31.38
